period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,3196.0,131.0,1051.0,4378.0,3195.0,59.0,4031.0,5625.0,939.0,10595.0,4565.0,0.0,4023.0,65.0,526.0,4614.0,3157.0,54.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,13133.0,3183.0,3995.0,20311.0,11023.0,315.0,6683.0,9108.0,2181.0,17972.0,4882.0,199.0,16371.0,4269.0,6027.0,26667.0,16396.0,377.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,40746.0,115.0,13742.0,54603.0,29196.0,0.0,20890.0,2013.0,2714.0,25617.0,20451.0,0.0,67479.0,42.0,3447.0,70968.0,67645.0,3.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,22536.0,755.0,9931.0,33222.0,16223.0,375.0,45833.0,39935.0,10404.0,96172.0,43419.0,0.0,19425.0,3201.0,7214.0,29840.0,20887.0,87.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,11750.0,901.0,1585.0,14236.0,11783.0,1.0,15815.0,378.0,17674.0,33867.0,17970.0,2.0,6457.0,518.0,1178.0,8153.0,6235.0,15.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,39704.0,51397.0,5260.0,96361.0,24692.0,46712.0,3158.0,109983.0,2614.0,115755.0,3706.0,6907.0,7558.0,50031.0,4216.0,61805.0,6025.0,3166.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,2517.0,14.0,268.0,2799.0,3412.0,47.0,3603.0,5836.0,9.0,9448.0,3729.0,0.0,19836.0,902.0,4050.0,24788.0,22891.0,218.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,8237.0,37.0,2885.0,11159.0,7322.0,4.0,8778.0,6475.0,592.0,15845.0,8818.0,0.0,22544.0,432.0,6959.0,29935.0,23614.0,2.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,7729.0,21.0,887.0,8637.0,8343.0,0.0,2415.0,835.0,245.0,3495.0,2222.0,0.0,4346.0,6.0,534.0,4886.0,4777.0,6.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,7226.0,73.0,5258.0,12557.0,6579.0,51.0,6518.0,14295.0,39.0,20852.0,6392.0,0.0,4211.0,182.0,871.0,5264.0,3863.0,167.0
2016Q1,2016,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,9075.0,30829.0,22414.0,62318.0,15316.0,25599.0,5709.0,76075.0,8770.0,90554.0,5340.0,1252.0,48900.0,152926.0,72827.0,274653.0,38101.0,50060.0
