period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,37743.0,7133.0,44876.0,12775.0,-21715.0,1818.0,5423.0,1627.0,1277.0,0.0,80.0,1201.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,5866.0,31613.0,37479.0,42810.0,21963.0,31006.0,16438.0,2258.0,25992.0,0.0,10105.0,25559.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,633.0,2488.0,3121.0,41898.0,3454.0,17456.0,36665.0,6095.0,66642.0,21.0,40650.0,66584.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,16239.0,39886.0,56125.0,71381.0,12746.0,28960.0,37949.0,8141.0,14031.0,0.0,6791.0,13819.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,150.0,2194.0,2344.0,29206.0,3451.0,2024.0,25159.0,7240.0,8359.0,5.0,1288.0,8359.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,4257.0,70281.0,74538.0,76508.0,155035.0,3558.0,67572.0,23406.0,128485.0,0.0,55975.0,128482.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,19018.0,22786.0,41804.0,98799.0,-20487.0,4225.0,5655.0,744.0,8152.0,44.0,1633.0,8091.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,21317.0,7771.0,29088.0,53247.0,-23074.0,18688.0,17491.0,2187.0,3412.0,0.0,2031.0,3140.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,309.0,1461.0,1770.0,9926.0,-869.0,5326.0,7365.0,1316.0,3671.0,0.0,1668.0,3558.0
2016Q1,2016,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,9863.0,2019.0,11882.0,42776.0,7006.0,2654.0,10718.0,134.0,7553.0,0.0,4934.0,7524.0
