period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,1301.0,837.0,1.0,2139.0,1222.0,689.0,246.0,8195.0,12.0,8453.0,54.0,0.0,118.0,1.0,0.0,119.0,180.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,22247.0,7199.0,1024.0,30470.0,19480.0,1438.0,2307.0,1112.0,500.0,3919.0,2284.0,517.0,10023.0,1115.0,736.0,11874.0,10321.0,69.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,59559.0,9.0,442.0,60010.0,45642.0,0.0,2640.0,134.0,58.0,2832.0,1786.0,0.0,1736.0,141.0,10.0,1887.0,1431.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,39262.0,223.0,1796.0,41281.0,9626.0,27.0,5014.0,17013.0,16.0,22043.0,3901.0,0.0,1374.0,105.0,22.0,1501.0,1008.0,10.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,719.0,121.0,0.0,840.0,80.0,13.0,1404.0,216.0,0.0,1620.0,1404.0,0.0,34.0,0.0,2.0,36.0,80.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,20179.0,7424.0,163.0,27766.0,7761.0,6616.0,11579.0,19634.0,0.0,31213.0,11579.0,0.0,6445.0,200.0,70.0,6715.0,6341.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,570.0,529.0,34.0,1133.0,670.0,214.0,31.0,5996.0,0.0,6027.0,29.0,0.0,9305.0,282.0,321.0,9908.0,9155.0,122.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1965.0,8.0,2.0,1975.0,1445.0,5.0,1065.0,202.0,6.0,1273.0,849.0,1.0,780.0,99.0,14.0,893.0,589.0,9.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,3638.0,629.0,0.0,4267.0,2359.0,0.0,843.0,10.0,0.0,853.0,956.0,0.0,256.0,2.0,1.0,259.0,256.0,2.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,44338.0,380.0,218.0,44936.0,2194.0,1.0,288.0,0.0,1.0,289.0,288.0,0.0,627.0,251.0,24.0,902.0,465.0,20.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,39254.0,10261.0,947.0,50462.0,68353.0,8171.0,3024.0,29901.0,2.0,32927.0,791.0,0.0,22904.0,6206.0,2981.0,32091.0,23438.0,4001.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,3681.0,5798.0,158.0,9637.0,4165.0,9.0,9.0,384.0,39.0,432.0,2.0,0.0,658.0,73.0,2489.0,3220.0,684.0,21.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,1024.0,1.0,5.0,1030.0,836.0,0.0,381.0,98.0,0.0,479.0,381.0,0.0,29.0,1.0,7.0,37.0,21.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0
2020Q2,2020,Q2,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,808.0,0.0,21.0,829.0,1472.0,0.0,93.0,0.0,0.0,93.0,93.0,0.0,34.0,0.0,0.0,34.0,34.0,0.0
