period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,7,BELGIUM,2677.0,1.0,2326.0,20.0,2698.0,158.0,219.0,2759.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,8,CANADA,38561.0,2579.0,18194.0,20370.0,61510.0,13636.0,15716.0,63614.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,9,FRANCE,19927.0,453.0,17668.0,13555.0,33935.0,1739.0,2080.0,34275.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,10,GERMANY,8142.0,64.0,3610.0,4241.0,12447.0,1148.0,5441.0,16733.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,11,ITALY,980.0,74.0,141.0,5913.0,6967.0,37.0,221.0,7152.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,12,JAPAN,13516.0,123.0,12012.0,6671.0,20310.0,405.0,3383.0,23289.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,13,LUXEMBOURG,7188.0,18.0,2361.0,470.0,7676.0,961.0,1130.0,7843.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,14,NETHERLANDS,5927.0,44.0,1702.0,1350.0,7321.0,2272.0,1226.0,6277.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,15,SWEDEN,2382.0,4.0,1069.0,376.0,2762.0,161.0,616.0,3217.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,16,SWITZERLAND,1794.0,52.0,954.0,220.0,2066.0,255.0,1753.0,3565.0
2015Q4,2015,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,22905.0,3392.0,17031.0,24787.0,51084.0,4606.0,6390.0,52867.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,21,AUSTRALIA,8620.0,369.0,2855.0,15736.0,24725.0,1079.0,525.0,24172.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,22,AUSTRIA,444.0,0.0,134.0,61.0,505.0,13.0,5.0,497.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,23,CYPRUS,18.0,0.0,1.0,81.0,99.0,1.0,48.0,146.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,24,DENMARK,384.0,0.0,325.0,23.0,407.0,11.0,71.0,467.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,25,FINLAND,1350.0,0.0,1171.0,88.0,1438.0,5.0,0.0,1433.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,26,GREECE,118.0,0.0,87.0,0.0,118.0,31.0,27.0,114.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,27,IRELAND,3200.0,117.0,868.0,1179.0,4496.0,1091.0,1010.0,4415.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,28,ISRAEL,457.0,0.0,202.0,0.0,457.0,26.0,338.0,769.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,462.0,0.0,120.0,1786.0,2248.0,205.0,14.0,2057.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,30,NORWAY,1772.0,15.0,699.0,70.0,1857.0,239.0,215.0,1834.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,31,PORTUGAL,237.0,0.0,34.0,143.0,380.0,13.0,49.0,415.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,32,SLOVAKIA,17.0,0.0,13.0,1.0,18.0,1.0,1.0,18.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,33,SPAIN,1718.0,2.0,1196.0,1300.0,3020.0,127.0,1354.0,4247.0
2015Q4,2015,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,34,OTHER NON G-10 DEV.,398.0,0.0,8.0,1.0,399.0,224.0,209.0,384.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,38,BULGARIA,7.0,0.0,7.0,0.0,7.0,6.0,7.0,8.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,39,CZECH REPUBLIC,106.0,247.0,84.0,5233.0,5586.0,101.0,87.0,5573.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,40,HUNGARY,430.0,0.0,407.0,24.0,454.0,12.0,11.0,453.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,41,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,42,POLAND,167.0,3948.0,270.0,4132.0,8247.0,57.0,77.0,8269.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,43,ROMANIA,33.0,0.0,32.0,0.0,33.0,23.0,0.0,10.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,44,RUSSIA,455.0,1.0,56.0,32.0,488.0,1.0,87.0,573.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,45,TURKEY,742.0,2.0,503.0,0.0,744.0,50.0,26.0,720.0
2015Q4,2015,Q4,Table 2,2,All Others,Eastern Europe,country_data,46,OTHER E. EUROPE,166.0,3.0,43.0,0.0,169.0,42.0,40.0,167.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,50,ANGUILLA,45.0,0.0,33.0,0.0,45.0,44.0,47.0,48.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,51,ARGENTINA,402.0,97.0,341.0,757.0,1256.0,278.0,125.0,1103.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,52,BRAZIL,8534.0,29.0,4232.0,72.0,8635.0,695.0,3912.0,11851.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,53,CHILE,1834.0,2.0,343.0,27.0,1863.0,365.0,127.0,1624.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,54,COLOMBIA,1618.0,0.0,808.0,0.0,1618.0,285.0,111.0,1444.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,55,COSTA RICA,327.0,0.0,262.0,0.0,327.0,92.0,22.0,256.0
2015Q4,2015,Q4,Table 2,2,All Others,Latin America and Caribbean,country_data,56,DOMINICAN REPUBLIC,486.0,0.0,308.0,0.0,486.0,211.0,9.0,284.0
