period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,10,BELGIUM,19506.0,6001.0,835.0,5166.0,3985.0,29492.0,4325.0,855.0,31618.0,31303.0,12020.0,11700.0,53.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,11,CANADA,83580.0,57033.0,7940.0,49093.0,18537.0,159150.0,95677.0,13572.0,57744.0,57450.0,26389.0,26072.0,350.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,12,FRANCE,180126.0,17495.0,704.0,16791.0,23293.0,220914.0,70942.0,3854.0,413239.0,406305.0,170758.0,163754.0,536.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,13,GERMANY,132222.0,40846.0,376.0,40470.0,36681.0,209749.0,31270.0,7631.0,369552.0,373163.0,153806.0,157245.0,762.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,14,ITALY,45249.0,10639.0,334.0,10305.0,25014.0,80902.0,10058.0,1666.0,344770.0,351817.0,90072.0,96949.0,295.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,15,JAPAN,84840.0,232908.0,55442.0,177466.0,16341.0,334089.0,71524.0,6157.0,157954.0,153650.0,74617.0,75087.0,273.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,16,LUXEMBOURG,42597.0,5568.0,610.0,4958.0,6557.0,54722.0,9163.0,3745.0,38046.0,38946.0,13714.0,14590.0,644.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,17,NETHERLANDS,68853.0,9273.0,45.0,9228.0,14922.0,93048.0,25675.0,4350.0,203079.0,203994.0,78759.0,79605.0,921.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,18,SWEDEN,18440.0,987.0,6.0,981.0,1730.0,21157.0,6681.0,315.0,73345.0,73221.0,32171.0,32040.0,101.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,19,SWITZERLAND,30214.0,22965.0,6067.0,16898.0,6629.0,59808.0,12819.0,5203.0,134559.0,132471.0,60456.0,58419.0,2129.0
2015Q4,2015,Q4,Table 1,1,All Banks,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,111444.0,377000.0,119550.0,257450.0,111818.0,600262.0,167943.0,11706.0,565184.0,580761.0,239249.0,254656.0,1475.0
2015Q4,2015,Q4,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRALIA,36496.0,58582.0,3031.0,55551.0,9733.0,104811.0,28986.0,3110.0,96236.0,95365.0,38579.0,37585.0,483.0
2015Q4,2015,Q4,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,25,AUSTRIA,12730.0,62.0,0.0,62.0,1368.0,14160.0,1283.0,152.0,27620.0,28019.0,10869.0,11265.0,49.0
