period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,10,BELGIUM,17845.0,6008.0,1130.0,4878.0,2181.0,26034.0,4682.0,233.0,22236.0,23633.0,11461.0,12857.0,103.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,11,CANADA,57036.0,39604.0,7538.0,32066.0,15489.0,112129.0,39262.0,9340.0,37696.0,33594.0,21639.0,17537.0,224.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,12,FRANCE,168179.0,11980.0,279.0,11701.0,13989.0,194148.0,86166.0,4005.0,249067.0,255211.0,122785.0,128933.0,300.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,13,GERMANY,144117.0,112145.0,553.0,111592.0,25241.0,281503.0,44918.0,4115.0,214046.0,218961.0,107932.0,112846.0,508.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,14,ITALY,42278.0,3883.0,517.0,3366.0,18726.0,64887.0,7170.0,748.0,233001.0,242468.0,64778.0,74235.0,515.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,15,JAPAN,105242.0,276926.0,55362.0,221564.0,12691.0,394859.0,79064.0,3816.0,123420.0,127437.0,55251.0,59265.0,87.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,16,LUXEMBOURG,45833.0,7996.0,1653.0,6343.0,6786.0,60615.0,11423.0,3145.0,37223.0,37505.0,16949.0,17229.0,608.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,17,NETHERLANDS,57433.0,9163.0,27.0,9136.0,15146.0,81742.0,24328.0,3195.0,125310.0,129982.0,60185.0,64860.0,845.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,18,SWEDEN,23621.0,651.0,10.0,641.0,1370.0,25642.0,6305.0,294.0,38560.0,39285.0,20862.0,21587.0,88.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,19,SWITZERLAND,27210.0,23553.0,6961.0,16592.0,6052.0,56815.0,16203.0,3963.0,73799.0,73614.0,41365.0,41184.0,892.0
2017Q4,2017,Q4,Table 1,1,LFI,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,64067.0,351403.0,102433.0,248970.0,47270.0,462740.0,106489.0,10503.0,328172.0,326726.0,169379.0,168066.0,1259.0
