period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,9,BELGIUM,5089.0,22.0,5111.0,128.0,17.0,145.0,342.0,5598.0,3817.0,30.0,3847.0,34.0,1.0,35.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,10,CANADA,12332.0,439.0,12771.0,17913.0,1191.0,19104.0,2222.0,34097.0,12077.0,296.0,12373.0,7135.0,0.0,7135.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,11,FRANCE,22166.0,683.0,22849.0,6227.0,878.0,7105.0,777.0,30731.0,21088.0,687.0,21775.0,187.0,5.0,192.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,12,GERMANY,27012.0,878.0,27890.0,1177.0,138.0,1315.0,2537.0,31742.0,21876.0,882.0,22758.0,408.0,11.0,419.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,13,ITALY,7604.0,195.0,7799.0,2164.0,684.0,2848.0,437.0,11084.0,6761.0,196.0,6957.0,384.0,26.0,410.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,14,JAPAN,22352.0,110.0,22462.0,26549.0,157.0,26706.0,808.0,49976.0,20175.0,85.0,20260.0,1383.0,0.0,1383.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,15,LUXEMBOURG,10031.0,221.0,10252.0,1740.0,0.0,1740.0,1387.0,13379.0,15209.0,7.0,15216.0,40.0,0.0,40.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,16,NETHERLANDS,22600.0,276.0,22876.0,147.0,348.0,495.0,1515.0,24886.0,29605.0,270.0,29875.0,48.0,0.0,48.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,17,SWEDEN,4967.0,33.0,5000.0,8.0,0.0,8.0,123.0,5131.0,4702.0,36.0,4738.0,0.0,0.0,0.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,18,SWITZERLAND,11269.0,256.0,11525.0,3430.0,3511.0,6941.0,1780.0,20246.0,10407.0,205.0,10612.0,3527.0,3118.0,6645.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,14969.0,3112.0,18081.0,42288.0,5665.0,47953.0,6089.0,72123.0,15687.0,2659.0,18346.0,13350.0,2724.0,16074.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,23,AUSTRALIA,6075.0,164.0,6239.0,11526.0,10542.0,22068.0,473.0,28780.0,5554.0,162.0,5716.0,2854.0,0.0,2854.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,24,AUSTRIA,3035.0,10.0,3045.0,0.0,0.0,0.0,35.0,3080.0,4299.0,10.0,4309.0,0.0,0.0,0.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,25,CYPRUS,1392.0,7.0,1399.0,0.0,0.0,0.0,25.0,1424.0,1692.0,7.0,1699.0,0.0,0.0,0.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,26,DENMARK,2286.0,10.0,2296.0,2.0,0.0,2.0,347.0,2645.0,1815.0,9.0,1824.0,0.0,0.0,0.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,27,FINLAND,2426.0,1.0,2427.0,5.0,0.0,5.0,76.0,2508.0,1998.0,2.0,2000.0,0.0,0.0,0.0
2017Q4,2017,Q4,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,28,GREECE,402.0,41.0,443.0,91.0,0.0,91.0,3.0,537.0,635.0,28.0,663.0,0.0,0.0,0.0
