period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,7,BELGIUM,1633.0,0.0,1061.0,12.0,1645.0,302.0,365.0,1710.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,8,CANADA,33235.0,3029.0,18944.0,16395.0,52659.0,6279.0,10290.0,56660.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,9,FRANCE,5635.0,0.0,2552.0,1257.0,6892.0,523.0,3770.0,10136.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,10,GERMANY,8789.0,2.0,3317.0,1026.0,9817.0,1039.0,40536.0,49175.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,11,ITALY,334.0,21.0,235.0,1330.0,1685.0,58.0,129.0,1754.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,12,JAPAN,25382.0,1.0,23839.0,2838.0,28221.0,569.0,11220.0,38867.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,13,LUXEMBOURG,7227.0,16.0,4539.0,5084.0,12327.0,3490.0,696.0,9534.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,14,NETHERLANDS,6696.0,879.0,1161.0,320.0,7895.0,2195.0,1812.0,7513.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,15,SWEDEN,3707.0,1.0,1516.0,285.0,3993.0,134.0,1799.0,5658.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,16,SWITZERLAND,2418.0,21.0,1831.0,228.0,2667.0,309.0,57988.0,60270.0
2017Q4,2017,Q4,Table 2,2,All Others,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,102668.0,6797.0,95483.0,22713.0,132178.0,36444.0,7181.0,102837.0
2017Q4,2017,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,21,AUSTRALIA,6688.0,17.0,2416.0,7658.0,14363.0,1176.0,434.0,13622.0
2017Q4,2017,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,22,AUSTRIA,443.0,0.0,21.0,69.0,512.0,9.0,10.0,513.0
2017Q4,2017,Q4,Table 2,2,All Others,Non G-10 Developed Countries,country_data,23,CYPRUS,32.0,0.0,3.0,0.0,32.0,0.0,38.0,70.0
