period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,8353.0,981.0,51.0,9385.0,8484.0,307.0,5355.0,8661.0,161.0,14177.0,5156.0,0.0,3169.0,59.0,266.0,3494.0,3209.0,46.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,9,CANADA,60597.0,14177.0,4402.0,79176.0,54214.0,2937.0,16448.0,21347.0,458.0,38253.0,16290.0,1100.0,52883.0,12676.0,1550.0,67109.0,53600.0,1659.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,54267.0,476.0,6077.0,60820.0,41684.0,19.0,23478.0,12465.0,4804.0,40747.0,20712.0,0.0,89968.0,14602.0,3846.0,108416.0,91591.0,158.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,62552.0,7359.0,3320.0,73231.0,22005.0,756.0,30549.0,198965.0,7319.0,236833.0,22472.0,0.0,23079.0,6159.0,10754.0,39992.0,26132.0,510.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,12,ITALY,17579.0,386.0,809.0,18774.0,17343.0,24.0,23678.0,520.0,3896.0,28094.0,23042.0,0.0,8824.0,3560.0,1350.0,13734.0,8901.0,86.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,67421.0,40555.0,4920.0,112896.0,52479.0,33028.0,44831.0,141166.0,3583.0,189580.0,44819.0,3.0,15470.0,117782.0,4007.0,137259.0,13880.0,627.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,2456.0,298.0,23.0,2777.0,5012.0,131.0,265.0,7869.0,10.0,8144.0,258.0,96.0,68616.0,2682.0,5387.0,76685.0,69137.0,1807.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,5958.0,414.0,2141.0,8513.0,3046.0,125.0,4635.0,13270.0,1692.0,19597.0,4128.0,13.0,15025.0,221.0,3618.0,18864.0,17385.0,10.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,6104.0,55.0,216.0,6375.0,8101.0,0.0,2371.0,90.0,70.0,2531.0,2488.0,0.0,3202.0,8.0,167.0,3377.0,2985.0,0.0
2024Q1,2024,Q1,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,33465.0,204.0,1686.0,35355.0,14543.0,151.0,2844.0,18309.0,8.0,21161.0,1291.0,0.0,8790.0,5035.0,567.0,14392.0,5558.0,4885.0
