period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,266.0,1471.0,1737.0,25616.0,-1532.0,1377.0,5937.0,1136.0,1502.0,0.0,432.0,1502.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,9,CANADA,8822.0,34040.0,42862.0,52976.0,29816.0,8420.0,30234.0,9385.0,41951.0,0.0,12788.0,41951.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,10,FRANCE,4265.0,38919.0,43184.0,88163.0,22151.0,2726.0,37361.0,10096.0,118504.0,0.0,30613.0,118504.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,11,GERMANY,27372.0,152217.0,179589.0,125507.0,244184.0,8005.0,49314.0,12181.0,25483.0,0.0,8716.0,25483.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,12,ITALY,1262.0,14634.0,15896.0,61373.0,-8598.0,2240.0,36170.0,10200.0,11965.0,0.0,2782.0,11965.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,13,JAPAN,11191.0,84396.0,95587.0,138485.0,241161.0,10265.0,111390.0,32915.0,160054.0,0.0,84132.0,160054.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,71332.0,56038.0,127370.0,86253.0,-109182.0,2734.0,10294.0,348.0,11149.0,0.0,1237.0,11149.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,23633.0,16854.0,40487.0,71837.0,-38751.0,1324.0,21493.0,2579.0,2921.0,0.0,828.0,2921.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,47.0,819.0,866.0,21607.0,-640.0,270.0,5765.0,487.0,2016.0,0.0,440.0,2016.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,6449.0,4273.0,10722.0,47277.0,21704.0,19.0,10667.0,540.0,10977.0,0.0,3631.0,10977.0
2024Q1,2024,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,1095448.0,259457.0,1354905.0,321141.0,137424.0,18345.0,65470.0,19385.0,42957.0,0.0,20582.0,42957.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,22,AUSTRALIA,4241.0,49566.0,53807.0,72431.0,30826.0,6729.0,16423.0,1794.0,18225.0,0.0,15598.0,18225.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,23,AUSTRIA,58.0,364.0,422.0,8345.0,-407.0,1878.0,5440.0,1295.0,2680.0,0.0,1727.0,2680.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,5241.0,-3.0,0.0,327.0,51.0,0.0,0.0,0.0,0.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,25,DENMARK,9.0,599.0,608.0,12488.0,-20.0,95.0,5863.0,245.0,1994.0,0.0,1640.0,1994.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,183.0,183.0,9259.0,-185.0,1198.0,3337.0,629.0,4154.0,0.0,106.0,4154.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,27,GREECE,31.0,1448.0,1479.0,6090.0,-1139.0,0.0,3712.0,352.0,1302.0,0.0,363.0,1302.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,28,IRELAND,13836.0,40501.0,54337.0,110629.0,65029.0,14447.0,22274.0,1555.0,13648.0,0.0,557.0,13648.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,29,ISRAEL,1451.0,3014.0,4465.0,10678.0,-750.0,793.0,5796.0,159.0,8397.0,0.0,7998.0,8397.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,60.0,1241.0,1301.0,3824.0,1036.0,282.0,623.0,81.0,195.0,0.0,9.0,195.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,294.0,294.0,6623.0,-239.0,150.0,2643.0,438.0,17604.0,0.0,811.0,17604.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,32,PORTUGAL,6.0,195.0,201.0,4497.0,-181.0,9.0,2500.0,608.0,2652.0,0.0,193.0,2652.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,33,SLOVAKIA,193.0,473.0,666.0,895.0,-425.0,83.0,506.0,122.0,1142.0,0.0,0.0,1142.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,34,SPAIN,362.0,1973.0,2335.0,31897.0,-1108.0,1250.0,20169.0,4194.0,7065.0,0.0,927.0,7065.0
2024Q1,2024,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,14.0,7.0,21.0,14586.0,14.0,0.0,477.0,4.0,6435.0,0.0,0.0,6435.0
2024Q1,2024,Q1,Table 3,3,LFI,Eastern Europe,country_data,39,BULGARIA,456.0,460.0,916.0,1111.0,-482.0,21.0,60.0,37.0,0.0,0.0,0.0,0.0
