Concepto,institucion,share,año,mes,my,total,amount,size,inst_clean,institucion_std
Tarjetas de crédito,B. Continental,0.00311819137653923,2011,4,2011-4,27163714.08031,847.01659,Corporate,b. continental,B. BBVA Perú
Tarjetas de crédito,B. de Comercio,2.12705177752296e-05,2011,4,2011-4,1132083.39611,0.2408,Corporate,b. de comercio,Bancom (Banco de Comercio)
Tarjetas de crédito,B. de Crédito del Perú (con sucursales en el exterior),0.0090377031498744,2011,4,2011-4,40217093.76514,3634.70155,Corporate,b. de credito del peru,Banco de Crédito del Perú
Tarjetas de crédito,B. Financiero,1.15734776893508e-05,2011,4,2011-4,2713099.79963,0.314,Corporate,b. financiero,B. Pichincha
Tarjetas de crédito,B. Interamericano de Finanzas,0.00360650073381076,2011,4,2011-4,3304827.83166,119.18864,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Tarjetas de crédito,Scotiabank Perú (con sucursales en el exterior),0.00118828067828184,2011,4,2011-4,18154261.35784,215.72358,Corporate,scotiabank peru,Scotiabank Perú
Tarjetas de crédito,Citibank,0,2011,4,2011-4,2353153.97981,0,Corporate,citibank,Citibank
Tarjetas de crédito,Interbank (con sucursales en el exterior),0.00117665145259402,2011,4,2011-4,12934651.9451,152.19577,Corporate,interbank,Interbank
Tarjetas de crédito,Mibanco,0,2011,4,2011-4,3782239.77529,0,Corporate,mibanco,Mibanco
Tarjetas de crédito,HSBC Bank Perú,0,2011,4,2011-4,1886938.40919,0,Corporate,hsbc bank peru,B. GNB
Tarjetas de crédito,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Tarjetas de crédito,B. Santander Perú,0,2011,4,2011-4,873726.15014,0,Corporate,b. santander peru,B. Santander Perú
Tarjetas de crédito,B. Ripley,0.0241530832252968,2011,4,2011-4,930853.99451,224.82994,Corporate,b. ripley,B. Ripley
Tarjetas de crédito,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Tarjetas de crédito,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Descuentos,B. Continental,0.359381106027626,2011,4,2011-4,27163714.08031,97621.2561,Corporate,b. continental,B. BBVA Perú
Descuentos,B. de Comercio,0,2011,4,2011-4,1132083.39611,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Descuentos,B. de Crédito del Perú (con sucursales en el exterior),0.244117081988404,2011,4,2011-4,40217093.76514,98176.79576,Corporate,b. de credito del peru,Banco de Crédito del Perú
Descuentos,B. Financiero,0.254950208279965,2011,4,2011-4,2713099.79963,6917.05359,Corporate,b. financiero,B. Pichincha
Descuentos,B. Interamericano de Finanzas,1.87140435115903,2011,4,2011-4,3304827.83166,61846.69184,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Descuentos,Scotiabank Perú (con sucursales en el exterior),0.172529549082831,2011,4,2011-4,18154261.35784,31321.46526,Corporate,scotiabank peru,Scotiabank Perú
Descuentos,Citibank,0,2011,4,2011-4,2353153.97981,0,Corporate,citibank,Citibank
Descuentos,Interbank (con sucursales en el exterior),0.24322955309144,2011,4,2011-4,12934651.9451,31460.89612,Corporate,interbank,Interbank
Descuentos,Mibanco,0,2011,4,2011-4,3782239.77529,0,Corporate,mibanco,Mibanco
Descuentos,HSBC Bank Perú,0.610733920295096,2011,4,2011-4,1886938.40919,11524.17292,Corporate,hsbc bank peru,B. GNB
Descuentos,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Descuentos,B. Santander Perú,26.7880546407472,2011,4,2011-4,873726.15014,234054.23851,Corporate,b. santander peru,B. Santander Perú
Descuentos,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Descuentos,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Descuentos,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Préstamos,B. Continental,10.8057451724823,2011,4,2011-4,27163714.08031,2935241.7229,Corporate,b. continental,B. BBVA Perú
Préstamos,B. de Comercio,0.0719953064235919,2011,4,2011-4,1132083.39611,815.04691,Corporate,b. de comercio,Bancom (Banco de Comercio)
Préstamos,B. de Crédito del Perú (con sucursales en el exterior),11.0256929215347,2011,4,2011-4,40217093.76514,4434213.26051,Corporate,b. de credito del peru,Banco de Crédito del Perú
Préstamos,B. Financiero,0.94091105581451,2011,4,2011-4,2713099.79963,25527.85597,Corporate,b. financiero,B. Pichincha
Préstamos,B. Interamericano de Finanzas,4.88925564660469,2011,4,2011-4,3304827.83166,161581.48137,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Préstamos,Scotiabank Perú (con sucursales en el exterior),10.6266526772067,2011,4,2011-4,18154261.35784,1929190.30061,Corporate,scotiabank peru,Scotiabank Perú
Préstamos,Citibank,11.3237208417409,2011,4,2011-4,2353153.97981,266464.58765,Corporate,citibank,Citibank
Préstamos,Interbank (con sucursales en el exterior),5.67013339665345,2011,4,2011-4,12934651.9451,733412.01968,Corporate,interbank,Interbank
Préstamos,Mibanco,0.233891541667839,2011,4,2011-4,3782239.77529,8846.33892,Corporate,mibanco,Mibanco
Préstamos,HSBC Bank Perú,2.90309442974957,2011,4,2011-4,1886938.40919,54779.60385,Corporate,hsbc bank peru,B. GNB
Préstamos,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Préstamos,B. Santander Perú,0.168454457928742,2011,4,2011-4,873726.15014,1471.83065,Corporate,b. santander peru,B. Santander Perú
Préstamos,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Préstamos,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Préstamos,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Factoring,B. Continental,0.0306534890824656,2011,4,2011-4,27163714.08031,8326.62613,Corporate,b. continental,B. BBVA Perú
Factoring,B. de Comercio,0,2011,4,2011-4,1132083.39611,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Factoring,B. de Crédito del Perú (con sucursales en el exterior),0.994244588893178,2011,4,2011-4,40217093.76514,399856.27857,Corporate,b. de credito del peru,Banco de Crédito del Perú
Factoring,B. Financiero,0,2011,4,2011-4,2713099.79963,0,Corporate,b. financiero,B. Pichincha
Factoring,B. Interamericano de Finanzas,1.2638345689258,2011,4,2011-4,3304827.83166,41767.55658,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Factoring,Scotiabank Perú (con sucursales en el exterior),0.718978898106653,2011,4,2011-4,18154261.35784,130525.30827,Corporate,scotiabank peru,Scotiabank Perú
Factoring,Citibank,0,2011,4,2011-4,2353153.97981,0,Corporate,citibank,Citibank
Factoring,Interbank (con sucursales en el exterior),0.825608568079444,2011,4,2011-4,12934651.9451,106789.59471,Corporate,interbank,Interbank
Factoring,Mibanco,0.428992170882554,2011,4,2011-4,3782239.77529,16225.51252,Corporate,mibanco,Mibanco
Factoring,HSBC Bank Perú,0,2011,4,2011-4,1886938.40919,0,Corporate,hsbc bank peru,B. GNB
Factoring,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Factoring,B. Santander Perú,1.26640228614275,2011,4,2011-4,873726.15014,11064.88794,Corporate,b. santander peru,B. Santander Perú
Factoring,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Factoring,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Factoring,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Arrendamiento financiero y Lease-back,B. Continental,2.97464982241036,2011,4,2011-4,27163714.08031,808025.37265,Corporate,b. continental,B. BBVA Perú
Arrendamiento financiero y Lease-back,B. de Comercio,0.103183412460057,2011,4,2011-4,1132083.39611,1168.12228,Corporate,b. de comercio,Bancom (Banco de Comercio)
Arrendamiento financiero y Lease-back,B. de Crédito del Perú (con sucursales en el exterior),7.23859697364153,2011,4,2011-4,40217093.76514,2911153.33217,Corporate,b. de credito del peru,Banco de Crédito del Perú
Arrendamiento financiero y Lease-back,B. Financiero,0.222483280593776,2011,4,2011-4,2713099.79963,6036.19344,Corporate,b. financiero,B. Pichincha
Arrendamiento financiero y Lease-back,B. Interamericano de Finanzas,2.86065632509858,2011,4,2011-4,3304827.83166,94539.7664,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Arrendamiento financiero y Lease-back,Scotiabank Perú (con sucursales en el exterior),5.25628713992215,2011,4,2011-4,18154261.35784,954240.1051,Corporate,scotiabank peru,Scotiabank Perú
Arrendamiento financiero y Lease-back,Citibank,2.14545702292191,2011,4,2011-4,2353153.97981,50485.90732,Corporate,citibank,Citibank
Arrendamiento financiero y Lease-back,Interbank (con sucursales en el exterior),3.55479553962165,2011,4,2011-4,12934651.9451,459800.43041,Corporate,interbank,Interbank
Arrendamiento financiero y Lease-back,Mibanco,0,2011,4,2011-4,3782239.77529,0,Corporate,mibanco,Mibanco
Arrendamiento financiero y Lease-back,HSBC Bank Perú,1.31171637078631,2011,4,2011-4,1886938.40919,24751.28002,Corporate,hsbc bank peru,B. GNB
Arrendamiento financiero y Lease-back,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Arrendamiento financiero y Lease-back,B. Santander Perú,26.9397988846144,2011,4,2011-4,873726.15014,235380.06765,Corporate,b. santander peru,B. Santander Perú
Arrendamiento financiero y Lease-back,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Arrendamiento financiero y Lease-back,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Arrendamiento financiero y Lease-back,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Comercio exterior,B. Continental,1.98196683840171,2011,4,2011-4,27163714.08031,538375.80515,Corporate,b. continental,B. BBVA Perú
Comercio exterior,B. de Comercio,0.22274163976476,2011,4,2011-4,1132083.39611,2521.62112,Corporate,b. de comercio,Bancom (Banco de Comercio)
Comercio exterior,B. de Crédito del Perú (con sucursales en el exterior),2.52586657129491,2011,4,2011-4,40217093.76514,1015830.12736,Corporate,b. de credito del peru,Banco de Crédito del Perú
Comercio exterior,B. Financiero,4.01057326217189,2011,4,2011-4,2713099.79963,108810.85514,Corporate,b. financiero,B. Pichincha
Comercio exterior,B. Interamericano de Finanzas,3.90800643478989,2011,4,2011-4,3304827.83166,129152.88432,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Comercio exterior,Scotiabank Perú (con sucursales en el exterior),5.52078762933073,2011,4,2011-4,18154261.35784,1002258.21524,Corporate,scotiabank peru,Scotiabank Perú
Comercio exterior,Citibank,1.7417606170978,2011,4,2011-4,2353153.97981,40986.30928,Corporate,citibank,Citibank
Comercio exterior,Interbank (con sucursales en el exterior),4.65457342319964,2011,4,2011-4,12934651.9451,602052.87182,Corporate,interbank,Interbank
Comercio exterior,Mibanco,0,2011,4,2011-4,3782239.77529,0,Corporate,mibanco,Mibanco
Comercio exterior,HSBC Bank Perú,0,2011,4,2011-4,1886938.40919,0,Corporate,hsbc bank peru,B. GNB
Comercio exterior,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Comercio exterior,B. Santander Perú,1.94367766116178,2011,4,2011-4,873726.15014,16982.42,Corporate,b. santander peru,B. Santander Perú
Comercio exterior,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Comercio exterior,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Comercio exterior,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Otros 1/,B. Continental,1.1224987156341,2011,4,2011-4,27163714.08031,304912.34167,Corporate,b. continental,B. BBVA Perú
Otros 1/,B. de Comercio,7.67169629891481e-06,2011,4,2011-4,1132083.39611,0.08685,Corporate,b. de comercio,Bancom (Banco de Comercio)
Otros 1/,B. de Crédito del Perú (con sucursales en el exterior),5.28030899532754,2011,4,2011-4,40217093.76514,2123586.81974,Corporate,b. de credito del peru,Banco de Crédito del Perú
Otros 1/,B. Financiero,0.471051870695759,2011,4,2011-4,2713099.79963,12780.10736,Corporate,b. financiero,B. Pichincha
Otros 1/,B. Interamericano de Finanzas,0.0260544338119876,2011,4,2011-4,3304827.83166,861.05418,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Otros 1/,Scotiabank Perú (con sucursales en el exterior),3.69145612129568,2011,4,2011-4,18154261.35784,670156.59217,Corporate,scotiabank peru,Scotiabank Perú
Otros 1/,Citibank,22.2870457407273,2011,4,2011-4,2353153.97981,524448.50383,Corporate,citibank,Citibank
Otros 1/,Interbank (con sucursales en el exterior),0.716158240694615,2011,4,2011-4,12934651.9451,92632.57581,Corporate,interbank,Interbank
Otros 1/,Mibanco,0,2011,4,2011-4,3782239.77529,0,Corporate,mibanco,Mibanco
Otros 1/,HSBC Bank Perú,1.33470175164917e-05,2011,4,2011-4,1886938.40919,0.25185,Corporate,hsbc bank peru,B. GNB
Otros 1/,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Corporate,b. falabella peru,B. Falabella Perú
Otros 1/,B. Santander Perú,0.0309734726328881,2011,4,2011-4,873726.15014,270.62333,Corporate,b. santander peru,B. Santander Perú
Otros 1/,B. Ripley,0,2011,4,2011-4,930853.99451,0,Corporate,b. ripley,B. Ripley
Otros 1/,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Corporate,b. azteca peru,Alfin Banco
Otros 1/,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Corporate,deutsche bank peru,Deutsche Bank Perú
Tarjetas de crédito,B. Continental,0.0124570695303143,2011,4,2011-4,27163714.08031,3383.80275,Large,b. continental,B. BBVA Perú
Tarjetas de crédito,B. de Comercio,0.0067324033072025,2011,4,2011-4,1132083.39611,76.21642,Large,b. de comercio,Bancom (Banco de Comercio)
Tarjetas de crédito,B. de Crédito del Perú (con sucursales en el exterior),0.0253315624681726,2011,4,2011-4,40217093.76514,10187.61823,Large,b. de credito del peru,Banco de Crédito del Perú
Tarjetas de crédito,B. Financiero,0.00229298015533686,2011,4,2011-4,2713099.79963,62.21084,Large,b. financiero,B. Pichincha
Tarjetas de crédito,B. Interamericano de Finanzas,0.0130263227595661,2011,4,2011-4,3304827.83166,430.49754,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Tarjetas de crédito,Scotiabank Perú (con sucursales en el exterior),0.00363099201342791,2011,4,2011-4,18154261.35784,659.17978,Large,scotiabank peru,Scotiabank Perú
Tarjetas de crédito,Citibank,0,2011,4,2011-4,2353153.97981,0,Large,citibank,Citibank
Tarjetas de crédito,Interbank (con sucursales en el exterior),0.00355269149839074,2011,4,2011-4,12934651.9451,459.52828,Large,interbank,Interbank
Tarjetas de crédito,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Tarjetas de crédito,HSBC Bank Perú,0,2011,4,2011-4,1886938.40919,0,Large,hsbc bank peru,B. GNB
Tarjetas de crédito,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Tarjetas de crédito,B. Santander Perú,0,2011,4,2011-4,873726.15014,0,Large,b. santander peru,B. Santander Perú
Tarjetas de crédito,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Tarjetas de crédito,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Tarjetas de crédito,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Descuentos,B. Continental,1.31716805640857,2011,4,2011-4,27163714.08031,357791.7648,Large,b. continental,B. BBVA Perú
Descuentos,B. de Comercio,1.56624682694994,2011,4,2011-4,1132083.39611,17731.22027,Large,b. de comercio,Bancom (Banco de Comercio)
Descuentos,B. de Crédito del Perú (con sucursales en el exterior),1.55070624705502,2011,4,2011-4,40217093.76514,623648.9854,Large,b. de credito del peru,Banco de Crédito del Perú
Descuentos,B. Financiero,1.17838794482827,2011,4,2011-4,2713099.79963,31970.84097,Large,b. financiero,B. Pichincha
Descuentos,B. Interamericano de Finanzas,1.83501490180621,2011,4,2011-4,3304827.83166,60644.08319,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Descuentos,Scotiabank Perú (con sucursales en el exterior),0.783665964622464,2011,4,2011-4,18154261.35784,142268.76739,Large,scotiabank peru,Scotiabank Perú
Descuentos,Citibank,0.170320135630207,2011,4,2011-4,2353153.97981,4007.89505,Large,citibank,Citibank
Descuentos,Interbank (con sucursales en el exterior),0.983198283956738,2011,4,2011-4,12934651.9451,127173.27596,Large,interbank,Interbank
Descuentos,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Descuentos,HSBC Bank Perú,3.60084854275487,2011,4,2011-4,1886938.40919,67945.79421,Large,hsbc bank peru,B. GNB
Descuentos,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Descuentos,B. Santander Perú,4.74749463471518,2011,4,2011-4,873726.15014,41480.1021,Large,b. santander peru,B. Santander Perú
Descuentos,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Descuentos,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Descuentos,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Préstamos,B. Continental,11.7608855154153,2011,4,2011-4,27163714.08031,3194693.31472,Large,b. continental,B. BBVA Perú
Préstamos,B. de Comercio,2.07001513762357,2011,4,2011-4,1132083.39611,23434.29767,Large,b. de comercio,Bancom (Banco de Comercio)
Préstamos,B. de Crédito del Perú (con sucursales en el exterior),9.44345191892505,2011,4,2011-4,40217093.76514,3797881.9129,Large,b. de credito del peru,Banco de Crédito del Perú
Préstamos,B. Financiero,4.40418160866384,2011,4,2011-4,2713099.79963,119489.8424,Large,b. financiero,B. Pichincha
Préstamos,B. Interamericano de Finanzas,8.08433057451589,2011,4,2011-4,3304827.83166,267173.20683,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Préstamos,Scotiabank Perú (con sucursales en el exterior),6.19408757324287,2011,4,2011-4,18154261.35784,1124490.84678,Large,scotiabank peru,Scotiabank Perú
Préstamos,Citibank,10.7438084965614,2011,4,2011-4,2353153.97981,252818.35722,Large,citibank,Citibank
Préstamos,Interbank (con sucursales en el exterior),6.89153449225733,2011,4,2011-4,12934651.9451,891396.00025,Large,interbank,Interbank
Préstamos,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Préstamos,HSBC Bank Perú,10.7243173372504,2011,4,2011-4,1886938.40919,202361.26296,Large,hsbc bank peru,B. GNB
Préstamos,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Préstamos,B. Santander Perú,3.48814965365482,2011,4,2011-4,873726.15014,30476.87568,Large,b. santander peru,B. Santander Perú
Préstamos,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Préstamos,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Préstamos,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Factoring,B. Continental,0.00430288147101076,2011,4,2011-4,27163714.08031,1168.82242,Large,b. continental,B. BBVA Perú
Factoring,B. de Comercio,0,2011,4,2011-4,1132083.39611,0,Large,b. de comercio,Bancom (Banco de Comercio)
Factoring,B. de Crédito del Perú (con sucursales en el exterior),0.411938324478338,2011,4,2011-4,40217093.76514,165669.62221,Large,b. de credito del peru,Banco de Crédito del Perú
Factoring,B. Financiero,0,2011,4,2011-4,2713099.79963,0,Large,b. financiero,B. Pichincha
Factoring,B. Interamericano de Finanzas,0.2479499201592,2011,4,2011-4,3304827.83166,8194.31797,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Factoring,Scotiabank Perú (con sucursales en el exterior),0.130578714290475,2011,4,2011-4,18154261.35784,23705.60107,Large,scotiabank peru,Scotiabank Perú
Factoring,Citibank,0,2011,4,2011-4,2353153.97981,0,Large,citibank,Citibank
Factoring,Interbank (con sucursales en el exterior),0.324534639649907,2011,4,2011-4,12934651.9451,41977.42608,Large,interbank,Interbank
Factoring,Mibanco,0.145043103449976,2011,4,2011-4,3782239.77529,5485.87795,Large,mibanco,Mibanco
Factoring,HSBC Bank Perú,0,2011,4,2011-4,1886938.40919,0,Large,hsbc bank peru,B. GNB
Factoring,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Factoring,B. Santander Perú,0.245679374441986,2011,4,2011-4,873726.15014,2146.56494,Large,b. santander peru,B. Santander Perú
Factoring,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Factoring,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Factoring,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Arrendamiento financiero y Lease-back,B. Continental,5.12181315285779,2011,4,2011-4,27163714.08031,1391274.68057,Large,b. continental,B. BBVA Perú
Arrendamiento financiero y Lease-back,B. de Comercio,1.26027880622796,2011,4,2011-4,1132083.39611,14267.40711,Large,b. de comercio,Bancom (Banco de Comercio)
Arrendamiento financiero y Lease-back,B. de Crédito del Perú (con sucursales en el exterior),6.18387785152616,2011,4,2011-4,40217093.76514,2486975.95387,Large,b. de credito del peru,Banco de Crédito del Perú
Arrendamiento financiero y Lease-back,B. Financiero,0.955220285060443,2011,4,2011-4,2713099.79963,25916.07964,Large,b. financiero,B. Pichincha
Arrendamiento financiero y Lease-back,B. Interamericano de Finanzas,10.4284567080424,2011,4,2011-4,3304827.83166,344642.5397,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Arrendamiento financiero y Lease-back,Scotiabank Perú (con sucursales en el exterior),5.8016320148721,2011,4,2011-4,18154261.35784,1053243.439,Large,scotiabank peru,Scotiabank Perú
Arrendamiento financiero y Lease-back,Citibank,4.13893561261401,2011,4,2011-4,2353153.97981,97395.52809,Large,citibank,Citibank
Arrendamiento financiero y Lease-back,Interbank (con sucursales en el exterior),5.13799190748045,2011,4,2011-4,12934651.9451,664581.3702,Large,interbank,Interbank
Arrendamiento financiero y Lease-back,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Arrendamiento financiero y Lease-back,HSBC Bank Perú,7.65175380801005,2011,4,2011-4,1886938.40919,144383.88158,Large,hsbc bank peru,B. GNB
Arrendamiento financiero y Lease-back,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Arrendamiento financiero y Lease-back,B. Santander Perú,13.6224458053509,2011,4,2011-4,873726.15014,119022.87129,Large,b. santander peru,B. Santander Perú
Arrendamiento financiero y Lease-back,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Arrendamiento financiero y Lease-back,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Arrendamiento financiero y Lease-back,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Comercio exterior,B. Continental,4.96463307599581,2011,4,2011-4,27163714.08031,1348578.7339,Large,b. continental,B. BBVA Perú
Comercio exterior,B. de Comercio,1.00064805993315,2011,4,2011-4,1132083.39611,11328.17054,Large,b. de comercio,Bancom (Banco de Comercio)
Comercio exterior,B. de Crédito del Perú (con sucursales en el exterior),2.57040298952691,2011,4,2011-4,40217093.76514,1033741.38044,Large,b. de credito del peru,Banco de Crédito del Perú
Comercio exterior,B. Financiero,8.80955225947071,2011,4,2011-4,2713099.79963,239011.9447,Large,b. financiero,B. Pichincha
Comercio exterior,B. Interamericano de Finanzas,8.34404183867845,2011,4,2011-4,3304827.83166,275756.21697,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Comercio exterior,Scotiabank Perú (con sucursales en el exterior),3.67759057413634,2011,4,2011-4,18154261.35784,667639.4045,Large,scotiabank peru,Scotiabank Perú
Comercio exterior,Citibank,4.31918682848823,2011,4,2011-4,2353153.97981,101637.11675,Large,citibank,Citibank
Comercio exterior,Interbank (con sucursales en el exterior),2.73851449434778,2011,4,2011-4,12934651.9451,354217.31831,Large,interbank,Interbank
Comercio exterior,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Comercio exterior,HSBC Bank Perú,0.378158001620365,2011,4,2011-4,1886938.40919,7135.60858,Large,hsbc bank peru,B. GNB
Comercio exterior,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Comercio exterior,B. Santander Perú,4.69090936255401,2011,4,2011-4,873726.15014,40985.70178,Large,b. santander peru,B. Santander Perú
Comercio exterior,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
Comercio exterior,B. Azteca Perú,0,2011,4,2011-4,273266.10327,0,Large,b. azteca peru,Alfin Banco
Comercio exterior,Deutsche Bank Perú,0,2011,4,2011-4,0,0,Large,deutsche bank peru,Deutsche Bank Perú
Otros 1/,B. Continental,0.584138113664717,2011,4,2011-4,27163714.08031,158673.60703,Large,b. continental,B. BBVA Perú
Otros 1/,B. de Comercio,0.471912108097105,2011,4,2011-4,1132083.39611,5342.43862,Large,b. de comercio,Bancom (Banco de Comercio)
Otros 1/,B. de Crédito del Perú (con sucursales en el exterior),1.64641158890486,2011,4,2011-4,40217093.76514,662138.89247,Large,b. de credito del peru,Banco de Crédito del Perú
Otros 1/,B. Financiero,0.0593579347954552,2011,4,2011-4,2713099.79963,1610.44001,Large,b. financiero,B. Pichincha
Otros 1/,B. Interamericano de Finanzas,0.367904011928294,2011,4,2011-4,3304827.83166,12158.59418,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Otros 1/,Scotiabank Perú (con sucursales en el exterior),0.0775251566702934,2011,4,2011-4,18154261.35784,14074.11956,Large,scotiabank peru,Scotiabank Perú
Otros 1/,Citibank,1.1374927135946,2011,4,2011-4,2353153.97981,26766.95506,Large,citibank,Citibank
Otros 1/,Interbank (con sucursales en el exterior),0.0232857551388617,2011,4,2011-4,12934651.9451,3011.93138,Large,interbank,Interbank
Otros 1/,Mibanco,0,2011,4,2011-4,3782239.77529,0,Large,mibanco,Mibanco
Otros 1/,HSBC Bank Perú,0.0648452230364661,2011,4,2011-4,1886938.40919,1223.58942,Large,hsbc bank peru,B. GNB
Otros 1/,B. Falabella Perú,0,2011,4,2011-4,1475339.27505,0,Large,b. falabella peru,B. Falabella Perú
Otros 1/,B. Santander Perú,0.000195401041816871,2011,4,2011-4,873726.15014,1.70727,Large,b. santander peru,B. Santander Perú
Otros 1/,B. Ripley,0,2011,4,2011-4,930853.99451,0,Large,b. ripley,B. Ripley
