Concepto,institucion,share,año,mes,my,total,amount,size,inst_clean,institucion_std
Otros 1/,B. BBVA Perú,0.00119917125974982,2020,8,2020-8,69402554.74215,832.25549,Micro,b. bbva peru,B. BBVA Perú
Otros 1/,B. de Comercio,7.58343048631461e-06,2020,8,2020-8,1743669.96887,0.13223,Micro,b. de comercio,Bancom (Banco de Comercio)
Otros 1/,B. de Crédito del Perú (con sucursales en el exterior),0.00735178429094357,2020,8,2020-8,112790944.10067,8292.14691,Micro,b. de credito del peru,Banco de Crédito del Perú
Otros 1/,B. Pichincha,0.00409985959517249,2020,8,2020-8,8410369.7211,344.81335,Micro,b. pichincha,B. Pichincha
Otros 1/,B. Interamericano de Finanzas,0.0101014678995555,2020,8,2020-8,12079664.48177,1220.22343,Micro,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Otros 1/,Scotiabank Perú,0.000880075728289691,2020,8,2020-8,52960110.70613,466.08908,Micro,scotiabank peru,Scotiabank Perú
Otros 1/,Citibank,0,2020,8,2020-8,1842486.95307,0,Micro,citibank,Citibank
Otros 1/,Interbank (con sucursales en el exterior),0.000154116162206154,2020,8,2020-8,41909212.55462,64.58887,Micro,interbank,Interbank
Otros 1/,Mibanco,0,2020,8,2020-8,12032463.87576,0,Micro,mibanco,Mibanco
Otros 1/,B. GNB,0,2020,8,2020-8,3595265.34298,0,Micro,b. gnb,B. GNB
Otros 1/,B. Falabella Perú,0,2020,8,2020-8,2652306.97909,0,Micro,b. falabella peru,B. Falabella Perú
Otros 1/,B. Santander Perú,0,2020,8,2020-8,4769783.1493,0,Micro,b. santander peru,B. Santander Perú
Otros 1/,B. Ripley,0,2020,8,2020-8,1657173.34098,0,Micro,b. ripley,B. Ripley
Otros 1/,B. Azteca Perú,0,2020,8,2020-8,400090.03484,0,Micro,b. azteca peru,Alfin Banco
Otros 1/,B. ICBC,0,2020,8,2020-8,771759.39012,0,Micro,b. icbc,B. ICBC
Otros 1/,Bank of China,,2020,8,2020-8,0,,Micro,bank of china,Bank of China
Tarjetas de crédito,B. BBVA Perú,0.00179860774131834,2021,8,2021-8,74084840.70147,1332.49568,Corporate,b. bbva peru,B. BBVA Perú
Tarjetas de crédito,B. de Comercio,0,2021,8,2021-8,1725655.39406,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Tarjetas de crédito,B. de Crédito del Perú (con sucursales en el exterior),0.00247486048108304,2021,8,2021-8,121325663.12126,3002.64089,Corporate,b. de credito del peru,Banco de Crédito del Perú
Tarjetas de crédito,B. Pichincha,0.00114336136139803,2021,8,2021-8,8835856.57263,101.02577,Corporate,b. pichincha,B. Pichincha
Tarjetas de crédito,B. Interamericano de Finanzas,0.000797341236630076,2021,8,2021-8,12937709.13392,103.15769,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Tarjetas de crédito,Scotiabank Perú,0.00085848407905816,2021,8,2021-8,57033087.96794,489.61998,Corporate,scotiabank peru,Scotiabank Perú
Tarjetas de crédito,Citibank,0.0248331191285891,2021,8,2021-8,1685713.81562,418.61532,Corporate,citibank,Citibank
Tarjetas de crédito,Interbank (con sucursales en el exterior),0.00311940913571035,2021,8,2021-8,42201443.0531,1316.43567,Corporate,interbank,Interbank
Tarjetas de crédito,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Tarjetas de crédito,B. GNB,0,2021,8,2021-8,3200666.89426,0,Corporate,b. gnb,B. GNB
Tarjetas de crédito,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Tarjetas de crédito,B. Santander Perú,0,2021,8,2021-8,5322530.79091,0,Corporate,b. santander peru,B. Santander Perú
Tarjetas de crédito,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Tarjetas de crédito,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Tarjetas de crédito,B. ICBC,0,2021,8,2021-8,975342.80945,0,Corporate,b. icbc,B. ICBC
Tarjetas de crédito,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Descuentos,B. BBVA Perú,0.147590451399635,2021,8,2021-8,74084840.70147,109342.15081,Corporate,b. bbva peru,B. BBVA Perú
Descuentos,B. de Comercio,0,2021,8,2021-8,1725655.39406,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Descuentos,B. de Crédito del Perú (con sucursales en el exterior),0.42977184674347,2021,8,2021-8,121325663.12126,521423.54297,Corporate,b. de credito del peru,Banco de Crédito del Perú
Descuentos,B. Pichincha,0.275229252649146,2021,8,2021-8,8835856.57263,24318.86201,Corporate,b. pichincha,B. Pichincha
Descuentos,B. Interamericano de Finanzas,0.269294124789492,2021,8,2021-8,12937709.13392,34840.49058,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Descuentos,Scotiabank Perú,0.175668160360384,2021,8,2021-8,57033087.96794,100188.97643,Corporate,scotiabank peru,Scotiabank Perú
Descuentos,Citibank,0,2021,8,2021-8,1685713.81562,0,Corporate,citibank,Citibank
Descuentos,Interbank (con sucursales en el exterior),0.1910192578926,2021,8,2021-8,42201443.0531,80612.88334,Corporate,interbank,Interbank
Descuentos,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Descuentos,B. GNB,0,2021,8,2021-8,3200666.89426,0,Corporate,b. gnb,B. GNB
Descuentos,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Descuentos,B. Santander Perú,8.75158562399525,2021,8,2021-8,5322530.79091,465805.83953,Corporate,b. santander peru,B. Santander Perú
Descuentos,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Descuentos,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Descuentos,B. ICBC,0,2021,8,2021-8,975342.80945,0,Corporate,b. icbc,B. ICBC
Descuentos,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Préstamos,B. BBVA Perú,11.6561361113633,2021,8,2021-8,74084840.70147,8635429.87005,Corporate,b. bbva peru,B. BBVA Perú
Préstamos,B. de Comercio,0.789249135538961,2021,8,2021-8,1725655.39406,13619.72028,Corporate,b. de comercio,Bancom (Banco de Comercio)
Préstamos,B. de Crédito del Perú (con sucursales en el exterior),17.2224759327514,2021,8,2021-8,121325663.12126,20895283.13131,Corporate,b. de credito del peru,Banco de Crédito del Perú
Préstamos,B. Pichincha,1.35462942858038,2021,8,2021-8,8835856.57263,119693.1134,Corporate,b. pichincha,B. Pichincha
Préstamos,B. Interamericano de Finanzas,12.3509200960514,2021,8,2021-8,12937709.13392,1597926.11739,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Préstamos,Scotiabank Perú,21.9539632190325,2021,8,2021-8,57033087.96794,12521023.15516,Corporate,scotiabank peru,Scotiabank Perú
Préstamos,Citibank,6.06433186064867,2021,8,2021-8,1685713.81562,102227.28,Corporate,citibank,Citibank
Préstamos,Interbank (con sucursales en el exterior),10.7807266161146,2021,8,2021-8,42201443.0531,4549622.20361,Corporate,interbank,Interbank
Préstamos,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Préstamos,B. GNB,7.82953171320062,2021,8,2021-8,3200666.89426,250597.22952,Corporate,b. gnb,B. GNB
Préstamos,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Préstamos,B. Santander Perú,21.3698588855986,2021,8,2021-8,5322530.79091,1137417.31916,Corporate,b. santander peru,B. Santander Perú
Préstamos,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Préstamos,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Préstamos,B. ICBC,69.144160642379,2021,8,2021-8,975342.80945,674392.59898,Corporate,b. icbc,B. ICBC
Préstamos,Bank of China,100,2021,8,2021-8,22000,22000,Corporate,bank of china,Bank of China
Factoring,B. BBVA Perú,1.44570689372995,2021,8,2021-8,74084840.70147,1071049.64923,Corporate,b. bbva peru,B. BBVA Perú
Factoring,B. de Comercio,0,2021,8,2021-8,1725655.39406,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Factoring,B. de Crédito del Perú (con sucursales en el exterior),1.69688095569885,2021,8,2021-8,121325663.12126,2058752.07188,Corporate,b. de credito del peru,Banco de Crédito del Perú
Factoring,B. Pichincha,0.138893767108163,2021,8,2021-8,8835856.57263,12272.45405,Corporate,b. pichincha,B. Pichincha
Factoring,B. Interamericano de Finanzas,1.04045526488981,2021,8,2021-8,12937709.13392,134611.07584,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Factoring,Scotiabank Perú,2.0948373316935,2021,8,2021-8,57033087.96794,1194750.41817,Corporate,scotiabank peru,Scotiabank Perú
Factoring,Citibank,17.6225910221149,2021,8,2021-8,1685713.81562,297066.45153,Corporate,citibank,Citibank
Factoring,Interbank (con sucursales en el exterior),1.0957382509128,2021,8,2021-8,42201443.0531,462417.35397,Corporate,interbank,Interbank
Factoring,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Factoring,B. GNB,0,2021,8,2021-8,3200666.89426,0,Corporate,b. gnb,B. GNB
Factoring,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Factoring,B. Santander Perú,0,2021,8,2021-8,5322530.79091,0,Corporate,b. santander peru,B. Santander Perú
Factoring,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Factoring,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Factoring,B. ICBC,0,2021,8,2021-8,975342.80945,0,Corporate,b. icbc,B. ICBC
Factoring,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Arrendamiento financiero y Lease-back,B. BBVA Perú,1.37433787718166,2021,8,2021-8,74084840.70147,1018176.02701,Corporate,b. bbva peru,B. BBVA Perú
Arrendamiento financiero y Lease-back,B. de Comercio,0,2021,8,2021-8,1725655.39406,0,Corporate,b. de comercio,Bancom (Banco de Comercio)
Arrendamiento financiero y Lease-back,B. de Crédito del Perú (con sucursales en el exterior),2.46381592479934,2021,8,2021-8,121325663.12126,2989241.00885,Corporate,b. de credito del peru,Banco de Crédito del Perú
Arrendamiento financiero y Lease-back,B. Pichincha,0.265676510217647,2021,8,2021-8,8835856.57263,23474.79539,Corporate,b. pichincha,B. Pichincha
Arrendamiento financiero y Lease-back,B. Interamericano de Finanzas,1.96479919635494,2021,8,2021-8,12937709.13392,254200.00509,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Arrendamiento financiero y Lease-back,Scotiabank Perú,3.09953538958597,2021,8,2021-8,57033087.96794,1767760.74534,Corporate,scotiabank peru,Scotiabank Perú
Arrendamiento financiero y Lease-back,Citibank,0,2021,8,2021-8,1685713.81562,0,Corporate,citibank,Citibank
Arrendamiento financiero y Lease-back,Interbank (con sucursales en el exterior),0.778924038299807,2021,8,2021-8,42201443.0531,328717.18445,Corporate,interbank,Interbank
Arrendamiento financiero y Lease-back,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Arrendamiento financiero y Lease-back,B. GNB,0.0809373647925001,2021,8,2021-8,3200666.89426,2590.53544,Corporate,b. gnb,B. GNB
Arrendamiento financiero y Lease-back,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Arrendamiento financiero y Lease-back,B. Santander Perú,5.41121143426505,2021,8,2021-8,5322530.79091,288013.39475,Corporate,b. santander peru,B. Santander Perú
Arrendamiento financiero y Lease-back,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Arrendamiento financiero y Lease-back,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Arrendamiento financiero y Lease-back,B. ICBC,11.438126102853,2021,8,2021-8,975342.80945,111560.94048,Corporate,b. icbc,B. ICBC
Arrendamiento financiero y Lease-back,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Comercio exterior,B. BBVA Perú,2.88261165663494,2021,8,2021-8,74084840.70147,2135578.25386,Corporate,b. bbva peru,B. BBVA Perú
Comercio exterior,B. de Comercio,0.591659263787229,2021,8,2021-8,1725655.39406,10210,Corporate,b. de comercio,Bancom (Banco de Comercio)
Comercio exterior,B. de Crédito del Perú (con sucursales en el exterior),1.86348791376507,2021,8,2021-8,121325663.12126,2260889.06856,Corporate,b. de credito del peru,Banco de Crédito del Perú
Comercio exterior,B. Pichincha,4.45143933592538,2021,8,2021-8,8835856.57263,393322.79514,Corporate,b. pichincha,B. Pichincha
Comercio exterior,B. Interamericano de Finanzas,6.89750175060257,2021,8,2021-8,12937709.13392,892378.714,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Comercio exterior,Scotiabank Perú,5.45328407605831,2021,8,2021-8,57033087.96794,3110176.30424,Corporate,scotiabank peru,Scotiabank Perú
Comercio exterior,Citibank,4.11861131804657,2021,8,2021-8,1685713.81562,69428,Corporate,citibank,Citibank
Comercio exterior,Interbank (con sucursales en el exterior),3.563736308869,2021,8,2021-8,42201443.0531,1503948.14895,Corporate,interbank,Interbank
Comercio exterior,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Comercio exterior,B. GNB,2.37725020202678,2021,8,2021-8,3200666.89426,76087.86021,Corporate,b. gnb,B. GNB
Comercio exterior,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Comercio exterior,B. Santander Perú,7.37402242125679,2021,8,2021-8,5322530.79091,392484.6139,Corporate,b. santander peru,B. Santander Perú
Comercio exterior,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Comercio exterior,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Comercio exterior,B. ICBC,1.59931850103004,2021,8,2021-8,975342.80945,15598.838,Corporate,b. icbc,B. ICBC
Comercio exterior,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Otros 1/,B. BBVA Perú,4.13579882229429,2021,8,2021-8,74084840.70147,3063999.96923,Corporate,b. bbva peru,B. BBVA Perú
Otros 1/,B. de Comercio,4.27721550050297e-06,2021,8,2021-8,1725655.39406,0.07381,Corporate,b. de comercio,Bancom (Banco de Comercio)
Otros 1/,B. de Crédito del Perú (con sucursales en el exterior),2.1424356963391,2021,8,2021-8,121325663.12126,2599324.31553,Corporate,b. de credito del peru,Banco de Crédito del Perú
Otros 1/,B. Pichincha,1.64850634981102,2021,8,2021-8,8835856.57263,145659.65666,Corporate,b. pichincha,B. Pichincha
Otros 1/,B. Interamericano de Finanzas,0.168001104793847,2021,8,2021-8,12937709.13392,21735.49428,Corporate,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Otros 1/,Scotiabank Perú,0.559694432606276,2021,8,2021-8,57033087.96794,319211.0181,Corporate,scotiabank peru,Scotiabank Perú
Otros 1/,Citibank,9.63066915069981,2021,8,2021-8,1685713.81562,162345.52041,Corporate,citibank,Citibank
Otros 1/,Interbank (con sucursales en el exterior),1.26573397835684,2021,8,2021-8,42201443.0531,534158.00408,Corporate,interbank,Interbank
Otros 1/,Mibanco,0,2021,8,2021-8,13105624.77867,0,Corporate,mibanco,Mibanco
Otros 1/,B. GNB,0,2021,8,2021-8,3200666.89426,0,Corporate,b. gnb,B. GNB
Otros 1/,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Corporate,b. falabella peru,B. Falabella Perú
Otros 1/,B. Santander Perú,1.08737107484361,2021,8,2021-8,5322530.79091,57875.66027,Corporate,b. santander peru,B. Santander Perú
Otros 1/,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Corporate,b. ripley,B. Ripley
Otros 1/,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Corporate,b. azteca peru,Alfin Banco
Otros 1/,B. ICBC,6.10708960202301,2021,8,2021-8,975342.80945,59565.0593,Corporate,b. icbc,B. ICBC
Otros 1/,Bank of China,0,2021,8,2021-8,22000,0,Corporate,bank of china,Bank of China
Tarjetas de crédito,B. BBVA Perú,0.0063176462224709,2021,8,2021-8,74084840.70147,4680.41814,Large,b. bbva peru,B. BBVA Perú
Tarjetas de crédito,B. de Comercio,2.11873124413209e-05,2021,8,2021-8,1725655.39406,0.36562,Large,b. de comercio,Bancom (Banco de Comercio)
Tarjetas de crédito,B. de Crédito del Perú (con sucursales en el exterior),0.00841885002498713,2021,8,2021-8,121325663.12126,10214.22562,Large,b. de credito del peru,Banco de Crédito del Perú
Tarjetas de crédito,B. Pichincha,0.00714504286947797,2021,8,2021-8,8835856.57263,631.32574,Large,b. pichincha,B. Pichincha
Tarjetas de crédito,B. Interamericano de Finanzas,0.00391415122073134,2021,8,2021-8,12937709.13392,506.4015,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Tarjetas de crédito,Scotiabank Perú,0.00264091530664915,2021,8,2021-8,57033087.96794,1506.19555,Large,scotiabank peru,Scotiabank Perú
Tarjetas de crédito,Citibank,0.101181688385978,2021,8,2021-8,1685713.81562,1705.6337,Large,citibank,Citibank
Tarjetas de crédito,Interbank (con sucursales en el exterior),0.00177640354396585,2021,8,2021-8,42201443.0531,749.66793,Large,interbank,Interbank
Tarjetas de crédito,Mibanco,0,2021,8,2021-8,13105624.77867,0,Large,mibanco,Mibanco
Tarjetas de crédito,B. GNB,0,2021,8,2021-8,3200666.89426,0,Large,b. gnb,B. GNB
Tarjetas de crédito,B. Falabella Perú,0.000162236356669956,2021,8,2021-8,2463689.44794,3.997,Large,b. falabella peru,B. Falabella Perú
Tarjetas de crédito,B. Santander Perú,0,2021,8,2021-8,5322530.79091,0,Large,b. santander peru,B. Santander Perú
Tarjetas de crédito,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Large,b. ripley,B. Ripley
Tarjetas de crédito,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Large,b. azteca peru,Alfin Banco
Tarjetas de crédito,B. ICBC,0,2021,8,2021-8,975342.80945,0,Large,b. icbc,B. ICBC
Tarjetas de crédito,Bank of China,0,2021,8,2021-8,22000,0,Large,bank of china,Bank of China
Descuentos,B. BBVA Perú,0.648789088562436,2021,8,2021-8,74084840.70147,480654.36275,Large,b. bbva peru,B. BBVA Perú
Descuentos,B. de Comercio,0.382628045711102,2021,8,2021-8,1725655.39406,6602.84151,Large,b. de comercio,Bancom (Banco de Comercio)
Descuentos,B. de Crédito del Perú (con sucursales en el exterior),0.977894467268813,2021,8,2021-8,121325663.12126,1186436.94704,Large,b. de credito del peru,Banco de Crédito del Perú
Descuentos,B. Pichincha,1.35555934940158,2021,8,2021-8,8835856.57263,119775.27987,Large,b. pichincha,B. Pichincha
Descuentos,B. Interamericano de Finanzas,1.16433398363438,2021,8,2021-8,12937709.13392,150638.14415,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Descuentos,Scotiabank Perú,0.524683578168192,2021,8,2021-8,57033087.96794,299243.24669,Large,scotiabank peru,Scotiabank Perú
Descuentos,Citibank,0,2021,8,2021-8,1685713.81562,0,Large,citibank,Citibank
Descuentos,Interbank (con sucursales en el exterior),0.67093559202166,2021,8,2021-8,42201443.0531,283144.50179,Large,interbank,Interbank
Descuentos,Mibanco,0,2021,8,2021-8,13105624.77867,0,Large,mibanco,Mibanco
Descuentos,B. GNB,0.0363578266169135,2021,8,2021-8,3200666.89426,1163.69292,Large,b. gnb,B. GNB
Descuentos,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Large,b. falabella peru,B. Falabella Perú
Descuentos,B. Santander Perú,2.32507298015728,2021,8,2021-8,5322530.79091,123752.72528,Large,b. santander peru,B. Santander Perú
Descuentos,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Large,b. ripley,B. Ripley
Descuentos,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Large,b. azteca peru,Alfin Banco
Descuentos,B. ICBC,0,2021,8,2021-8,975342.80945,0,Large,b. icbc,B. ICBC
Descuentos,Bank of China,0,2021,8,2021-8,22000,0,Large,bank of china,Bank of China
Préstamos,B. BBVA Perú,11.9677945269093,2021,8,2021-8,74084840.70147,8866321.51074,Large,b. bbva peru,B. BBVA Perú
Préstamos,B. de Comercio,4.94403534064076,2021,8,2021-8,1725655.39406,85317.01254,Large,b. de comercio,Bancom (Banco de Comercio)
Préstamos,B. de Crédito del Perú (con sucursales en el exterior),13.991970080158,2021,8,2021-8,121325663.12126,16975850.48348,Large,b. de credito del peru,Banco de Crédito del Perú
Préstamos,B. Pichincha,9.58730914039559,2021,8,2021-8,8835856.57263,847120.88482,Large,b. pichincha,B. Pichincha
Préstamos,B. Interamericano de Finanzas,18.987851149701,2021,8,2021-8,12937709.13392,2456592.95253,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Préstamos,Scotiabank Perú,9.84245463409853,2021,8,2021-8,57033087.96794,5613455.80967,Large,scotiabank peru,Scotiabank Perú
Préstamos,Citibank,24.810592481036,2021,8,2021-8,1685713.81562,418235.58519,Large,citibank,Citibank
Préstamos,Interbank (con sucursales en el exterior),12.7729411326944,2021,8,2021-8,42201443.0531,5390365.47832,Large,interbank,Interbank
Préstamos,Mibanco,0,2021,8,2021-8,13105624.77867,0,Large,mibanco,Mibanco
Préstamos,B. GNB,10.2760011814988,2021,8,2021-8,3200666.89426,328900.56787,Large,b. gnb,B. GNB
Préstamos,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Large,b. falabella peru,B. Falabella Perú
Préstamos,B. Santander Perú,27.738958974018,2021,8,2021-8,5322530.79091,1476414.63247,Large,b. santander peru,B. Santander Perú
Préstamos,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Large,b. ripley,B. Ripley
Préstamos,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Large,b. azteca peru,Alfin Banco
Préstamos,B. ICBC,3.09088965519722,2021,8,2021-8,975342.80945,30146.77,Large,b. icbc,B. ICBC
Préstamos,Bank of China,0,2021,8,2021-8,22000,0,Large,bank of china,Bank of China
Factoring,B. BBVA Perú,0.154300630935597,2021,8,2021-8,74084840.70147,114313.37663,Large,b. bbva peru,B. BBVA Perú
Factoring,B. de Comercio,0,2021,8,2021-8,1725655.39406,0,Large,b. de comercio,Bancom (Banco de Comercio)
Factoring,B. de Crédito del Perú (con sucursales en el exterior),0.462084555210447,2021,8,2021-8,121325663.12126,560627.15079,Large,b. de credito del peru,Banco de Crédito del Perú
Factoring,B. Pichincha,0.18766260286935,2021,8,2021-8,8835856.57263,16581.59843,Large,b. pichincha,B. Pichincha
Factoring,B. Interamericano de Finanzas,0.396924192748802,2021,8,2021-8,12937709.13392,51352.89754,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Factoring,Scotiabank Perú,0.316182341979042,2021,8,2021-8,57033087.96794,180328.55324,Large,scotiabank peru,Scotiabank Perú
Factoring,Citibank,14.2570435576342,2021,8,2021-8,1685713.81562,240332.95295,Large,citibank,Citibank
Factoring,Interbank (con sucursales en el exterior),0.135872239529468,2021,8,2021-8,42201443.0531,57340.04579,Large,interbank,Interbank
Factoring,Mibanco,0,2021,8,2021-8,13105624.77867,0,Large,mibanco,Mibanco
Factoring,B. GNB,0,2021,8,2021-8,3200666.89426,0,Large,b. gnb,B. GNB
Factoring,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Large,b. falabella peru,B. Falabella Perú
Factoring,B. Santander Perú,0,2021,8,2021-8,5322530.79091,0,Large,b. santander peru,B. Santander Perú
Factoring,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Large,b. ripley,B. Ripley
Factoring,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Large,b. azteca peru,Alfin Banco
Factoring,B. ICBC,0,2021,8,2021-8,975342.80945,0,Large,b. icbc,B. ICBC
Factoring,Bank of China,0,2021,8,2021-8,22000,0,Large,bank of china,Bank of China
Arrendamiento financiero y Lease-back**,B. BBVA Perú,1.93081766340576,2021,8,2021-8,74084840.70147,1430443.19017,Large,b. bbva peru,B. BBVA Perú
Arrendamiento financiero y Lease-back**,B. de Comercio,0.043233463214502,2021,8,2021-8,1725655.39406,746.06059,Large,b. de comercio,Bancom (Banco de Comercio)
Arrendamiento financiero y Lease-back**,B. de Crédito del Perú (con sucursales en el exterior),2.17986263862964,2021,8,2021-8,121325663.12126,2644732.80145,Large,b. de credito del peru,Banco de Crédito del Perú
Arrendamiento financiero y Lease-back**,B. Pichincha,1.18022448330621,2021,8,2021-8,8835856.57263,104282.94258,Large,b. pichincha,B. Pichincha
Arrendamiento financiero y Lease-back**,B. Interamericano de Finanzas,3.64248544546785,2021,8,2021-8,12937709.13392,471254.17218,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Arrendamiento financiero y Lease-back**,Scotiabank Perú,1.72035057414662,2021,8,2021-8,57033087.96794,981169.05631,Large,scotiabank peru,Scotiabank Perú
Arrendamiento financiero y Lease-back**,Citibank,0,2021,8,2021-8,1685713.81562,0,Large,citibank,Citibank
Arrendamiento financiero y Lease-back**,Interbank (con sucursales en el exterior),1.39923244109688,2021,8,2021-8,42201443.0531,590496.28181,Large,interbank,Interbank
Arrendamiento financiero y Lease-back**,Mibanco,0,2021,8,2021-8,13105624.77867,0,Large,mibanco,Mibanco
Arrendamiento financiero y Lease-back**,B. GNB,0.306247042376655,2021,8,2021-8,3200666.89426,9801.9477,Large,b. gnb,B. GNB
Arrendamiento financiero y Lease-back**,B. Falabella Perú,0,2021,8,2021-8,2463689.44794,0,Large,b. falabella peru,B. Falabella Perú
Arrendamiento financiero y Lease-back**,B. Santander Perú,6.55522031203407,2021,8,2021-8,5322530.79091,348903.61952,Large,b. santander peru,B. Santander Perú
Arrendamiento financiero y Lease-back**,B. Ripley,0,2021,8,2021-8,1267068.49049,0,Large,b. ripley,B. Ripley
Arrendamiento financiero y Lease-back**,B. Azteca Perú,0,2021,8,2021-8,313412.8988,0,Large,b. azteca peru,Alfin Banco
Arrendamiento financiero y Lease-back**,B. ICBC,0.771482869109699,2021,8,2021-8,975342.80945,7524.60269,Large,b. icbc,B. ICBC
Arrendamiento financiero y Lease-back**,Bank of China,0,2021,8,2021-8,22000,0,Large,bank of china,Bank of China
Comercio exterior,B. BBVA Perú,3.18049392017286,2021,8,2021-8,74084840.70147,2356263.85428,Large,b. bbva peru,B. BBVA Perú
Comercio exterior,B. de Comercio,3.45195587108795,2021,8,2021-8,1725655.39406,59568.86269,Large,b. de comercio,Bancom (Banco de Comercio)
Comercio exterior,B. de Crédito del Perú (con sucursales en el exterior),1.56397151574068,2021,8,2021-8,121325663.12126,1897498.8125,Large,b. de credito del peru,Banco de Crédito del Perú
Comercio exterior,B. Pichincha,5.64817194187946,2021,8,2021-8,8835856.57263,499064.37176,Large,b. pichincha,B. Pichincha
Comercio exterior,B. Interamericano de Finanzas,5.77989060914549,2021,8,2021-8,12937709.13392,747785.43527,Large,b. interamericano de finanzas,BanBif (Banco Interamericano de Finanzas)
Comercio exterior,Scotiabank Perú,2.22263828101431,2021,8,2021-8,57033087.96794,1267639.24602,Large,scotiabank peru,Scotiabank Perú
