period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,7,BELGIUM,1250.0,0.0,864.0,179.0,1429.0,374.0,243.0,1299.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,8,CANADA,31955.0,3561.0,18064.0,15176.0,50692.0,2775.0,6569.0,54468.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,9,FRANCE,9085.0,0.0,6823.0,1690.0,10775.0,701.0,5679.0,15754.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,10,GERMANY,8668.0,3.0,3501.0,1109.0,9780.0,1421.0,45651.0,54009.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,11,ITALY,213.0,14.0,162.0,1590.0,1817.0,31.0,165.0,1949.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,12,JAPAN,26832.0,3.0,25704.0,4257.0,31092.0,556.0,16670.0,47204.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,13,LUXEMBOURG,23050.0,108.0,21260.0,2920.0,26078.0,13294.0,1086.0,13869.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,14,NETHERLANDS,4906.0,874.0,1033.0,339.0,6119.0,1418.0,1962.0,6665.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,15,SWEDEN,2653.0,2.0,808.0,210.0,2865.0,139.0,1395.0,4122.0
2019Q1,2019,Q1,Table 2,2,All Others,G-10 and Luxembourg,country_data,16,SWITZERLAND,2159.0,188.0,1608.0,284.0,2631.0,185.0,34482.0,36929.0
