period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,10,BELGIUM,1579.0,233.0,0.0,233.0,11.0,1823.0,170.0,94.0,9.0,9.0,9.0,9.0,0.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,11,CANADA,34599.0,18466.0,3300.0,15166.0,1833.0,54898.0,46749.0,4178.0,183.0,511.0,168.0,493.0,11.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,12,FRANCE,10212.0,1682.0,0.0,1682.0,201.0,12095.0,619.0,347.0,332.0,349.0,262.0,262.0,16.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,13,GERMANY,47295.0,1134.0,2.0,1132.0,619.0,49048.0,835.0,405.0,26.0,52.0,26.0,52.0,73.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,14,ITALY,415.0,1588.0,17.0,1571.0,0.0,2003.0,799.0,269.0,1455.0,1455.0,484.0,484.0,10.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,15,JAPAN,39756.0,3801.0,1.0,3800.0,189.0,43746.0,3948.0,255.0,94.0,114.0,88.0,99.0,106.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,16,LUXEMBOURG,3712.0,5877.0,0.0,5877.0,63.0,9652.0,1445.0,53.0,16.0,18.0,16.0,16.0,20.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,17,NETHERLANDS,6086.0,1198.0,855.0,343.0,110.0,7394.0,2109.0,590.0,29.0,58.0,28.0,11.0,6.0
2018Q2,2018,Q2,Table 1,1,All Others,G-10 and Luxembourg,country_data,18,SWEDEN,5033.0,267.0,1.0,266.0,5.0,5305.0,611.0,36.0,5.0,5.0,5.0,5.0,0.0
