period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,10,BELGIUM,25397.0,6940.0,991.0,5949.0,2328.0,34665.0,5121.0,391.0,19346.0,20635.0,10444.0,11734.0,28.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,11,CANADA,97914.0,56152.0,11399.0,44753.0,18426.0,172492.0,85623.0,13945.0,31918.0,27246.0,18124.0,13459.0,233.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,12,FRANCE,159437.0,15440.0,229.0,15211.0,13191.0,188068.0,117101.0,5457.0,234175.0,240495.0,120491.0,126803.0,251.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,13,GERMANY,182052.0,141198.0,843.0,140355.0,22888.0,346138.0,43606.0,6366.0,198595.0,205571.0,105203.0,112180.0,257.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,14,ITALY,47621.0,5683.0,562.0,5121.0,18531.0,71835.0,7785.0,1077.0,226976.0,234077.0,65444.0,72536.0,92.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,15,JAPAN,140630.0,288624.0,53802.0,234822.0,6847.0,436101.0,85327.0,5307.0,114829.0,117202.0,51208.0,53571.0,140.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,16,LUXEMBOURG,55329.0,15940.0,2834.0,13106.0,5922.0,77191.0,14808.0,1775.0,34817.0,36269.0,16278.0,17727.0,250.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,17,NETHERLANDS,66526.0,11705.0,937.0,10768.0,9884.0,88115.0,30625.0,3841.0,123856.0,130119.0,64086.0,70293.0,173.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,18,SWEDEN,27977.0,1073.0,27.0,1046.0,1624.0,30674.0,7002.0,591.0,35448.0,36971.0,20604.0,22128.0,4.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,19,SWITZERLAND,51545.0,28219.0,5685.0,22534.0,6204.0,85968.0,19795.0,3779.0,70735.0,71053.0,41258.0,41413.0,492.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,132852.0,388606.0,116486.0,272120.0,48940.0,570398.0,166843.0,14584.0,310447.0,400059.0,166357.0,172640.0,1107.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,subtotal,21,Total,987280.0,959580.0,193795.0,765785.0,154785.0,2101645.0,583636.0,57113.0,1401142.0,1519697.0,679497.0,714484.0,3027.0
2018Q2,2018,Q2,Table 1,1,All Banks,G-10 and Luxembourg,empty,22,,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,region_header,23,Non G-10 Developed Countries,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRALIA,31273.0,64206.0,1816.0,62390.0,5258.0,100737.0,28337.0,2229.0,47850.0,47907.0,24564.0,24620.0,183.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,25,AUSTRIA,11112.0,76.0,0.0,76.0,493.0,11681.0,1347.0,87.0,10370.0,11064.0,4873.0,5567.0,3.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,26,CYPRUS,2379.0,0.0,0.0,0.0,20.0,2399.0,384.0,85.0,142.0,142.0,85.0,85.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,27,DENMARK,10875.0,246.0,7.0,239.0,1659.0,12780.0,5028.0,133.0,15213.0,15962.0,8754.0,9503.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,28,FINLAND,13506.0,188.0,19.0,169.0,826.0,14520.0,1703.0,296.0,16109.0,16479.0,8794.0,9165.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,29,GREECE,11195.0,205.0,0.0,205.0,785.0,12185.0,928.0,345.0,3758.0,3781.0,2429.0,2451.0,9.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,30,IRELAND,73924.0,10284.0,1188.0,9096.0,3603.0,87811.0,13436.0,1432.0,16724.0,14399.0,8513.0,7968.0,11.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,31,ISRAEL,4771.0,1868.0,412.0,1456.0,751.0,7390.0,2223.0,466.0,2970.0,2837.0,1603.0,1472.0,49.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,32,NEW ZEALAND,2812.0,1548.0,4.0,1544.0,340.0,4700.0,1083.0,118.0,1915.0,1810.0,1284.0,1179.0,1.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,33,NORWAY,17110.0,185.0,22.0,163.0,636.0,17931.0,3698.0,292.0,11016.0,11845.0,6198.0,7027.0,11.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,34,PORTUGAL,5074.0,61.0,18.0,43.0,174.0,5309.0,588.0,100.0,19657.0,18979.0,8970.0,8290.0,7.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,35,SLOVAKIA,453.0,317.0,70.0,247.0,86.0,856.0,112.0,33.0,748.0,706.0,320.0,277.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,36,SPAIN,40057.0,2549.0,268.0,2281.0,3280.0,45886.0,10901.0,2174.0,77525.0,78846.0,34852.0,36143.0,305.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,37,OTHER NON G-10 DEV.,13957.0,1.0,0.0,1.0,294.0,14252.0,474.0,13.0,447.0,648.0,241.0,441.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,subtotal,38,Total,238498.0,81734.0,3824.0,77910.0,18205.0,338437.0,70242.0,7803.0,224444.0,225405.0,111480.0,114188.0,579.0
2018Q2,2018,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,empty,39,,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,region_header,40,Eastern Europe,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,41,BULGARIA,30.0,191.0,53.0,138.0,0.0,221.0,96.0,75.0,658.0,578.0,429.0,350.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,42,CZECH REPUBLIC,5230.0,3124.0,432.0,2692.0,99.0,8453.0,714.0,294.0,574.0,677.0,264.0,367.0,2.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,43,HUNGARY,1205.0,2062.0,266.0,1796.0,85.0,3352.0,576.0,140.0,2427.0,2462.0,1024.0,1059.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,44,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,45,POLAND,3583.0,11615.0,1470.0,10145.0,295.0,15493.0,4282.0,631.0,2249.0,2262.0,944.0,957.0,1.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,46,ROMANIA,505.0,1643.0,501.0,1142.0,16.0,2164.0,142.0,158.0,802.0,754.0,477.0,428.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,47,RUSSIA,4913.0,7470.0,1045.0,6425.0,166.0,12549.0,2181.0,519.0,35021.0,34808.0,13705.0,13491.0,26.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,48,TURKEY,15864.0,2317.0,723.0,1594.0,962.0,19143.0,398.0,249.0,33524.0,30511.0,13602.0,11041.0,2380.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,country_data,49,OTHER E. EUROPE,1972.0,471.0,4.0,467.0,107.0,2550.0,64.0,57.0,4289.0,4518.0,2293.0,2525.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,subtotal,50,Total,33302.0,28893.0,4494.0,24399.0,1730.0,63925.0,8453.0,2123.0,79544.0,76570.0,32738.0,30218.0,2409.0
2018Q2,2018,Q2,Table 1,1,All Banks,Eastern Europe,empty,51,,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Latin America and Caribbean,region_header,52,Latin America and Caribbean,,,,,,,,,,,,,
2018Q2,2018,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,53,ANGUILLA,4728.0,0.0,0.0,0.0,56.0,4784.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,54,ARGENTINA,6567.0,4295.0,637.0,3658.0,26.0,10888.0,585.0,105.0,6126.0,6661.0,3984.0,4521.0,133.0
