period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,7,BELGIUM,18197.0,707.0,12919.0,5275.0,24179.0,750.0,2477.0,25906.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,8,CANADA,54678.0,8067.0,40111.0,32256.0,95001.0,5868.0,7352.0,96484.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,9,FRANCE,149563.0,198.0,121254.0,11345.0,161106.0,2819.0,11321.0,169605.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,10,GERMANY,138846.0,175.0,92819.0,141955.0,280976.0,7657.0,20538.0,293861.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,11,ITALY,48072.0,693.0,31431.0,3463.0,52228.0,264.0,2102.0,54068.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,12,JAPAN,82585.0,53963.0,112701.0,238970.0,375518.0,5693.0,25116.0,394937.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,13,LUXEMBOURG,56343.0,2165.0,34935.0,5630.0,64138.0,10743.0,3057.0,56446.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,14,NETHERLANDS,55026.0,233.0,28764.0,10641.0,65900.0,9979.0,8909.0,64830.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,15,SWEDEN,19449.0,22.0,15483.0,91.0,19562.0,2238.0,1523.0,18849.0
2018Q3,2018,Q3,Table 2,2,LFI,G-10 and Luxembourg,country_data,16,SWITZERLAND,24501.0,5926.0,26525.0,21096.0,51523.0,3172.0,5912.0,54265.0
