period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,27267.0,9276.0,36543.0,19729.0,-12431.0,2837.0,6528.0,1348.0,1442.0,0.0,532.0,1442.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,6640.0,31155.0,37795.0,43183.0,28326.0,19751.0,20574.0,3043.0,28779.0,350.0,11315.0,28089.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,532.0,5773.0,6305.0,53949.0,10220.0,13139.0,42451.0,5447.0,86833.0,672.0,44684.0,86830.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,19838.0,63392.0,83230.0,114027.0,68019.0,26283.0,43279.0,8649.0,59941.0,302.0,14524.0,59704.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,93.0,3921.0,4014.0,41458.0,1949.0,3027.0,28282.0,7283.0,9613.0,11.0,2219.0,9610.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,4677.0,59830.0,64507.0,78905.0,229343.0,12515.0,95638.0,18627.0,165210.0,2.0,86755.0,165207.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,25967.0,11977.0,37944.0,75375.0,-19989.0,2350.0,10944.0,713.0,14058.0,10.0,773.0,13897.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,27028.0,8262.0,35290.0,61769.0,-25285.0,8871.0,18936.0,1427.0,3598.0,0.0,685.0,3505.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,816.0,1276.0,2092.0,13591.0,-1734.0,3521.0,5143.0,245.0,4743.0,1.0,2958.0,4620.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,8221.0,1867.0,10088.0,34437.0,21179.0,2269.0,7192.0,353.0,5639.0,1.0,276.0,5621.0
2018Q3,2018,Q3,Table 3,3,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,1084030.0,229150.0,1313180.0,271028.0,194966.0,29497.0,75346.0,10482.0,137345.0,627.0,60837.0,135403.0
2018Q3,2018,Q3,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,8594.0,50979.0,59573.0,69966.0,18000.0,13684.0,29934.0,2105.0,5985.0,15.0,3542.0,5937.0
2018Q3,2018,Q3,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,4.0,101.0,105.0,6524.0,-34.0,2790.0,3780.0,660.0,542.0,0.0,130.0,542.0
2018Q3,2018,Q3,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,1922.0,-1.0,0.0,884.0,3.0,398.0,0.0,154.0,361.0
2018Q3,2018,Q3,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,1971.0,1513.0,3484.0,9833.0,-3000.0,334.0,3353.0,118.0,3387.0,1.0,1033.0,3381.0
2018Q3,2018,Q3,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,595.0,898.0,1493.0,6154.0,-1174.0,2992.0,4285.0,607.0,1193.0,0.0,238.0,1193.0
