period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,10,BELGIUM,1512.0,183.0,0.0,183.0,1.0,1696.0,188.0,94.0,9.0,9.0,9.0,9.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,11,CANADA,33314.0,18620.0,3705.0,14915.0,1837.0,53771.0,45489.0,4376.0,38.0,301.0,23.0,284.0,11.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,12,FRANCE,8108.0,1636.0,0.0,1636.0,265.0,10009.0,510.0,192.0,310.0,350.0,257.0,278.0,8.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,13,GERMANY,49341.0,1049.0,1.0,1048.0,554.0,50944.0,828.0,528.0,16.0,54.0,16.0,54.0,101.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,14,ITALY,407.0,1586.0,15.0,1571.0,0.0,1993.0,755.0,258.0,1313.0,1313.0,418.0,418.0,20.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,15,JAPAN,37857.0,3902.0,2.0,3900.0,91.0,41850.0,4147.0,257.0,93.0,112.0,87.0,98.0,25.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,16,LUXEMBOURG,4222.0,7710.0,2.0,7708.0,40.0,11972.0,1742.0,111.0,11.0,13.0,11.0,11.0,6.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,17,NETHERLANDS,5553.0,1281.0,931.0,350.0,182.0,7016.0,2261.0,734.0,17.0,44.0,17.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,18,SWEDEN,4503.0,229.0,1.0,228.0,2.0,4734.0,688.0,37.0,5.0,5.0,5.0,5.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,19,SWITZERLAND,48428.0,331.0,0.0,331.0,95.0,48854.0,312.0,232.0,0.0,19.0,0.0,17.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,76876.0,29615.0,6543.0,23072.0,1707.0,108198.0,31712.0,4947.0,54.0,61778.0,54.0,60.0,293.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,24,AUSTRALIA,5405.0,6943.0,19.0,6924.0,607.0,12955.0,7591.0,136.0,411.0,411.0,291.0,291.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,25,AUSTRIA,743.0,71.0,0.0,71.0,0.0,814.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,26,CYPRUS,62.0,0.0,0.0,0.0,0.0,62.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,27,DENMARK,629.0,20.0,0.0,20.0,2.0,651.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,28,FINLAND,982.0,104.0,0.0,104.0,0.0,1086.0,3.0,11.0,0.0,0.0,0.0,0.0,11.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,29,GREECE,58.0,0.0,0.0,0.0,0.0,58.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,30,IRELAND,4949.0,5939.0,1.0,5938.0,153.0,11041.0,2228.0,133.0,5.0,14.0,5.0,11.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,31,ISRAEL,1261.0,18.0,0.0,18.0,5.0,1284.0,367.0,151.0,3.0,3.0,3.0,3.0,37.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,32,NEW ZEALAND,335.0,303.0,0.0,303.0,22.0,660.0,482.0,10.0,0.0,2.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,33,NORWAY,2870.0,36.0,0.0,36.0,2.0,2908.0,55.0,32.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,34,PORTUGAL,173.0,0.0,0.0,0.0,7.0,180.0,3.0,1.0,7.0,7.0,5.0,5.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,35,SLOVAKIA,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,36,SPAIN,1314.0,474.0,0.0,474.0,75.0,1863.0,363.0,290.0,866.0,896.0,235.0,258.0,61.0
2018Q3,2018,Q3,Table 1,1,All Others,Non G-10 Developed Countries,country_data,37,OTHER NON G-10 DEV.,146.0,0.0,0.0,0.0,0.0,146.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,41,BULGARIA,5.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,42,CZECH REPUBLIC,128.0,0.0,0.0,0.0,0.0,128.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,43,HUNGARY,51.0,13.0,0.0,13.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,44,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,45,POLAND,238.0,104.0,0.0,104.0,0.0,342.0,84.0,2.0,14.0,14.0,13.0,13.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,46,ROMANIA,10.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,47,RUSSIA,194.0,38.0,0.0,38.0,0.0,232.0,41.0,0.0,1516.0,1516.0,433.0,433.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,48,TURKEY,195.0,0.0,0.0,0.0,0.0,195.0,86.0,34.0,613.0,613.0,241.0,241.0,74.0
2018Q3,2018,Q3,Table 1,1,All Others,Eastern Europe,country_data,49,OTHER E. EUROPE,74.0,0.0,0.0,0.0,1.0,75.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0
2018Q3,2018,Q3,Table 1,1,All Others,Latin America and Caribbean,country_data,53,ANGUILLA,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2018Q3,2018,Q3,Table 1,1,All Others,Latin America and Caribbean,country_data,54,ARGENTINA,1367.0,815.0,364.0,451.0,23.0,2205.0,369.0,22.0,557.0,852.0,149.0,444.0,7.0
