period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,9,BELGIUM,525.0,13.0,538.0,89.0,76.0,165.0,0.0,703.0,387.0,9.0,396.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,10,CANADA,8720.0,2194.0,10914.0,5643.0,7374.0,13017.0,346.0,24277.0,7791.0,2139.0,9930.0,1193.0,19.0,1212.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,11,FRANCE,1531.0,87.0,1618.0,765.0,650.0,1415.0,9.0,3042.0,1761.0,72.0,1833.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,12,GERMANY,2481.0,564.0,3045.0,566.0,420.0,986.0,9.0,4040.0,2533.0,565.0,3098.0,2.0,0.0,2.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,13,ITALY,125.0,39.0,164.0,819.0,666.0,1485.0,0.0,1649.0,77.0,28.0,105.0,1.0,0.0,1.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,14,JAPAN,1296.0,216.0,1512.0,1311.0,1803.0,3114.0,3.0,4629.0,413.0,210.0,623.0,0.0,0.0,0.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,15,LUXEMBOURG,2174.0,52.0,2226.0,9.0,0.0,9.0,7.0,2242.0,1986.0,22.0,2008.0,3.0,0.0,3.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,16,NETHERLANDS,3248.0,24.0,3272.0,1030.0,131.0,1161.0,58.0,4491.0,3976.0,15.0,3991.0,850.0,0.0,850.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,17,SWEDEN,368.0,24.0,392.0,47.0,166.0,213.0,0.0,605.0,367.0,24.0,391.0,1.0,0.0,1.0
2018Q3,2018,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,18,SWITZERLAND,643.0,117.0,760.0,191.0,1.0,192.0,1.0,953.0,546.0,139.0,685.0,0.0,0.0,0.0
