period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,13379.0,6073.0,19452.0,16658.0,9667.0,2013.0,6440.0,1054.0,2288.0,0.0,128.0,2288.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,9,CANADA,7116.0,26921.0,34037.0,36898.0,17429.0,7943.0,19209.0,3187.0,25558.0,7.0,11461.0,25558.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,10,FRANCE,2775.0,5646.0,8421.0,61870.0,17169.0,9848.0,45211.0,8418.0,78668.0,254.0,37998.0,78668.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,11,GERMANY,23289.0,65732.0,89021.0,111429.0,84083.0,22028.0,36742.0,5298.0,25090.0,9.0,18109.0,25090.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,12,ITALY,254.0,3494.0,3748.0,51980.0,-143.0,3109.0,31965.0,8563.0,9215.0,78.0,2771.0,9215.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,13,JAPAN,4330.0,72523.0,76853.0,81924.0,250187.0,7762.0,106682.0,17817.0,163302.0,5.0,95842.0,163302.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,34764.0,18425.0,53189.0,75000.0,-38238.0,1166.0,12021.0,1465.0,14075.0,81.0,914.0,14075.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,30862.0,9122.0,39984.0,52885.0,-30973.0,5583.0,17227.0,1339.0,2867.0,0.0,646.0,2867.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,10.0,315.0,325.0,15035.0,-203.0,1455.0,9886.0,199.0,2800.0,6.0,2003.0,2800.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,7529.0,1883.0,9412.0,35623.0,22176.0,1757.0,8612.0,237.0,5431.0,80.0,341.0,5431.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,1031485.0,202397.0,1233882.0,245286.0,233104.0,18315.0,76500.0,14873.0,71678.0,286.0,43237.0,71678.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,subtotal,19,Total,1155793.0,412531.0,1568324.0,784588.0,564258.0,80979.0,370495.0,62450.0,400972.0,806.0,213450.0,400972.0
2019Q2,2019,Q2,Table 3,3,LFI,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,country_data,22,AUSTRALIA,4585.0,49669.0,54254.0,67211.0,19274.0,9416.0,28015.0,2483.0,6209.0,67.0,3998.0,6209.0
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,country_data,23,AUSTRIA,4.0,68.0,72.0,5676.0,-71.0,2291.0,3916.0,1528.0,362.0,1.0,85.0,362.0
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,2915.0,0.0,0.0,1416.0,15.0,342.0,3.0,108.0,342.0
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,country_data,25,DENMARK,1.0,247.0,248.0,10297.0,159.0,12.0,3378.0,115.0,4149.0,0.0,858.0,4149.0
2019Q2,2019,Q2,Table 3,3,LFI,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,138.0,138.0,7966.0,41.0,1833.0,5950.0,759.0,1866.0,1.0,311.0,1866.0
