period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,9,BELGIUM,4984.0,23.0,5007.0,479.0,258.0,737.0,229.0,5973.0,3714.0,30.0,3744.0,243.0,0.0,243.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,10,CANADA,21062.0,3154.0,24216.0,24215.0,7487.0,31702.0,2048.0,57966.0,18754.0,2825.0,21579.0,9181.0,23.0,9204.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,11,FRANCE,24334.0,556.0,24890.0,6396.0,1621.0,8017.0,704.0,33611.0,23186.0,525.0,23711.0,36.0,3.0,39.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,12,GERMANY,32140.0,647.0,32787.0,2125.0,619.0,2744.0,1984.0,37515.0,26701.0,1519.0,28220.0,323.0,85.0,408.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,13,ITALY,7752.0,148.0,7900.0,2252.0,1345.0,3597.0,366.0,11863.0,6546.0,138.0,6684.0,279.0,35.0,314.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,14,JAPAN,21977.0,451.0,22428.0,43758.0,2096.0,45854.0,315.0,68597.0,18720.0,425.0,19145.0,2926.0,0.0,2926.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,15,LUXEMBOURG,11870.0,186.0,12056.0,298.0,1.0,299.0,1075.0,13430.0,15903.0,22.0,15925.0,180.0,1.0,181.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,16,NETHERLANDS,23009.0,72.0,23081.0,2601.0,236.0,2837.0,1889.0,27807.0,26938.0,84.0,27022.0,891.0,0.0,891.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,17,SWEDEN,7862.0,259.0,8121.0,64.0,128.0,192.0,140.0,8453.0,7457.0,262.0,7719.0,9.0,0.0,9.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,18,SWITZERLAND,12134.0,531.0,12665.0,664.0,2420.0,3084.0,864.0,16613.0,11279.0,463.0,11742.0,650.0,1822.0,2472.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,29525.0,4491.0,34016.0,42251.0,9693.0,51944.0,5311.0,91271.0,28112.0,4040.0,32152.0,7966.0,633.0,8599.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,subtotal,20,Total,196649.0,10518.0,207167.0,125103.0,25904.0,151007.0,14925.0,373099.0,187310.0,10333.0,197643.0,22684.0,2602.0,25286.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,empty,21,,,,,,,,,,,,,,,
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,region_header,22,Non G-10 Developed Countries,,,,,,,,,,,,,,
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRALIA,7594.0,270.0,7864.0,16487.0,11656.0,28143.0,305.0,36312.0,7139.0,277.0,7416.0,2074.0,0.0,2074.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRIA,1848.0,40.0,1888.0,41.0,37.0,78.0,112.0,2078.0,2943.0,39.0,2982.0,0.0,0.0,0.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,25,CYPRUS,1113.0,23.0,1136.0,0.0,0.0,0.0,15.0,1151.0,1138.0,24.0,1162.0,0.0,0.0,0.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,26,DENMARK,2421.0,11.0,2432.0,23.0,0.0,23.0,337.0,2792.0,2262.0,23.0,2285.0,2.0,0.0,2.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,27,FINLAND,3802.0,3.0,3805.0,45.0,45.0,90.0,47.0,3942.0,3514.0,2.0,3516.0,6.0,0.0,6.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,28,GREECE,456.0,21.0,477.0,158.0,1.0,159.0,2.0,638.0,509.0,23.0,532.0,0.0,1.0,1.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,29,IRELAND,13070.0,221.0,13291.0,2213.0,551.0,2764.0,262.0,16317.0,14182.0,107.0,14289.0,1386.0,0.0,1386.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,30,ISRAEL,3143.0,162.0,3305.0,173.0,1.0,174.0,130.0,3609.0,2943.0,140.0,3083.0,135.0,1.0,136.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,31,NEW ZEALAND,623.0,26.0,649.0,406.0,132.0,538.0,66.0,1253.0,842.0,30.0,872.0,99.0,0.0,99.0
2019Q2,2019,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,32,NORWAY,2991.0,80.0,3071.0,28.0,1.0,29.0,175.0,3275.0,2599.0,74.0,2673.0,0.0,0.0,0.0
