period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,9,BELGIUM,6266.0,23.0,6289.0,523.0,20.0,543.0,225.0,7057.0,5725.0,31.0,5756.0,441.0,1.0,442.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,10,CANADA,12630.0,481.0,13111.0,17061.0,1008.0,18069.0,2092.0,33272.0,11454.0,303.0,11757.0,6865.0,3.0,6868.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,11,FRANCE,20023.0,717.0,20740.0,6889.0,1013.0,7902.0,1074.0,29716.0,19129.0,740.0,19869.0,204.0,5.0,209.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,12,GERMANY,24808.0,69.0,24877.0,1299.0,151.0,1450.0,3135.0,29462.0,19743.0,812.0,20555.0,733.0,10.0,743.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,13,ITALY,7738.0,249.0,7987.0,2411.0,696.0,3107.0,572.0,11666.0,6972.0,250.0,7222.0,522.0,25.0,547.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,14,JAPAN,18171.0,139.0,18310.0,33970.0,144.0,34114.0,520.0,52944.0,15907.0,104.0,16011.0,3057.0,0.0,3057.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,15,LUXEMBOURG,14857.0,413.0,15270.0,1700.0,0.0,1700.0,1853.0,18823.0,19038.0,202.0,19240.0,228.0,0.0,228.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,16,NETHERLANDS,25157.0,57.0,25214.0,95.0,287.0,382.0,1631.0,27227.0,30655.0,73.0,30728.0,28.0,0.0,28.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,17,SWEDEN,4747.0,29.0,4776.0,4.0,0.0,4.0,188.0,4968.0,4401.0,34.0,4435.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,18,SWITZERLAND,13693.0,272.0,13965.0,3311.0,2187.0,5498.0,1066.0,20529.0,12238.0,219.0,12457.0,3867.0,1740.0,5607.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,13565.0,3333.0,16898.0,51172.0,3626.0,54798.0,5732.0,77428.0,13279.0,3069.0,16348.0,16336.0,420.0,16756.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,23,AUSTRALIA,5370.0,151.0,5521.0,9922.0,10270.0,20192.0,310.0,26023.0,4720.0,170.0,4890.0,1812.0,0.0,1812.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,24,AUSTRIA,2995.0,5.0,3000.0,0.0,0.0,0.0,82.0,3082.0,4774.0,4.0,4778.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,25,CYPRUS,664.0,8.0,672.0,0.0,0.0,0.0,16.0,688.0,770.0,9.0,779.0,0.0,0.0,0.0
