period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,0.0,42.0,42.0,52.0,197.0,303.0,101.0,1.0,34.0,0.0,0.0,34.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,1533.0,4377.0,5910.0,4129.0,12441.0,11611.0,2583.0,294.0,6783.0,377.0,2747.0,6044.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,6.0,363.0,369.0,410.0,2096.0,1632.0,558.0,52.0,845.0,0.0,695.0,837.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,0.0,492.0,492.0,612.0,998.0,3708.0,756.0,16.0,31294.0,0.0,178.0,31145.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,0.0,157.0,157.0,866.0,1445.0,12.0,155.0,5.0,3.0,0.0,3.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,9.0,2936.0,2945.0,2988.0,78.0,5477.0,4404.0,53.0,12486.0,54.0,364.0,12480.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1786.0,1713.0,3499.0,2266.0,4820.0,400.0,208.0,46.0,497.0,0.0,104.0,396.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,75.0,179.0,254.0,3147.0,1555.0,1866.0,589.0,103.0,106.0,0.0,91.0,15.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,0.0,18.0,18.0,664.0,296.0,2479.0,154.0,47.0,227.0,0.0,133.0,94.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,1.0,28.0,29.0,689.0,306.0,492.0,1006.0,88.0,2122.0,0.0,32.0,2094.0
2018Q2,2018,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,34838.0,23015.0,57853.0,22578.0,-4552.0,7202.0,3350.0,127.0,28833.0,100.0,3846.0,26563.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,5153.0,3603.0,8756.0,8778.0,-404.0,4276.0,821.0,116.0,149.0,0.0,71.0,86.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,0.0,34.0,34.0,34.0,38.0,259.0,4.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,0.0,1.0,1.0,210.0,19.0,220.0,33.0,26.0,209.0,0.0,6.0,203.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,13.0,13.0,801.0,78.0,656.0,19.0,9.0,52.0,0.0,0.0,52.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,27,GREECE,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,3.0,294.0,297.0,9497.0,5864.0,152.0,1297.0,8.0,1884.0,0.0,243.0,1706.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,0.0,0.0,0.0,18.0,0.0,232.0,74.0,18.0,169.0,0.0,169.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,1.0,26.0,27.0,509.0,260.0,169.0,39.0,6.0,6.0,0.0,5.0,3.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,296.0,296.0,1711.0,-165.0,1205.0,53.0,15.0,296.0,0.0,24.0,294.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,32,PORTUGAL,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,33,SLOVAKIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,34,SPAIN,0.0,122.0,122.0,141.0,325.0,22.0,154.0,20.0,32.0,0.0,32.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,1.0,0.0,1.0,1.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,39,BULGARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,40,CZECH REPUBLIC,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,41,HUNGARY,0.0,4.0,4.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,43,POLAND,0.0,131.0,131.0,136.0,93.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,44,ROMANIA,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,45,RUSSIA,0.0,12.0,12.0,15.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,46,TURKEY,0.0,0.0,0.0,8.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
2018Q2,2018,Q2,Table 3,3,All Others,Eastern Europe,country_data,47,OTHER E. EUROPE,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
