period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,1716.0,1150.0,0.0,2866.0,1864.0,446.0,270.0,8557.0,2.0,8829.0,155.0,0.0,71.0,0.0,0.0,71.0,71.0,30.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,34784.0,4830.0,702.0,40316.0,32372.0,656.0,1566.0,1437.0,32.0,3035.0,1483.0,767.0,14175.0,1170.0,111.0,15456.0,13801.0,93.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,24073.0,36.0,991.0,25100.0,12938.0,0.0,2483.0,225.0,12.0,2720.0,2039.0,0.0,1598.0,5.0,238.0,1841.0,1543.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,41031.0,97.0,568.0,41696.0,9581.0,4.0,6320.0,19359.0,25.0,25704.0,4398.0,0.0,853.0,9.0,0.0,862.0,358.0,1.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,87.0,83.0,0.0,170.0,98.0,0.0,209.0,190.0,0.0,399.0,209.0,0.0,1021.0,4.0,0.0,1025.0,1021.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,11865.0,788.0,326.0,12979.0,6069.0,503.0,4106.0,6304.0,64.0,10474.0,4106.0,0.0,5168.0,242.0,76.0,5486.0,5089.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,303.0,122.0,0.0,425.0,861.0,120.0,120.0,6726.0,0.0,6846.0,113.0,0.0,5135.0,72.0,65.0,5272.0,4536.0,65.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1061.0,55.0,1.0,1117.0,1130.0,1.0,1502.0,1709.0,0.0,3211.0,1118.0,0.0,478.0,238.0,5.0,721.0,479.0,16.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,1189.0,10.0,0.0,1199.0,947.0,0.0,1018.0,1.0,0.0,1019.0,1151.0,0.0,115.0,0.0,0.0,115.0,117.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,9121.0,26.0,97.0,9244.0,1224.0,2.0,1572.0,22.0,0.0,1594.0,90.0,0.0,2225.0,253.0,1.0,2479.0,528.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,40862.0,7327.0,1708.0,49897.0,76819.0,8974.0,1627.0,25188.0,1.0,26816.0,580.0,4.0,22370.0,10973.0,1057.0,34400.0,21953.0,1347.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,5148.0,1020.0,48.0,6216.0,5241.0,4.0,98.0,1630.0,0.0,1728.0,98.0,0.0,608.0,57.0,26.0,691.0,590.0,3.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,396.0,0.0,0.0,396.0,405.0,0.0,781.0,1.0,0.0,782.0,781.0,0.0,234.0,1.0,4.0,239.0,224.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,60.0,0.0,14.0,74.0,360.0,0.0,326.0,0.0,0.0,326.0,47.0,0.0,205.0,0.0,0.0,205.0,187.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,248.0,3.0,0.0,251.0,169.0,0.0,1006.0,1.0,0.0,1007.0,924.0,0.0,405.0,21.0,0.0,426.0,405.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,27,GREECE,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,293.0,414.0,0.0,707.0,201.0,216.0,85.0,4649.0,0.0,4734.0,84.0,0.0,12753.0,287.0,155.0,13195.0,17729.0,190.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,640.0,4.0,0.0,644.0,643.0,2.0,313.0,1.0,0.0,314.0,315.0,0.0,104.0,0.0,0.0,104.0,24.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,158.0,39.0,0.0,197.0,171.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,21.0,0.0,23.0,44.0,31.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,1027.0,7.0,5.0,1039.0,1060.0,2.0,1084.0,1.0,0.0,1085.0,705.0,0.0,594.0,8.0,0.0,602.0,594.0,5.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,32,PORTUGAL,10.0,0.0,0.0,10.0,23.0,0.0,148.0,0.0,0.0,148.0,148.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,33,SLOVAKIA,186.0,0.0,0.0,186.0,186.0,0.0,266.0,19.0,0.0,285.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,34,SPAIN,857.0,329.0,870.0,2056.0,591.0,0.0,799.0,28.0,0.0,827.0,797.0,0.0,112.0,0.0,0.0,112.0,86.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,9.0,0.0,0.0,9.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,45.0,8.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Eastern Europe,country_data,39,BULGARIA,12.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Eastern Europe,country_data,40,CZECH REPUBLIC,35.0,0.0,0.0,35.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Eastern Europe,country_data,41,HUNGARY,46.0,0.0,0.0,46.0,78.0,0.0,38.0,0.0,0.0,38.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q3,2024,Q3,Table 4.1,4.1,All Others,Eastern Europe,country_data,43,POLAND,170.0,45.0,0.0,215.0,141.0,0.0,30.0,6.0,0.0,36.0,30.0,0.0,2.0,8.0,0.0,10.0,2.0,1.0
