period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,9,BELGIUM,5647.0,496.0,6143.0,204.0,13.0,217.0,553.0,6913.0,6437.0,484.0,6921.0,50.0,1.0,51.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,10,CANADA,18311.0,2117.0,20428.0,22585.0,10354.0,32939.0,2714.0,56081.0,18031.0,1909.0,19940.0,8640.0,18.0,8658.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,11,FRANCE,21441.0,677.0,22118.0,2936.0,1245.0,4181.0,1405.0,27704.0,22129.0,661.0,22790.0,226.0,5.0,231.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,12,GERMANY,24960.0,974.0,25934.0,662.0,233.0,895.0,2975.0,29804.0,23015.0,725.0,23740.0,222.0,7.0,229.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,13,ITALY,5810.0,154.0,5964.0,2620.0,1025.0,3645.0,655.0,10264.0,6015.0,137.0,6152.0,277.0,18.0,295.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,14,JAPAN,17205.0,302.0,17507.0,18403.0,1752.0,20155.0,1697.0,39359.0,15418.0,287.0,15705.0,1425.0,0.0,1425.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,15,LUXEMBOURG,12946.0,279.0,13225.0,834.0,0.0,834.0,333.0,14392.0,16348.0,42.0,16390.0,711.0,0.0,711.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,16,NETHERLANDS,20632.0,170.0,20802.0,958.0,221.0,1179.0,2713.0,24694.0,31753.0,157.0,31910.0,849.0,0.0,849.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,17,SWEDEN,4585.0,246.0,4831.0,28.0,27.0,55.0,181.0,5067.0,4455.0,245.0,4700.0,5.0,0.0,5.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,18,SWITZERLAND,12830.0,608.0,13438.0,3476.0,3096.0,6572.0,1289.0,21299.0,10892.0,529.0,11421.0,3340.0,2751.0,6091.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,20545.0,3383.0,23928.0,41602.0,17178.0,58780.0,12313.0,95021.0,21491.0,3022.0,24513.0,8840.0,1151.0,9991.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRALIA,7349.0,613.0,7962.0,9185.0,10798.0,19983.0,781.0,28726.0,7139.0,623.0,7762.0,1620.0,0.0,1620.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRIA,3077.0,16.0,3093.0,24.0,29.0,53.0,68.0,3214.0,4536.0,15.0,4551.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,25,CYPRUS,919.0,7.0,926.0,0.0,0.0,0.0,16.0,942.0,1386.0,7.0,1393.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,26,DENMARK,2418.0,11.0,2429.0,18.0,0.0,18.0,434.0,2881.0,2243.0,10.0,2253.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,27,FINLAND,2041.0,3.0,2044.0,81.0,1.0,82.0,86.0,2212.0,1911.0,2.0,1913.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,28,GREECE,290.0,54.0,344.0,9.0,0.0,9.0,1.0,354.0,479.0,52.0,531.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,29,IRELAND,12493.0,255.0,12748.0,2217.0,0.0,2217.0,335.0,15300.0,13106.0,132.0,13238.0,425.0,0.0,425.0
