period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,7,BELGIUM,15376.0,898.0,10190.0,3423.0,19697.0,1772.0,1140.0,19064.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,8,CANADA,42508.0,8746.0,32898.0,34083.0,85337.0,5700.0,4828.0,84466.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,9,FRANCE,157122.0,214.0,136203.0,9936.0,167272.0,6091.0,13750.0,174933.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,10,GERMANY,117213.0,262.0,76614.0,85916.0,203391.0,6521.0,17447.0,214339.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,11,ITALY,35456.0,368.0,28003.0,3353.0,39177.0,2562.0,1232.0,37845.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,12,JAPAN,70726.0,64391.0,117893.0,231602.0,366719.0,3655.0,13659.0,376929.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,13,LUXEMBOURG,42628.0,1720.0,27076.0,7886.0,52234.0,8496.0,2940.0,46407.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,14,NETHERLANDS,56882.0,17.0,27820.0,6642.0,63541.0,14312.0,5852.0,54904.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,15,SWEDEN,17024.0,10.0,13344.0,909.0,17943.0,868.0,1343.0,18419.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,16,SWITZERLAND,23717.0,6325.0,22384.0,15951.0,45993.0,2678.0,5426.0,48832.0
2017Q1,2017,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,64775.0,98471.0,119418.0,215866.0,379112.0,31207.0,31260.0,379167.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,21,AUSTRALIA,22689.0,2292.0,12377.0,49440.0,74421.0,4535.0,3257.0,73145.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,22,AUSTRIA,12952.0,0.0,6520.0,1.0,12953.0,1877.0,674.0,11748.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,23,CYPRUS,2742.0,0.0,1436.0,0.0,2742.0,592.0,22.0,2172.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,24,DENMARK,9657.0,1.0,8987.0,106.0,9764.0,635.0,961.0,10089.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,25,FINLAND,8498.0,1.0,5802.0,28.0,8527.0,295.0,598.0,8828.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,26,GREECE,9450.0,0.0,8984.0,161.0,9611.0,274.0,31.0,9368.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,27,IRELAND,59215.0,3152.0,47362.0,1897.0,64264.0,8705.0,4049.0,59609.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,28,ISRAEL,3615.0,262.0,2667.0,921.0,4798.0,527.0,1257.0,5529.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,1481.0,4.0,1176.0,1477.0,2962.0,472.0,83.0,2570.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,30,NORWAY,15242.0,23.0,13528.0,71.0,15336.0,863.0,912.0,15385.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,31,PORTUGAL,4439.0,18.0,3490.0,92.0,4549.0,467.0,233.0,4314.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,32,SLOVAKIA,270.0,28.0,155.0,240.0,538.0,36.0,110.0,613.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,33,SPAIN,29098.0,143.0,21471.0,1982.0,31223.0,1834.0,3501.0,32890.0
2017Q1,2017,Q1,Table 2,2,LFI,Non G-10 Developed Countries,country_data,34,OTHER NON G-10 DEV.,2542.0,0.0,2129.0,1.0,2543.0,233.0,363.0,2673.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,38,BULGARIA,92.0,48.0,133.0,169.0,309.0,39.0,2.0,272.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,39,CZECH REPUBLIC,2145.0,374.0,2001.0,3543.0,6062.0,275.0,7.0,5793.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,40,HUNGARY,1561.0,223.0,884.0,1867.0,3651.0,325.0,46.0,3371.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,41,POLAND,1890.0,1070.0,1722.0,8543.0,11503.0,494.0,73.0,11081.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,42,ROMANIA,453.0,274.0,659.0,839.0,1566.0,63.0,0.0,1504.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,43,RUSSIA,5970.0,817.0,4989.0,5642.0,12429.0,1102.0,1011.0,12338.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,44,TURKEY,14469.0,651.0,12821.0,1953.0,17073.0,1246.0,1231.0,17059.0
2017Q1,2017,Q1,Table 2,2,LFI,Eastern Europe,country_data,45,OTHER E. EUROPE,1636.0,17.0,969.0,580.0,2233.0,199.0,33.0,2069.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,49,ANGUILLA,1960.0,0.0,1826.0,0.0,1960.0,14.0,2.0,1948.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,50,ARGENTINA,1835.0,1057.0,2494.0,3414.0,6306.0,729.0,45.0,5622.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,51,BRAZIL,36677.0,1920.0,25123.0,31318.0,69915.0,5784.0,13884.0,78014.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,52,CHILE,7007.0,230.0,5142.0,2418.0,9655.0,254.0,448.0,9848.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,53,COLOMBIA,5240.0,146.0,3495.0,3541.0,8927.0,886.0,957.0,8996.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,54,COSTA RICA,707.0,217.0,743.0,328.0,1252.0,174.0,84.0,1161.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,55,DOMINICAN REPUBLIC,1457.0,56.0,1178.0,425.0,1938.0,265.0,5.0,1678.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,56,ECUADOR,977.0,501.0,1190.0,0.0,1478.0,305.0,3.0,1175.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,57,EL SALVADOR,520.0,305.0,687.0,0.0,825.0,157.0,26.0,694.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,58,GUATEMALA,1509.0,221.0,1314.0,261.0,1991.0,198.0,272.0,2067.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,59,HONDURAS,355.0,44.0,285.0,100.0,499.0,111.0,49.0,437.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,60,MEXICO,19040.0,4935.0,13315.0,56687.0,80662.0,6629.0,1283.0,75319.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,61,PERU,3135.0,1420.0,3132.0,672.0,5227.0,384.0,412.0,5258.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,62,URUGUAY,712.0,150.0,519.0,259.0,1121.0,88.0,6.0,1038.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,63,VENEZUELA,2964.0,0.0,533.0,55.0,3019.0,2309.0,30.0,738.0
2017Q1,2017,Q1,Table 2,2,LFI,Latin America and Caribbean,country_data,64,OTHER LAT. AM. & CAR.,27452.0,562.0,20186.0,708.0,28722.0,6766.0,1042.0,22419.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,68,CHINA-MAINLAND,36271.0,6953.0,38696.0,27947.0,71171.0,4158.0,8210.0,75476.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,69,INDIA,28784.0,4121.0,28069.0,30399.0,63304.0,4086.0,7830.0,67044.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,70,INDONESIA,6692.0,2742.0,7037.0,4206.0,13640.0,2123.0,769.0,12285.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,71,"KOREA, SOUTH",29646.0,4257.0,30729.0,35389.0,69292.0,2240.0,4512.0,71563.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,72,KUWAIT,12466.0,43.0,12200.0,221.0,12730.0,245.0,186.0,12671.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,73,MALAYSIA,3440.0,1806.0,4317.0,9240.0,14486.0,391.0,313.0,14405.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,74,PAKISTAN,411.0,41.0,405.0,1023.0,1475.0,173.0,2.0,1303.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,75,PHILIPPINES,2741.0,1130.0,3448.0,4082.0,7953.0,383.0,196.0,7766.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,76,QATAR,4366.0,0.0,2613.0,60.0,4426.0,413.0,954.0,4964.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,77,SAUDI ARABIA,12942.0,767.0,9745.0,1968.0,15677.0,1006.0,362.0,15032.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,78,TAIWAN,22402.0,3514.0,25518.0,16198.0,42114.0,303.0,1396.0,43206.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,79,THAILAND,1784.0,75.0,1596.0,6934.0,8793.0,435.0,228.0,8588.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,80,UNITED ARAB EMIRATES,9314.0,3149.0,8405.0,2966.0,15429.0,2277.0,849.0,14000.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,81,WEST BANK AND GAZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 2,2,LFI,Asia and Pacific,country_data,82,OTHER ASIA AND PACIFIC,7104.0,1777.0,7133.0,2153.0,11034.0,2366.0,483.0,9152.0
2017Q1,2017,Q1,Table 2,2,LFI,Africa,country_data,86,ALGERIA,53.0,202.0,205.0,1272.0,1527.0,371.0,0.0,1155.0
