period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,0.0,51.0,51.0,106.0,152.0,258.0,77.0,1.0,108.0,0.0,0.0,108.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,1529.0,4094.0,5623.0,12437.0,12076.0,9020.0,2432.0,423.0,9732.0,451.0,1594.0,9069.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,0.0,175.0,175.0,226.0,1559.0,1620.0,493.0,66.0,729.0,0.0,339.0,727.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,0.0,578.0,578.0,1030.0,1264.0,3617.0,602.0,21.0,52354.0,0.0,505.0,52108.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,0.0,151.0,151.0,549.0,1379.0,16.0,72.0,11.0,3.0,0.0,3.0,0.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,13.0,3468.0,3481.0,3600.0,136.0,5027.0,6445.0,108.0,10427.0,0.0,1282.0,10419.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,10096.0,1177.0,11273.0,2213.0,-2927.0,381.0,405.0,64.0,7544.0,0.0,233.0,7313.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,75.0,203.0,278.0,2029.0,1495.0,1735.0,418.0,51.0,85.0,0.0,56.0,29.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,0.0,36.0,36.0,1450.0,181.0,1716.0,52.0,11.0,380.0,0.0,376.0,289.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,1.0,35.0,36.0,465.0,326.0,421.0,711.0,100.0,20559.0,0.0,15796.0,20534.0
2019Q2,2019,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,35352.0,22615.0,57967.0,25696.0,-1440.0,6629.0,2319.0,178.0,28501.0,13.0,3877.0,25843.0
2019Q2,2019,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,4524.0,3795.0,8319.0,7671.0,1359.0,3664.0,214.0,32.0,582.0,0.0,69.0,520.0
