period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,3664.0,138.0,728.0,4530.0,3765.0,66.0,6599.0,8752.0,680.0,16031.0,5728.0,0.0,2654.0,170.0,37.0,2861.0,2228.0,84.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,16684.0,6095.0,4359.0,27138.0,15246.0,301.0,3894.0,9467.0,2969.0,16330.0,3857.0,7.0,25981.0,12347.0,6238.0,44566.0,26454.0,991.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,16361.0,795.0,6378.0,23534.0,16477.0,148.0,19560.0,5457.0,2958.0,27975.0,18978.0,0.0,60887.0,5918.0,2795.0,69600.0,60929.0,199.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,15945.0,1033.0,5203.0,22181.0,14972.0,326.0,53019.0,89816.0,9222.0,152057.0,46709.0,0.0,17155.0,5780.0,4117.0,27052.0,19841.0,247.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,8343.0,178.0,1216.0,9737.0,7550.0,46.0,23265.0,619.0,14935.0,38819.0,23082.0,0.0,8095.0,1886.0,740.0,10721.0,7910.0,793.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,53540.0,47244.0,1737.0,102521.0,44130.0,42156.0,13450.0,138321.0,1903.0,153674.0,13311.0,3.0,5970.0,70660.0,3239.0,79869.0,5246.0,554.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1229.0,226.0,77.0,1532.0,2909.0,81.0,861.0,7484.0,13.0,8358.0,859.0,0.0,35591.0,3207.0,2979.0,41777.0,39645.0,1282.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,7717.0,49.0,4540.0,12306.0,5594.0,0.0,4699.0,8624.0,678.0,14001.0,4603.0,0.0,15904.0,252.0,1068.0,17224.0,15319.0,70.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,4801.0,8.0,151.0,4960.0,7489.0,0.0,2032.0,626.0,23.0,2681.0,2032.0,0.0,3783.0,0.0,158.0,3941.0,3707.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,4745.0,208.0,764.0,5717.0,4350.0,127.0,2559.0,23373.0,59.0,25991.0,2559.0,11.0,4103.0,2752.0,3950.0,10805.0,3817.0,3233.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,6724.0,21509.0,11256.0,39489.0,8717.0,23009.0,4956.0,123369.0,14898.0,143223.0,4665.0,768.0,32960.0,107709.0,16870.0,157539.0,30891.0,28309.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,22,AUSTRALIA,6733.0,6031.0,3082.0,15846.0,6417.0,479.0,3339.0,20882.0,155.0,24376.0,3338.0,0.0,8536.0,15237.0,899.0,24672.0,8699.0,1457.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,23,AUSTRIA,1073.0,0.0,119.0,1192.0,1087.0,0.0,6227.0,0.0,160.0,6387.0,6148.0,0.0,471.0,3.0,5.0,479.0,465.0,2.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,24,CYPRUS,196.0,0.0,10.0,206.0,196.0,0.0,98.0,0.0,0.0,98.0,98.0,0.0,1262.0,0.0,2.0,1264.0,1153.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,25,DENMARK,3206.0,3.0,705.0,3914.0,1708.0,2.0,248.0,460.0,143.0,851.0,248.0,0.0,1709.0,0.0,818.0,2527.0,1704.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,26,FINLAND,3675.0,13.0,499.0,4187.0,2200.0,0.0,2482.0,4.0,192.0,2678.0,2447.0,0.0,2026.0,0.0,39.0,2065.0,2051.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,27,GREECE,5061.0,0.0,690.0,5751.0,5069.0,0.0,298.0,26.0,1184.0,1508.0,298.0,0.0,21.0,50.0,0.0,71.0,8.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,28,IRELAND,1498.0,279.0,83.0,1860.0,1209.0,196.0,2386.0,2165.0,98.0,4649.0,2381.0,0.0,58668.0,1461.0,2523.0,62652.0,64639.0,803.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,29,ISRAEL,644.0,49.0,97.0,790.0,646.0,10.0,1234.0,1034.0,127.0,2395.0,1481.0,5.0,331.0,4.0,73.0,408.0,324.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,415.0,131.0,111.0,657.0,487.0,0.0,304.0,803.0,53.0,1160.0,303.0,0.0,832.0,132.0,78.0,1042.0,1054.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,31,NORWAY,3062.0,1.0,78.0,3141.0,2717.0,0.0,3919.0,75.0,204.0,4198.0,3902.0,0.0,1606.0,0.0,11.0,1617.0,1596.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,32,PORTUGAL,427.0,6.0,16.0,449.0,387.0,0.0,746.0,3.0,84.0,833.0,746.0,0.0,77.0,0.0,23.0,100.0,80.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,33,SLOVAKIA,62.0,0.0,0.0,62.0,62.0,0.0,124.0,8.0,5.0,137.0,124.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,34,SPAIN,5374.0,141.0,1619.0,7134.0,5369.0,21.0,8418.0,516.0,159.0,9093.0,8286.0,0.0,6581.0,96.0,293.0,6970.0,6473.0,1.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,225.0,0.0,11.0,236.0,225.0,0.0,12755.0,0.0,408.0,13163.0,12755.0,0.0,684.0,0.0,9.0,693.0,330.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Eastern Europe,country_data,39,BULGARIA,7.0,8.0,1.0,16.0,10.0,0.0,6.0,149.0,0.0,155.0,6.0,36.0,0.0,22.0,0.0,22.0,0.0,22.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Eastern Europe,country_data,40,CZECH REPUBLIC,527.0,0.0,17.0,544.0,596.0,0.0,314.0,2730.0,51.0,3095.0,314.0,0.0,38.0,30.0,0.0,68.0,86.0,13.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Eastern Europe,country_data,41,HUNGARY,429.0,4.0,18.0,451.0,506.0,5.0,524.0,1145.0,4.0,1673.0,521.0,66.0,29.0,1.0,3.0,33.0,29.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,LFI,Eastern Europe,country_data,43,POLAND,994.0,414.0,46.0,1454.0,1003.0,221.0,756.0,5901.0,0.0,6657.0,747.0,666.0,748.0,448.0,16.0,1212.0,747.0,3.0
