period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,184.0,39.0,1.0,224.0,189.0,0.0,248.0,6.0,0.0,254.0,54.0,0.0,112.0,0.0,0.0,112.0,341.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,18071.0,3985.0,315.0,22371.0,14385.0,1211.0,2406.0,1135.0,173.0,3714.0,2385.0,510.0,7931.0,619.0,18.0,8568.0,8193.0,51.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,12342.0,18.0,141.0,12501.0,7942.0,0.0,1454.0,139.0,0.0,1593.0,561.0,0.0,758.0,7.0,6.0,771.0,504.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,38977.0,10.0,300.0,39287.0,7081.0,0.0,3039.0,51.0,62.0,3152.0,1829.0,0.0,708.0,82.0,0.0,790.0,291.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,124.0,122.0,0.0,246.0,96.0,14.0,9.0,165.0,0.0,174.0,9.0,0.0,14.0,0.0,0.0,14.0,9.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,15359.0,1110.0,43.0,16512.0,6143.0,4.0,10182.0,321.0,0.0,10503.0,10182.0,0.0,6696.0,202.0,12.0,6910.0,4574.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,282.0,243.0,14.0,539.0,374.0,73.0,5.0,4106.0,0.0,4111.0,3.0,0.0,8996.0,14.0,96.0,9106.0,8641.0,6.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1334.0,4.0,4.0,1342.0,922.0,4.0,516.0,3.0,23.0,542.0,300.0,1.0,353.0,1.0,15.0,369.0,139.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,1586.0,29.0,0.0,1615.0,1206.0,0.0,775.0,7.0,0.0,782.0,887.0,0.0,25.0,0.0,6.0,31.0,25.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,36775.0,97.0,24.0,36896.0,2033.0,1.0,336.0,0.0,0.0,336.0,336.0,0.0,609.0,221.0,1.0,831.0,458.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,44683.0,7942.0,163.0,52788.0,72296.0,7286.0,2610.0,14530.0,0.0,17140.0,427.0,5.0,17748.0,4618.0,1149.0,23515.0,17858.0,3508.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,2384.0,2184.0,57.0,4625.0,3210.0,10.0,7.0,420.0,0.0,427.0,1.0,0.0,158.0,57.0,8.0,223.0,215.0,5.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,289.0,1.0,0.0,290.0,288.0,0.0,310.0,0.0,0.0,310.0,310.0,0.0,87.0,1.0,6.0,94.0,16.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,230.0,1.0,11.0,242.0,223.0,0.0,91.0,0.0,0.0,91.0,91.0,0.0,14.0,0.0,0.0,14.0,14.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,791.0,5.0,0.0,796.0,669.0,0.0,397.0,0.0,0.0,397.0,344.0,0.0,174.0,0.0,0.0,174.0,171.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,27,GREECE,8.0,0.0,0.0,8.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,449.0,14.0,0.0,463.0,6886.0,1.0,0.0,5925.0,0.0,5925.0,0.0,0.0,2175.0,133.0,106.0,2414.0,4263.0,54.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,131.0,0.0,1.0,132.0,129.0,0.0,329.0,0.0,0.0,329.0,328.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,81.0,7.0,0.0,88.0,101.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,98.0,0.0,4.0,102.0,97.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,1234.0,2.0,0.0,1236.0,1172.0,0.0,696.0,0.0,0.0,696.0,410.0,0.0,2.0,4.0,0.0,6.0,2.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,32,PORTUGAL,3.0,0.0,0.0,3.0,2.0,0.0,143.0,0.0,0.0,143.0,143.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,33,SLOVAKIA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,34,SPAIN,961.0,186.0,46.0,1193.0,460.0,0.0,455.0,41.0,0.0,496.0,455.0,1.0,54.0,0.0,0.0,54.0,50.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,46.0,93.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Eastern Europe,country_data,39,BULGARIA,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Eastern Europe,country_data,40,CZECH REPUBLIC,71.0,0.0,0.0,71.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 4.1,4.1,All Others,Eastern Europe,country_data,41,HUNGARY,34.0,0.0,0.0,34.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
