period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,2156.0,2452.0,4608.0,1132.0,15262.0,329.0,36.0,1.0,0.0,0.0,0.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,1945.0,2816.0,4761.0,5485.0,-7966.0,14820.0,1078.0,70.0,5460.0,588.0,376.0,5281.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,4.0,369.0,373.0,635.0,1066.0,4732.0,298.0,89.0,4700.0,0.0,49.0,4663.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,579.0,1420.0,1999.0,3920.0,19303.0,8344.0,259.0,16.0,42676.0,0.0,27.0,42651.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,2.0,1012.0,1014.0,3304.0,778.0,407.0,181.0,1.0,532.0,0.0,0.0,532.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,49.0,4945.0,4994.0,5105.0,9329.0,2884.0,1859.0,162.0,10413.0,1.0,3078.0,9529.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,9649.0,7004.0,16653.0,15716.0,-7516.0,268.0,118.0,0.0,190.0,0.0,123.0,67.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1449.0,3007.0,4456.0,6504.0,-2739.0,2793.0,199.0,19.0,217.0,0.0,205.0,12.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,0.0,33.0,33.0,1034.0,79.0,1314.0,68.0,21.0,30.0,0.0,19.0,11.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,10.0,17.0,27.0,1603.0,332.0,1205.0,852.0,114.0,1056.0,0.0,21.0,1035.0
2023Q2,2023,Q2,Table 3,3,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,67884.0,29428.0,97312.0,40963.0,-28231.0,8746.0,1002.0,93.0,23176.0,260.0,671.0,22983.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,5039.0,5692.0,10731.0,10623.0,690.0,4401.0,250.0,13.0,752.0,0.0,730.0,730.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,0.0,48.0,48.0,200.0,40.0,1178.0,0.0,0.0,50.0,0.0,50.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,0.0,1.0,1.0,1947.0,9.0,418.0,16.0,0.0,25.0,0.0,25.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,3.0,3.0,977.0,63.0,989.0,11.0,8.0,19.0,0.0,0.0,19.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,27,GREECE,0.0,0.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,6818.0,5796.0,12614.0,22782.0,-7091.0,311.0,221.0,13.0,6627.0,0.0,211.0,6430.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,0.0,9.0,9.0,113.0,65.0,224.0,80.0,9.0,24.0,0.0,24.0,0.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,3.0,47.0,50.0,1101.0,285.0,112.0,15.0,0.0,1.0,0.0,0.0,1.0
2023Q2,2023,Q2,Table 3,3,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,152.0,152.0,1202.0,-99.0,1799.0,20.0,1.0,279.0,0.0,0.0,279.0
