period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,10309.0,792.0,390.0,11491.0,10529.0,367.0,8222.0,8520.0,167.0,16909.0,7944.0,0.0,2284.0,47.0,114.0,2445.0,2306.0,14.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,9,CANADA,46209.0,13327.0,4258.0,63794.0,39216.0,2191.0,16192.0,26111.0,703.0,43006.0,15967.0,598.0,52399.0,13657.0,1523.0,67579.0,54135.0,1929.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,55958.0,1408.0,5620.0,62986.0,43437.0,53.0,29822.0,52290.0,4040.0,86152.0,27089.0,0.0,133508.0,19347.0,4442.0,157297.0,134346.0,1057.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,48629.0,6183.0,3206.0,58018.0,20863.0,349.0,38290.0,220046.0,10224.0,268560.0,31699.0,4.0,43043.0,24616.0,14515.0,82174.0,46290.0,992.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,12,ITALY,10425.0,272.0,1962.0,12659.0,9794.0,25.0,20807.0,1060.0,7207.0,29074.0,20691.0,0.0,5410.0,1995.0,1341.0,8746.0,5519.0,210.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,91723.0,37947.0,6318.0,135988.0,67707.0,31431.0,22996.0,145334.0,3644.0,171974.0,22836.0,0.0,14251.0,163167.0,8217.0,185635.0,12860.0,545.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,4668.0,424.0,116.0,5208.0,6459.0,285.0,414.0,16022.0,37.0,16473.0,402.0,0.0,64887.0,3303.0,7785.0,75975.0,66734.0,1861.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,9963.0,44.0,3569.0,13576.0,6354.0,5.0,5878.0,13103.0,1374.0,20355.0,5369.0,29.0,20395.0,286.0,2675.0,23356.0,21970.0,142.0
2022Q2,2022,Q2,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,10088.0,2.0,72.0,10162.0,12407.0,0.0,3057.0,542.0,17.0,3616.0,3000.0,3.0,4838.0,3.0,323.0,5164.0,5048.0,2.0
