period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,9,BELGIUM,3726.0,51.0,3777.0,39.0,143.0,182.0,377.0,4336.0,3670.0,108.0,3778.0,4.0,4.0,8.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,10,CANADA,30169.0,3253.0,33422.0,25070.0,5625.0,30695.0,3924.0,68041.0,25070.0,2997.0,28067.0,8826.0,46.0,8872.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,11,FRANCE,22868.0,217.0,23085.0,4528.0,1451.0,5979.0,1919.0,30983.0,21130.0,272.0,21402.0,481.0,10.0,491.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,12,GERMANY,26194.0,835.0,27029.0,3758.0,955.0,4713.0,5587.0,37329.0,22441.0,950.0,23391.0,4463.0,93.0,4556.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,13,ITALY,7785.0,258.0,8043.0,3214.0,1770.0,4984.0,1569.0,14596.0,7124.0,262.0,7386.0,168.0,37.0,205.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,14,JAPAN,20325.0,397.0,20722.0,42339.0,2591.0,44930.0,2628.0,68280.0,17085.0,342.0,17427.0,2149.0,0.0,2149.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,15,LUXEMBOURG,18166.0,43.0,18209.0,1442.0,1.0,1443.0,1204.0,20856.0,29385.0,49.0,29434.0,256.0,0.0,256.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,16,NETHERLANDS,23440.0,102.0,23542.0,290.0,158.0,448.0,2528.0,26518.0,25768.0,131.0,25899.0,82.0,0.0,82.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,17,SWEDEN,11737.0,388.0,12125.0,43.0,103.0,146.0,350.0,12621.0,11735.0,398.0,12133.0,10.0,0.0,10.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,18,SWITZERLAND,18492.0,591.0,19083.0,683.0,1570.0,2253.0,2835.0,24171.0,17734.0,691.0,18425.0,707.0,1278.0,1985.0
2022Q2,2022,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,30843.0,5633.0,36476.0,51713.0,11595.0,63308.0,12071.0,111855.0,27931.0,5358.0,33289.0,22540.0,1705.0,24245.0
