period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,9,BELGIUM,344.0,5.0,349.0,34.0,76.0,110.0,1.0,460.0,393.0,15.0,408.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,10,CANADA,10779.0,2649.0,13428.0,6358.0,4947.0,11305.0,156.0,24889.0,9143.0,2566.0,11709.0,1631.0,46.0,1677.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,11,FRANCE,1282.0,94.0,1376.0,494.0,523.0,1017.0,2.0,2395.0,1338.0,73.0,1411.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,12,GERMANY,2978.0,559.0,3537.0,663.0,575.0,1238.0,0.0,4775.0,3046.0,560.0,3606.0,9.0,0.0,9.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,13,ITALY,132.0,30.0,162.0,543.0,727.0,1270.0,0.0,1432.0,46.0,27.0,73.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,14,JAPAN,1397.0,228.0,1625.0,1826.0,2590.0,4416.0,5.0,6046.0,749.0,219.0,968.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,15,LUXEMBOURG,2095.0,36.0,2131.0,19.0,0.0,19.0,40.0,2190.0,2536.0,41.0,2577.0,14.0,0.0,14.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,16,NETHERLANDS,3071.0,9.0,3080.0,125.0,132.0,257.0,54.0,3391.0,3391.0,18.0,3409.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,17,SWEDEN,313.0,328.0,641.0,24.0,102.0,126.0,0.0,767.0,324.0,325.0,649.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,18,SWITZERLAND,1976.0,192.0,2168.0,1.0,0.0,1.0,16.0,2185.0,931.0,289.0,1220.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,8842.0,1154.0,9996.0,6031.0,7710.0,13741.0,138.0,23875.0,8348.0,1208.0,9556.0,1307.0,6.0,1313.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,subtotal,20,Total,33209.0,5284.0,38493.0,16118.0,17382.0,33500.0,412.0,72405.0,30245.0,5341.0,35586.0,2961.0,52.0,3013.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,empty,21,,,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,region_header,22,Non G-10 Developed Countries,,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,23,AUSTRALIA,1555.0,83.0,1638.0,3607.0,1855.0,5462.0,116.0,7216.0,1413.0,85.0,1498.0,52.0,0.0,52.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,24,AUSTRIA,147.0,5.0,152.0,37.0,36.0,73.0,0.0,225.0,140.0,18.0,158.0,0.0,0.0,0.0
2022Q2,2022,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,25,CYPRUS,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
