period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,2277.0,4250.0,6527.0,21301.0,18159.0,1658.0,5893.0,1246.0,3655.0,0.0,356.0,3655.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,10810.0,42772.0,53582.0,61374.0,30220.0,28346.0,27982.0,5331.0,50384.0,927.0,16235.0,50148.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,724.0,59491.0,60215.0,127807.0,78168.0,10303.0,38499.0,11987.0,158043.0,6.0,76975.0,158003.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,36884.0,143010.0,179894.0,147733.0,284036.0,21104.0,48758.0,12137.0,68897.0,0.0,31367.0,68897.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,1617.0,12739.0,14356.0,60775.0,-4889.0,2413.0,28422.0,11750.0,5653.0,0.0,1625.0,5653.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,6641.0,95537.0,102178.0,147643.0,309468.0,12735.0,111568.0,24221.0,221555.0,2.0,136310.0,221555.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,97704.0,50828.0,148532.0,117211.0,-113600.0,3278.0,12232.0,583.0,11630.0,0.0,1650.0,11543.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,31571.0,15003.0,46574.0,86461.0,-35726.0,6195.0,18676.0,3022.0,6372.0,0.0,2212.0,6349.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,36.0,745.0,781.0,22430.0,-76.0,2079.0,11817.0,668.0,4150.0,0.0,3227.0,4150.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,15153.0,3503.0,18656.0,57461.0,23272.0,1109.0,11186.0,575.0,7176.0,9.0,2843.0,7176.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,1327969.0,340858.0,1668827.0,407513.0,-206.0,22400.0,78684.0,19093.0,112045.0,285.0,67570.0,112014.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,subtotal,19,Total,1531386.0,768736.0,2300122.0,1257709.0,588826.0,111620.0,393717.0,90613.0,649560.0,1229.0,340370.0,649143.0
2022Q2,2022,Q2,Table 3,3,All Banks,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2022Q2,2022,Q2,Table 3,3,All Banks,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2022Q2,2022,Q2,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,10859.0,69207.0,80066.0,106327.0,51101.0,14671.0,28220.0,3352.0,20159.0,0.0,13451.0,20149.0
2022Q2,2022,Q2,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,158.0,481.0,639.0,7850.0,-530.0,3413.0,4470.0,1046.0,670.0,0.0,289.0,670.0
