period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,3030.0,1966.0,4996.0,835.0,10951.0,532.0,20.0,0.0,62.0,0.0,0.0,62.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,1859.0,4169.0,6028.0,5591.0,4389.0,13888.0,1688.0,174.0,11156.0,745.0,1785.0,10941.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,75.0,174.0,249.0,440.0,1008.0,5654.0,345.0,38.0,6186.0,0.0,3174.0,6186.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,895.0,5224.0,6119.0,5277.0,14703.0,8450.0,248.0,4.0,23344.0,0.0,23.0,23344.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,0.0,511.0,511.0,3507.0,758.0,1089.0,53.0,5.0,2.0,0.0,0.0,2.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,26.0,3713.0,3739.0,4608.0,25765.0,7285.0,6908.0,93.0,14895.0,0.0,3956.0,14895.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,10474.0,4771.0,15245.0,15188.0,-4983.0,302.0,231.0,29.0,7142.0,0.0,28.0,7114.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1510.0,2089.0,3599.0,6711.0,1836.0,4321.0,560.0,60.0,81.0,0.0,14.0,67.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,0.0,39.0,39.0,1437.0,39.0,2756.0,11.0,4.0,2.0,0.0,1.0,2.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,2.0,29.0,31.0,1427.0,351.0,785.0,449.0,96.0,1398.0,0.0,16.0,1382.0
2020Q3,2020,Q3,Table 3,3,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,72175.0,45113.0,117288.0,51349.0,-18792.0,12357.0,1027.0,151.0,21349.0,209.0,674.0,21318.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,6584.0,8858.0,15442.0,14497.0,-2959.0,5185.0,234.0,30.0,21.0,0.0,2.0,21.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,0.0,42.0,42.0,359.0,14.0,944.0,1.0,0.0,13.0,0.0,0.0,13.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,0.0,2.0,2.0,1783.0,4.0,237.0,12.0,4.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,4.0,4.0,478.0,32.0,1048.0,6.0,6.0,17.0,0.0,0.0,17.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,27,GREECE,0.0,0.0,0.0,141.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,6291.0,4787.0,11078.0,22239.0,4927.0,886.0,152.0,10.0,3935.0,581.0,199.0,3775.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,0.0,4.0,4.0,273.0,-1.0,440.0,205.0,0.0,4.0,0.0,0.0,4.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,0.0,39.0,39.0,1248.0,204.0,119.0,32.0,0.0,1.0,0.0,0.0,1.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,240.0,240.0,1549.0,-77.0,1908.0,20.0,14.0,134.0,0.0,20.0,134.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,32,PORTUGAL,0.0,0.0,0.0,58.0,0.0,68.0,0.0,0.0,6.0,0.0,0.0,6.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,33,SLOVAKIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,34,SPAIN,299.0,400.0,699.0,732.0,101.0,2672.0,57.0,30.0,148.0,0.0,0.0,148.0
2020Q3,2020,Q3,Table 3,3,All Others,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,0.0,0.0,0.0,189.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,39,BULGARIA,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,40,CZECH REPUBLIC,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,41,HUNGARY,3.0,1.0,4.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,43,POLAND,0.0,130.0,130.0,113.0,68.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,44,ROMANIA,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q3,2020,Q3,Table 3,3,All Others,Eastern Europe,country_data,45,RUSSIA,0.0,3.0,3.0,369.0,38.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0
