period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,1004.0,525.0,0.0,1529.0,964.0,321.0,260.0,6244.0,13.0,6517.0,136.0,0.0,221.0,0.0,0.0,221.0,343.0,0.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,18953.0,5476.0,877.0,25306.0,16527.0,1124.0,2533.0,1440.0,396.0,4369.0,2527.0,821.0,9963.0,1034.0,385.0,11382.0,10208.0,87.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,19600.0,8.0,972.0,20580.0,11034.0,0.0,3177.0,116.0,11.0,3304.0,2348.0,0.0,1923.0,414.0,13.0,2350.0,1691.0,0.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,33540.0,143.0,1629.0,35312.0,7738.0,11.0,6651.0,17054.0,15.0,23720.0,5465.0,0.0,1432.0,120.0,6.0,1558.0,1051.0,10.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,482.0,130.0,0.0,612.0,61.0,1.0,1087.0,234.0,1.0,1322.0,1087.0,0.0,76.0,0.0,1.0,77.0,14.0,0.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,21284.0,7147.0,84.0,28515.0,8302.0,6107.0,12715.0,19741.0,1.0,32457.0,12715.0,0.0,7419.0,224.0,50.0,7693.0,7413.0,0.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,207.0,333.0,3.0,543.0,255.0,235.0,75.0,5749.0,0.0,5824.0,73.0,0.0,8818.0,159.0,179.0,9156.0,8520.0,93.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,2036.0,18.0,9.0,2063.0,1846.0,3.0,1321.0,397.0,6.0,1724.0,1111.0,5.0,643.0,243.0,2.0,888.0,461.0,73.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,3036.0,100.0,0.0,3136.0,2260.0,0.0,1032.0,10.0,0.0,1042.0,1146.0,0.0,698.0,77.0,0.0,775.0,249.0,77.0
2020Q3,2020,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,45592.0,285.0,30.0,45907.0,2587.0,2.0,502.0,0.0,0.0,502.0,502.0,0.0,518.0,189.0,176.0,883.0,396.0,11.0
