period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,7,BELGIUM,2471.0,4.0,2035.0,41.0,2516.0,161.0,105.0,2460.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,8,CANADA,38877.0,5135.0,11029.0,22808.0,66820.0,17272.0,19134.0,68698.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,9,FRANCE,15654.0,439.0,8941.0,14319.0,30412.0,1513.0,2143.0,31041.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,10,GERMANY,8420.0,54.0,3779.0,4687.0,13161.0,1249.0,3136.0,15013.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,11,ITALY,786.0,104.0,175.0,5977.0,6867.0,40.0,220.0,7048.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,12,JAPAN,15664.0,526.0,11598.0,7354.0,23544.0,352.0,3248.0,26411.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,13,LUXEMBOURG,5988.0,7.0,1328.0,86.0,6081.0,970.0,1187.0,6275.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,14,NETHERLANDS,6804.0,73.0,2515.0,1482.0,8359.0,2344.0,890.0,6887.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,15,SWEDEN,2397.0,14.0,622.0,164.0,2575.0,148.0,491.0,2912.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,16,SWITZERLAND,2623.0,46.0,1519.0,1675.0,4344.0,453.0,2348.0,6234.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,24715.0,5564.0,13226.0,31242.0,61521.0,5166.0,7212.0,63542.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,subtotal,18,Total,124399.0,11966.0,56767.0,89835.0,226200.0,29668.0,40114.0,236521.0
2015Q2,2015,Q2,Table 2,2,All Others,G-10 and Luxembourg,empty,19,,,,,,,,,
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,region_header,20,Non G-10 Developed Countries,,,,,,,,
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,21,AUSTRALIA,9103.0,1313.0,3040.0,12862.0,23278.0,960.0,1139.0,23444.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,22,AUSTRIA,404.0,0.0,144.0,57.0,461.0,15.0,13.0,459.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,23,CYPRUS,27.0,0.0,1.0,75.0,102.0,4.0,48.0,146.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,24,DENMARK,778.0,1.0,635.0,28.0,807.0,14.0,93.0,886.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,25,FINLAND,1089.0,0.0,908.0,97.0,1186.0,7.0,0.0,1179.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,26,GREECE,114.0,0.0,85.0,0.0,114.0,31.0,28.0,111.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,27,IRELAND,3343.0,114.0,1086.0,267.0,3724.0,982.0,1097.0,3840.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,28,ISRAEL,361.0,0.0,171.0,0.0,361.0,35.0,349.0,676.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,551.0,14.0,173.0,1838.0,2403.0,216.0,16.0,2198.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,30,NORWAY,1662.0,26.0,678.0,70.0,1758.0,167.0,216.0,1806.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,31,PORTUGAL,250.0,0.0,26.0,135.0,385.0,13.0,49.0,421.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,32,SLOVAKIA,14.0,0.0,10.0,94.0,108.0,7.0,6.0,107.0
2015Q2,2015,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,33,SPAIN,1214.0,3.0,481.0,1588.0,2805.0,118.0,1324.0,4010.0
