period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,9,BELGIUM,3709.0,44.0,3753.0,5.0,52.0,57.0,202.0,4012.0,3880.0,106.0,3986.0,2.0,3.0,5.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,10,CANADA,15716.0,633.0,16349.0,20551.0,640.0,21191.0,1173.0,38713.0,12934.0,426.0,13360.0,7694.0,11.0,7705.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,11,FRANCE,21516.0,195.0,21711.0,3388.0,801.0,4189.0,2575.0,28475.0,19688.0,230.0,19918.0,726.0,11.0,737.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,12,GERMANY,21806.0,328.0,22134.0,4216.0,302.0,4518.0,3680.0,30332.0,19042.0,726.0,19768.0,183.0,27.0,210.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,13,ITALY,7062.0,324.0,7386.0,2787.0,888.0,3675.0,512.0,11573.0,6539.0,285.0,6824.0,130.0,44.0,174.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,14,JAPAN,16515.0,183.0,16698.0,11497.0,5.0,11502.0,1150.0,29350.0,13642.0,134.0,13776.0,1326.0,0.0,1326.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,15,LUXEMBOURG,15020.0,4.0,15024.0,673.0,13.0,686.0,1436.0,17146.0,30460.0,5.0,30465.0,179.0,6.0,185.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,16,NETHERLANDS,16061.0,180.0,16241.0,161.0,74.0,235.0,2544.0,19020.0,18813.0,194.0,19007.0,54.0,0.0,54.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,17,SWEDEN,5193.0,64.0,5257.0,10.0,0.0,10.0,354.0,5621.0,5261.0,73.0,5334.0,6.0,0.0,6.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,18,SWITZERLAND,10435.0,443.0,10878.0,613.0,1391.0,2004.0,2171.0,15053.0,10075.0,432.0,10507.0,681.0,1115.0,1796.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,20224.0,3649.0,23873.0,31076.0,3479.0,34555.0,9750.0,68178.0,18585.0,3533.0,22118.0,11393.0,1839.0,13232.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,23,AUSTRALIA,4697.0,211.0,4908.0,11803.0,269.0,12072.0,1123.0,18103.0,3734.0,222.0,3956.0,2530.0,0.0,2530.0
2023Q1,2023,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,24,AUSTRIA,1155.0,18.0,1173.0,0.0,0.0,0.0,101.0,1274.0,1373.0,57.0,1430.0,0.0,0.0,0.0
