period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,22097.0,890.0,19089.0,9361.0,32348.0,1695.0,1094.0,31734.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,121087.0,14275.0,90564.0,69455.0,204817.0,12725.0,21540.0,213648.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,197230.0,2075.0,174215.0,27315.0,226620.0,4779.0,20870.0,242719.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,122147.0,1786.0,73683.0,252735.0,376668.0,8998.0,39171.0,406838.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,42521.0,360.0,34421.0,8441.0,51322.0,767.0,1596.0,52146.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,128527.0,31074.0,132272.0,303950.0,463551.0,3022.0,29839.0,490377.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,104606.0,1759.0,71723.0,9024.0,115389.0,27747.0,6590.0,94231.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,45981.0,81.0,29890.0,13155.0,59217.0,9146.0,7645.0,57706.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,19455.0,18.0,15457.0,931.0,20404.0,2730.0,2068.0,19742.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,26270.0,7652.0,29044.0,29762.0,63684.0,3272.0,46223.0,106537.0
2023Q1,2023,Q1,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,158884.0,91609.0,158990.0,264840.0,515333.0,59690.0,41005.0,496624.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,21,AUSTRALIA,28029.0,4246.0,20292.0,89454.0,121729.0,5695.0,4408.0,120375.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRIA,8774.0,0.0,6354.0,105.0,8879.0,709.0,731.0,8898.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,23,CYPRUS,1592.0,0.0,995.0,0.0,1592.0,235.0,423.0,1778.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,24,DENMARK,9464.0,12.0,8339.0,453.0,9929.0,951.0,1311.0,10287.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,25,FINLAND,8276.0,0.0,6519.0,87.0,8363.0,119.0,2929.0,11170.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,26,GREECE,3568.0,0.0,3184.0,166.0,3734.0,88.0,113.0,3758.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,27,IRELAND,89493.0,4754.0,56384.0,23484.0,117731.0,10273.0,6188.0,113650.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,28,ISRAEL,14469.0,239.0,12422.0,3916.0,18624.0,474.0,490.0,18627.0
2023Q1,2023,Q1,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,5570.0,6.0,4750.0,2390.0,7966.0,611.0,137.0,7495.0
