period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,2136.0,2993.0,5129.0,746.0,22351.0,336.0,61.0,3.0,6.0,0.0,0.0,6.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,2002.0,4604.0,6606.0,6284.0,3850.0,21819.0,1523.0,283.0,22769.0,743.0,5532.0,22533.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,1.0,246.0,247.0,440.0,903.0,5180.0,308.0,54.0,3742.0,36.0,3648.0,3708.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,860.0,5672.0,6532.0,5723.0,14179.0,10051.0,215.0,6.0,22604.0,0.0,1165.0,22604.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,0.0,641.0,641.0,2685.0,922.0,2029.0,94.0,2.0,0.0,0.0,0.0,0.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,22.0,4846.0,4868.0,5498.0,19721.0,9892.0,7057.0,81.0,10230.0,0.0,94.0,10218.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,11455.0,7385.0,18840.0,18270.0,-10792.0,265.0,532.0,9.0,7150.0,0.0,33.0,7117.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1722.0,2793.0,4515.0,6902.0,-1933.0,4727.0,292.0,42.0,33.0,0.0,5.0,28.0
2021Q1,2021,Q1,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,1.0,46.0,47.0,1615.0,57.0,2430.0,35.0,26.0,0.0,0.0,0.0,0.0
