period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,19861.0,771.0,13334.0,4368.0,25000.0,1467.0,3111.0,26642.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,82702.0,12321.0,56816.0,48823.0,143846.0,9232.0,14357.0,148945.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,158502.0,293.0,131058.0,15256.0,174051.0,3618.0,15871.0,186300.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,124968.0,240.0,79359.0,144316.0,269524.0,8987.0,63225.0,323755.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,44184.0,876.0,27954.0,4436.0,49496.0,309.0,2311.0,51498.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,125819.0,52126.0,146459.0,282497.0,460442.0,6623.0,39280.0,493086.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,70638.0,2931.0,46751.0,14108.0,87677.0,18908.0,4048.0,72814.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,60372.0,969.0,29777.0,12296.0,73637.0,12894.0,10791.0,71529.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,21455.0,11.0,15239.0,295.0,21761.0,1667.0,3403.0,23495.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,26014.0,5953.0,26339.0,24264.0,56231.0,3137.0,47282.0,100373.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,172244.0,121504.0,235083.0,261917.0,555665.0,70828.0,27341.0,512172.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,subtotal,18,Total,906759.0,197995.0,808169.0,812576.0,1917330.0,137670.0,231020.0,2010609.0
2018Q4,2018,Q4,Table 2,2,All Banks,G-10 and Luxembourg,empty,19,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,region_header,20,Non G-10 Developed Countries,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,21,AUSTRALIA,25625.0,3014.0,17414.0,68466.0,97105.0,7314.0,3770.0,93562.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRIA,10473.0,0.0,3806.0,82.0,10555.0,1416.0,714.0,9853.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,23,CYPRUS,3279.0,0.0,1500.0,0.0,3279.0,483.0,309.0,3105.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,24,DENMARK,8950.0,5.0,7604.0,414.0,9369.0,603.0,1741.0,10509.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,25,FINLAND,12000.0,0.0,6188.0,143.0,12143.0,544.0,989.0,12590.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,26,GREECE,9231.0,0.0,8539.0,251.0,9482.0,292.0,230.0,9420.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,27,IRELAND,84337.0,2047.0,59744.0,8513.0,94897.0,14485.0,3201.0,83611.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,28,ISRAEL,5991.0,137.0,3711.0,1568.0,7696.0,876.0,848.0,7665.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,3257.0,93.0,2206.0,1737.0,5087.0,1124.0,69.0,4029.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,30,NORWAY,16003.0,39.0,12859.0,155.0,16197.0,1104.0,1823.0,16912.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,31,PORTUGAL,5733.0,18.0,4032.0,108.0,5859.0,249.0,220.0,5828.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,32,SLOVAKIA,413.0,42.0,283.0,196.0,651.0,64.0,13.0,600.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,33,SPAIN,35300.0,285.0,18314.0,2007.0,37592.0,1764.0,3281.0,39105.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,34,OTHER NON G-10 DEV.,17796.0,0.0,1486.0,0.0,17796.0,242.0,561.0,18115.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,subtotal,35,Total,238388.0,5680.0,147686.0,83640.0,327708.0,30560.0,17769.0,314904.0
2018Q4,2018,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,empty,36,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,region_header,37,Eastern Europe,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,38,BULGARIA,96.0,72.0,99.0,128.0,296.0,51.0,3.0,247.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,39,CZECH REPUBLIC,1520.0,587.0,1437.0,2885.0,4992.0,256.0,17.0,4754.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,40,HUNGARY,729.0,239.0,649.0,1273.0,2241.0,192.0,69.0,2117.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,41,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,42,POLAND,2598.0,2508.0,2195.0,8870.0,13976.0,522.0,284.0,13737.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,43,ROMANIA,374.0,412.0,654.0,968.0,1754.0,108.0,2.0,1648.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,44,RUSSIA,3969.0,856.0,3666.0,5765.0,10590.0,769.0,750.0,10576.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,45,TURKEY,11127.0,1016.0,8082.0,1477.0,13620.0,957.0,970.0,13629.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,country_data,46,OTHER E. EUROPE,1886.0,20.0,1261.0,518.0,2424.0,454.0,76.0,2046.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,subtotal,47,Total,22299.0,5710.0,18043.0,21884.0,49893.0,3309.0,2171.0,48754.0
2018Q4,2018,Q4,Table 2,2,All Banks,Eastern Europe,empty,48,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,region_header,49,Latin America and Caribbean,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,50,ANGUILLA,932.0,0.0,931.0,0.0,932.0,45.0,61.0,949.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,51,ARGENTINA,6078.0,743.0,4539.0,2114.0,8935.0,1235.0,290.0,7982.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,52,BRAZIL,35751.0,1129.0,23744.0,33811.0,70691.0,5119.0,13952.0,79515.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,53,CHILE,8837.0,27.0,6548.0,2634.0,11498.0,417.0,231.0,11309.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,54,COLOMBIA,5373.0,35.0,3668.0,3333.0,8741.0,1202.0,695.0,8228.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,55,COSTA RICA,883.0,312.0,883.0,302.0,1497.0,192.0,63.0,1369.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,56,DOMINICAN REPUBLIC,1323.0,54.0,880.0,375.0,1752.0,479.0,50.0,1320.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,57,ECUADOR,2777.0,622.0,892.0,26.0,3425.0,479.0,87.0,3028.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,58,EL SALVADOR,584.0,223.0,638.0,0.0,807.0,171.0,49.0,683.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,59,FRENCH GUIANA,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,60,GUATEMALA,1786.0,151.0,1646.0,183.0,2120.0,340.0,230.0,2009.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,61,HONDURAS,495.0,40.0,334.0,83.0,618.0,166.0,21.0,473.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,62,MEXICO,24482.0,8128.0,18593.0,65675.0,98285.0,9327.0,3510.0,92469.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,63,MONTSERRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,64,PERU,3341.0,773.0,2221.0,1154.0,5268.0,570.0,669.0,5368.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,65,URUGUAY,946.0,264.0,622.0,286.0,1496.0,304.0,64.0,1254.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,66,VENEZUELA,3424.0,2.0,1837.0,8.0,3434.0,2594.0,236.0,1072.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,country_data,67,OTHER LAT. AM. & CAR.,44931.0,586.0,31814.0,913.0,46430.0,15494.0,1088.0,32028.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,subtotal,68,Total,141944.0,13089.0,99791.0,110897.0,265930.0,38135.0,21296.0,249056.0
2018Q4,2018,Q4,Table 2,2,All Banks,Latin America and Caribbean,empty,69,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,region_header,70,Asia and Pacific,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,71,CHINA-MAINLAND,48727.0,6070.0,47131.0,33639.0,88436.0,5238.0,15237.0,98429.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,72,INDIA,27304.0,3193.0,24344.0,35294.0,65791.0,4065.0,5121.0,66844.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,73,INDONESIA,6149.0,3469.0,6778.0,4087.0,13705.0,2081.0,1164.0,12786.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,74,"KOREA, SOUTH",31544.0,4072.0,32713.0,44590.0,80206.0,1710.0,5570.0,84066.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,75,KUWAIT,12423.0,12.0,12129.0,303.0,12738.0,202.0,322.0,12860.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,76,MALAYSIA,2685.0,2211.0,4224.0,10832.0,15728.0,976.0,549.0,15297.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,77,PAKISTAN,228.0,48.0,250.0,915.0,1191.0,163.0,81.0,1110.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,78,PHILIPPINES,1783.0,1529.0,2599.0,3701.0,7013.0,528.0,470.0,6951.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,79,QATAR,9191.0,0.0,3146.0,63.0,9254.0,274.0,1935.0,10916.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,80,SAUDI ARABIA,18388.0,394.0,12166.0,1689.0,20471.0,1408.0,1914.0,20976.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,81,TAIWAN,24593.0,5070.0,28903.0,19305.0,48968.0,473.0,1431.0,49922.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,82,THAILAND,3401.0,329.0,3312.0,8103.0,11833.0,562.0,223.0,11495.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,83,UNITED ARAB EMIRATES,9984.0,3380.0,7405.0,3313.0,16677.0,1309.0,1433.0,16799.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,84,WEST BANK AND GAZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,country_data,85,OTHER ASIA AND PACIFIC,9803.0,2266.0,6931.0,2282.0,14351.0,3468.0,1176.0,12062.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,subtotal,86,Total,206203.0,32043.0,192031.0,168116.0,406362.0,22457.0,36626.0,420513.0
2018Q4,2018,Q4,Table 2,2,All Banks,Asia and Pacific,empty,87,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,region_header,88,Africa,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,89,ALGERIA,49.0,159.0,66.0,1212.0,1420.0,251.0,0.0,1169.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,90,EGYPT,4341.0,40.0,3885.0,1026.0,5407.0,452.0,74.0,5029.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,91,GHANA,833.0,0.0,513.0,0.0,833.0,494.0,53.0,391.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,92,KENYA,347.0,177.0,355.0,527.0,1051.0,66.0,3.0,988.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,93,MOROCCO,416.0,30.0,419.0,348.0,794.0,63.0,3.0,735.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,94,NIGERIA,7232.0,152.0,6657.0,1353.0,8737.0,637.0,155.0,8255.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,95,SAINT HELENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,96,SOUTH AFRICA,7031.0,214.0,3769.0,7486.0,14731.0,605.0,1313.0,15440.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,97,SOUTH SUDAN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,country_data,98,OTHER AFRICA,4413.0,289.0,3067.0,1125.0,5827.0,2130.0,289.0,3988.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,subtotal,99,Total,24663.0,1061.0,18732.0,13077.0,38801.0,4698.0,1890.0,35996.0
2018Q4,2018,Q4,Table 2,2,All Banks,Africa,empty,100,,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Banking Centers,region_header,101,Banking Centers,,,,,,,,
2018Q4,2018,Q4,Table 2,2,All Banks,Banking Centers,country_data,102,BAHAMAS,11939.0,59.0,9583.0,87.0,12085.0,4316.0,233.0,8001.0
2018Q4,2018,Q4,Table 2,2,All Banks,Banking Centers,country_data,103,BAHRAIN,1528.0,210.0,1212.0,197.0,1935.0,704.0,4.0,1236.0
