period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,8208.0,874.0,740.0,9822.0,8553.0,614.0,9974.0,8620.0,725.0,19319.0,8305.0,0.0,4292.0,78.0,92.0,4462.0,4160.0,2.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,9,CANADA,24847.0,9875.0,4324.0,39046.0,22289.0,1546.0,8194.0,10976.0,4439.0,23609.0,8079.0,507.0,31398.0,11118.0,6901.0,49417.0,31882.0,1004.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,33519.0,648.0,8395.0,42562.0,29265.0,102.0,27045.0,7233.0,3186.0,37464.0,24901.0,0.0,62781.0,8203.0,3672.0,74656.0,62654.0,241.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,55720.0,1472.0,7556.0,64748.0,22629.0,644.0,47951.0,115153.0,9147.0,172251.0,39823.0,2.0,21046.0,4311.0,6000.0,31357.0,22599.0,335.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,12,ITALY,8384.0,211.0,1725.0,10320.0,8015.0,93.0,29542.0,389.0,16336.0,46267.0,29501.0,0.0,7750.0,1858.0,1002.0,10610.0,7600.0,736.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,67218.0,57140.0,1715.0,126073.0,50401.0,47163.0,34597.0,138300.0,1482.0,174379.0,34476.0,3.0,18737.0,96531.0,2627.0,117895.0,16062.0,522.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,2329.0,430.0,82.0,2841.0,4394.0,199.0,386.0,10980.0,5.0,11371.0,381.0,0.0,45965.0,4467.0,5736.0,56168.0,55696.0,2793.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,10251.0,108.0,5668.0,16027.0,7542.0,55.0,5426.0,10084.0,727.0,16237.0,4841.0,1.0,17552.0,201.0,1933.0,19686.0,17251.0,11.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,8867.0,28.0,128.0,9023.0,10010.0,0.0,2257.0,44.0,66.0,2367.0,2319.0,1.0,4387.0,0.0,434.0,4821.0,4290.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,44858.0,230.0,953.0,46041.0,6033.0,69.0,3021.0,24191.0,84.0,27296.0,2942.0,11.0,6797.0,2894.0,4030.0,13721.0,5917.0,3011.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,57201.0,38311.0,12644.0,108156.0,88226.0,40276.0,8390.0,128290.0,15760.0,152440.0,5634.0,476.0,54111.0,122081.0,19779.0,195971.0,52448.0,44183.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,9997.0,7235.0,1425.0,18657.0,9843.0,459.0,3078.0,25017.0,154.0,28249.0,3078.0,1.0,9262.0,16178.0,2865.0,28305.0,9763.0,1283.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,1663.0,0.0,208.0,1871.0,1545.0,0.0,6150.0,0.0,144.0,6294.0,6083.0,0.0,517.0,1.0,38.0,556.0,497.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,195.0,0.0,15.0,210.0,195.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0,1359.0,0.0,16.0,1375.0,1233.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,3759.0,0.0,751.0,4510.0,2847.0,0.0,853.0,341.0,110.0,1304.0,454.0,0.0,2553.0,1.0,1070.0,3624.0,2542.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,4580.0,19.0,606.0,5205.0,3320.0,0.0,3882.0,3.0,225.0,4110.0,3737.0,0.0,2322.0,0.0,208.0,2530.0,2383.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,27,GREECE,5461.0,0.0,805.0,6266.0,5476.0,0.0,460.0,24.0,1832.0,2316.0,460.0,0.0,28.0,51.0,0.0,79.0,43.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,28,IRELAND,1697.0,189.0,71.0,1957.0,5982.0,180.0,2227.0,5870.0,40.0,8137.0,2219.0,0.0,64545.0,1464.0,4039.0,70048.0,72263.0,732.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,29,ISRAEL,601.0,49.0,165.0,815.0,599.0,17.0,1731.0,1013.0,110.0,2854.0,1988.0,3.0,335.0,10.0,132.0,477.0,327.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,369.0,110.0,106.0,585.0,540.0,0.0,309.0,779.0,332.0,1420.0,301.0,0.0,999.0,72.0,282.0,1353.0,1424.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,31,NORWAY,3442.0,0.0,118.0,3560.0,3004.0,0.0,5467.0,109.0,72.0,5648.0,4801.0,0.0,1700.0,3.0,85.0,1788.0,1837.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,32,PORTUGAL,1152.0,8.0,26.0,1186.0,1108.0,0.0,1033.0,2.0,150.0,1185.0,1030.0,0.0,121.0,0.0,57.0,178.0,124.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,33,SLOVAKIA,56.0,1.0,1.0,58.0,51.0,0.0,326.0,8.0,9.0,343.0,326.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,34,SPAIN,7820.0,309.0,1725.0,9854.0,7241.0,18.0,10714.0,508.0,145.0,11367.0,10433.0,5.0,6512.0,205.0,353.0,7070.0,6390.0,68.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,267.0,0.0,42.0,309.0,270.0,0.0,17649.0,0.0,182.0,17831.0,17649.0,0.0,817.0,0.0,178.0,995.0,519.0,0.0
2019Q4,2019,Q4,Table 4.1,4.1,All Banks,Eastern Europe,country_data,39,BULGARIA,13.0,8.0,0.0,21.0,14.0,0.0,9.0,146.0,0.0,155.0,9.0,31.0,4.0,22.0,6.0,32.0,4.0,22.0
