period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,10,BELGIUM,16167.0,1302.0,30.0,1272.0,895.0,18364.0,4607.0,225.0,12839.0,14260.0,4954.0,6376.0,168.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,11,CANADA,97004.0,56660.0,6867.0,49793.0,7722.0,161386.0,53790.0,12302.0,23366.0,25339.0,9658.0,11630.0,399.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,12,FRANCE,186832.0,61700.0,835.0,60865.0,14643.0,263175.0,246581.0,5111.0,199354.0,211408.0,70402.0,82455.0,392.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,13,GERMANY,120966.0,178250.0,929.0,177321.0,28406.0,327622.0,71007.0,4134.0,151294.0,160212.0,53932.0,62849.0,910.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,14,ITALY,40893.0,7613.0,718.0,6895.0,15057.0,63563.0,5908.0,1405.0,148092.0,154572.0,37176.0,43656.0,229.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,15,JAPAN,112437.0,274516.0,30513.0,244003.0,12282.0,399235.0,47391.0,7265.0,76299.0,78884.0,30813.0,33397.0,193.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,16,LUXEMBOURG,75015.0,11668.0,1510.0,10158.0,7182.0,93865.0,33117.0,3361.0,23127.0,25555.0,9910.0,12339.0,792.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,17,NETHERLANDS,45032.0,7994.0,71.0,7923.0,7993.0,61019.0,32921.0,3950.0,108069.0,115508.0,39158.0,46598.0,675.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,18,SWEDEN,20222.0,816.0,1.0,815.0,889.0,21927.0,7899.0,302.0,22690.0,24293.0,8775.0,10379.0,24.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,19,SWITZERLAND,27808.0,36134.0,6847.0,29287.0,3593.0,67535.0,18345.0,5848.0,52076.0,54179.0,20393.0,22545.0,1330.0
2022Q1,2022,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,63002.0,381417.0,81268.0,300149.0,50474.0,494893.0,98548.0,12070.0,251092.0,263538.0,89894.0,102306.0,1454.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,24,AUSTRALIA,23714.0,106149.0,3207.0,102942.0,5100.0,134963.0,30606.0,2843.0,22834.0,22503.0,11941.0,11613.0,99.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,25,AUSTRIA,6766.0,3.0,1.0,2.0,630.0,7399.0,1518.0,67.0,5432.0,6175.0,2193.0,2937.0,12.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,26,CYPRUS,3845.0,0.0,0.0,0.0,246.0,4091.0,115.0,150.0,4.0,4.0,0.0,0.0,29.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,27,DENMARK,7654.0,413.0,3.0,410.0,2246.0,10313.0,4039.0,99.0,12927.0,14005.0,4877.0,5955.0,99.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,28,FINLAND,8039.0,25.0,0.0,25.0,509.0,8573.0,2233.0,321.0,11823.0,12984.0,4399.0,5560.0,27.0
2022Q1,2022,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,29,GREECE,2838.0,172.0,0.0,172.0,1168.0,4178.0,43.0,481.0,5998.0,6495.0,2168.0,2665.0,0.0
