period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,19734.0,253.0,16760.0,7247.0,27234.0,857.0,815.0,27183.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,155485.0,42995.0,129171.0,70138.0,268618.0,11779.0,32614.0,261935.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,138501.0,3093.0,101312.0,20054.0,161648.0,4409.0,18507.0,172987.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,69222.0,6196.0,51984.0,191373.0,266791.0,10366.0,51708.0,302709.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,58732.0,5125.0,49505.0,9033.0,72890.0,1237.0,3394.0,70233.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,101532.0,26334.0,101836.0,306210.0,434076.0,2448.0,20094.0,450931.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,109895.0,1727.0,73104.0,9511.0,121133.0,28828.0,7368.0,99641.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,48054.0,499.0,31102.0,15908.0,64461.0,9304.0,9099.0,63767.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,16442.0,10.0,12888.0,259.0,16711.0,1096.0,1704.0,17267.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,30068.0,6937.0,30530.0,19175.0,56180.0,4056.0,22295.0,74369.0
2024Q4,2024,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,177582.0,169727.0,165705.0,283262.0,630571.0,67334.0,36671.0,513577.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,21,AUSTRALIA,30349.0,6047.0,25171.0,68374.0,104770.0,6254.0,4915.0,103333.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRIA,8364.0,593.0,5240.0,121.0,9078.0,782.0,522.0,8226.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,23,CYPRUS,1863.0,0.0,1596.0,0.0,1863.0,153.0,298.0,2007.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,24,DENMARK,7263.0,3.0,5664.0,396.0,7662.0,381.0,1254.0,8530.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,25,FINLAND,8412.0,316.0,6199.0,93.0,8821.0,158.0,1623.0,9968.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,26,GREECE,5252.0,0.0,4826.0,143.0,5395.0,72.0,39.0,5357.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,27,IRELAND,110614.0,3080.0,72201.0,21392.0,135086.0,20974.0,7066.0,121190.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,28,ISRAEL,20321.0,165.0,16624.0,3975.0,24461.0,318.0,1073.0,25142.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,3588.0,7.0,2676.0,2974.0,6569.0,384.0,221.0,6404.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,30,NORWAY,43164.0,237.0,37205.0,78.0,43479.0,722.0,1041.0,43566.0
2024Q4,2024,Q4,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,31,PORTUGAL,2896.0,0.0,2029.0,45.0,2941.0,142.0,130.0,2930.0
