period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,9,BELGIUM,338.0,11.0,349.0,47.0,99.0,146.0,0.0,495.0,429.0,23.0,452.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,10,CANADA,10855.0,3394.0,14249.0,6240.0,5917.0,12157.0,121.0,26527.0,9975.0,3273.0,13248.0,7907.0,22907.0,30814.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,11,FRANCE,1528.0,111.0,1639.0,604.0,728.0,1332.0,0.0,2971.0,1270.0,102.0,1372.0,26.0,2460.0,2486.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,12,GERMANY,2167.0,657.0,2824.0,830.0,1081.0,1911.0,4.0,4739.0,1828.0,652.0,2480.0,1457.0,4211.0,5668.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,13,ITALY,113.0,49.0,162.0,789.0,1171.0,1960.0,0.0,2122.0,50.0,52.0,102.0,0.0,277.0,277.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,14,JAPAN,996.0,173.0,1169.0,2311.0,3427.0,5738.0,0.0,6907.0,587.0,169.0,756.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,15,LUXEMBOURG,2643.0,69.0,2712.0,46.0,0.0,46.0,39.0,2797.0,2975.0,66.0,3041.0,39.0,0.0,39.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,16,NETHERLANDS,3139.0,9.0,3148.0,113.0,263.0,376.0,38.0,3562.0,3138.0,14.0,3152.0,327.0,2047.0,2374.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,17,SWEDEN,287.0,397.0,684.0,25.0,77.0,102.0,0.0,786.0,425.0,391.0,816.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,18,SWITZERLAND,1882.0,82.0,1964.0,0.0,0.0,0.0,7.0,1971.0,1540.0,145.0,1685.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,10038.0,1182.0,11220.0,3645.0,10648.0,14293.0,92.0,25605.0,9301.0,1203.0,10504.0,1544.0,37902.0,39446.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,23,AUSTRALIA,1764.0,105.0,1869.0,4719.0,2118.0,6837.0,15.0,8721.0,1549.0,106.0,1655.0,34.0,0.0,34.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,24,AUSTRIA,159.0,16.0,175.0,42.0,60.0,102.0,0.0,277.0,120.0,20.0,140.0,0.0,773.0,773.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,25,CYPRUS,4.0,18.0,22.0,0.0,0.0,0.0,0.0,22.0,4.0,18.0,22.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,26,DENMARK,243.0,7.0,250.0,8.0,0.0,8.0,10.0,268.0,191.0,4.0,195.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,27,FINLAND,17.0,8.0,25.0,15.0,57.0,72.0,0.0,97.0,40.0,5.0,45.0,0.0,361.0,361.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,28,GREECE,59.0,16.0,75.0,0.0,0.0,0.0,0.0,75.0,53.0,16.0,69.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,29,IRELAND,4598.0,69.0,4667.0,42.0,0.0,42.0,35.0,4744.0,4863.0,65.0,4928.0,14.0,0.0,14.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,30,ISRAEL,608.0,112.0,720.0,1.0,0.0,1.0,1.0,722.0,221.0,120.0,341.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,31,NEW ZEALAND,287.0,86.0,373.0,238.0,142.0,380.0,0.0,753.0,214.0,87.0,301.0,3.0,0.0,3.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,32,NORWAY,159.0,106.0,265.0,16.0,0.0,16.0,0.0,281.0,185.0,106.0,291.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,33,PORTUGAL,23.0,57.0,80.0,0.0,0.0,0.0,0.0,80.0,49.0,67.0,116.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,34,SLOVAKIA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,35,SPAIN,396.0,353.0,749.0,213.0,173.0,386.0,1.0,1136.0,318.0,380.0,698.0,8.0,0.0,8.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,36,OTHER NON G-10 DEV.,442.0,26.0,468.0,0.0,0.0,0.0,0.0,468.0,437.0,31.0,468.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Eastern Europe,country_data,40,BULGARIA,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,16.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Eastern Europe,country_data,41,CZECH REPUBLIC,14.0,9.0,23.0,0.0,0.0,0.0,0.0,23.0,28.0,1.0,29.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Eastern Europe,country_data,42,HUNGARY,48.0,4.0,52.0,5.0,0.0,5.0,10.0,67.0,79.0,4.0,83.0,0.0,0.0,0.0
2024Q2,2024,Q2,Table 4.2,4.2,All Others,Eastern Europe,country_data,43,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
