period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,7,BELGIUM,20343.0,19.0,16226.0,163.0,20525.0,831.0,927.0,20617.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,8,CANADA,86513.0,15384.0,82024.0,52591.0,154488.0,7691.0,11760.0,158558.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,9,FRANCE,167285.0,423.0,142319.0,30550.0,198258.0,4063.0,7988.0,202185.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,10,GERMANY,82598.0,1748.0,58429.0,196456.0,280802.0,7856.0,16270.0,289220.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,11,ITALY,57203.0,246.0,50165.0,6035.0,63484.0,690.0,1835.0,64628.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,12,JAPAN,106061.0,32657.0,108450.0,292298.0,431016.0,1869.0,16673.0,445826.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,13,LUXEMBOURG,107018.0,2065.0,71918.0,3104.0,112187.0,28917.0,5148.0,88420.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,14,NETHERLANDS,48369.0,203.0,34287.0,10830.0,59402.0,7828.0,6879.0,58456.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,15,SWEDEN,18276.0,0.0,15182.0,156.0,18432.0,2869.0,1138.0,16708.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,16,SWITZERLAND,32390.0,6474.0,32811.0,18851.0,57715.0,2397.0,5413.0,60723.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,75664.0,70129.0,99003.0,245012.0,390805.0,19405.0,21296.0,392489.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,subtotal,18,Total,801720.0,129348.0,710814.0,856046.0,1787114.0,84416.0,95327.0,1797830.0
2024Q1,2024,Q1,Table 2,2,LFI,G-10 and Luxembourg,empty,19,,,,,,,,,
2024Q1,2024,Q1,Table 2,2,LFI,Non G-10 Developed Countries,region_header,20,Non G-10 Developed Countries,,,,,,,,
