period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,7833.0,1694.0,50.0,9577.0,7751.0,207.0,6254.0,5500.0,375.0,12129.0,6040.0,0.0,2934.0,150.0,45.0,3129.0,2971.0,43.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,9,CANADA,62687.0,12927.0,2778.0,78392.0,42234.0,2830.0,9852.0,25360.0,812.0,36024.0,9677.0,778.0,74918.0,10526.0,6011.0,91455.0,75417.0,1549.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,59367.0,338.0,5282.0,64987.0,47143.0,16.0,23897.0,11856.0,5052.0,40805.0,20993.0,0.0,42904.0,4012.0,5930.0,52846.0,45148.0,157.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,50079.0,4156.0,2639.0,56874.0,17470.0,289.0,24994.0,177309.0,7188.0,209491.0,17080.0,0.0,7599.0,5024.0,9946.0,22569.0,10841.0,231.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,12,ITALY,16051.0,354.0,627.0,17032.0,15092.0,2.0,24676.0,479.0,4694.0,29849.0,23678.0,0.0,10156.0,3884.0,1306.0,15346.0,10513.0,85.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,60131.0,27803.0,2213.0,90147.0,51008.0,23478.0,22149.0,162813.0,6929.0,191891.0,22072.0,0.0,16575.0,106797.0,7854.0,131226.0,14286.0,898.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,2055.0,375.0,72.0,2502.0,4232.0,66.0,183.0,7391.0,86.0,7660.0,190.0,1.0,69426.0,2758.0,8539.0,80723.0,68894.0,1619.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,6991.0,163.0,940.0,8094.0,3839.0,17.0,5283.0,14995.0,3821.0,24099.0,4839.0,53.0,12893.0,252.0,2749.0,15894.0,15045.0,78.0
2024Q4,2024,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,4584.0,19.0,286.0,4889.0,4260.0,0.0,1425.0,107.0,124.0,1656.0,1318.0,0.0,3711.0,7.0,829.0,4547.0,3556.0,0.0
