period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,10,BELGIUM,19646.0,241.0,6.0,235.0,793.0,20680.0,6086.0,331.0,13546.0,14381.0,5067.0,5903.0,79.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,11,CANADA,81310.0,61095.0,9446.0,51649.0,9984.0,152389.0,50826.0,10973.0,26368.0,26491.0,10697.0,10821.0,345.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,12,FRANCE,184797.0,27656.0,2085.0,25571.0,16973.0,229426.0,232001.0,4091.0,217108.0,222836.0,73418.0,79103.0,179.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,13,GERMANY,107493.0,238906.0,1833.0,237073.0,29877.0,376276.0,79934.0,3866.0,162679.0,167839.0,55276.0,60436.0,734.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,14,ITALY,42855.0,6627.0,449.0,6178.0,4980.0,54462.0,7460.0,655.0,141004.0,143866.0,36409.0,39270.0,310.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,15,JAPAN,124210.0,323638.0,26778.0,296860.0,13196.0,461044.0,60535.0,6793.0,77732.0,79189.0,29733.0,31189.0,177.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,16,LUXEMBOURG,73639.0,4540.0,1331.0,3209.0,6511.0,84690.0,30859.0,4742.0,22911.0,24875.0,9699.0,11665.0,764.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,17,NETHERLANDS,38805.0,8966.0,56.0,8910.0,10734.0,58505.0,31977.0,3131.0,117477.0,121292.0,41054.0,44868.0,601.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,18,SWEDEN,14603.0,831.0,16.0,815.0,1389.0,16823.0,7659.0,282.0,22614.0,23250.0,8681.0,9315.0,108.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,19,SWITZERLAND,23108.0,36944.0,7462.0,29482.0,4540.0,64592.0,18049.0,4677.0,58774.0,58385.0,21897.0,21507.0,390.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,71182.0,292439.0,78610.0,213829.0,59896.0,423517.0,101942.0,12172.0,269699.0,273337.0,93421.0,97072.0,1784.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,subtotal,21,Total,781648.0,1001883.0,128072.0,873811.0,158873.0,1942404.0,627328.0,51713.0,1129912.0,1155741.0,385352.0,411149.0,5471.0
2023Q1,2023,Q1,Table 1,1,LFI,G-10 and Luxembourg,empty,22,,,,,,,,,,,,,,
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,region_header,23,Non G-10 Developed Countries,,,,,,,,,,,,,
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,24,AUSTRALIA,22378.0,82106.0,4188.0,77918.0,6741.0,111225.0,15410.0,2288.0,18000.0,18720.0,8703.0,9424.0,167.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,25,AUSTRIA,7510.0,4.0,0.0,4.0,976.0,8490.0,1172.0,67.0,5226.0,6266.0,1805.0,2843.0,50.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,26,CYPRUS,1757.0,0.0,0.0,0.0,85.0,1842.0,155.0,155.0,0.0,0.0,0.0,0.0,22.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,27,DENMARK,8882.0,454.0,11.0,443.0,3800.0,13136.0,4618.0,98.0,13949.0,14306.0,5002.0,5359.0,26.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,28,FINLAND,9533.0,11.0,0.0,11.0,3107.0,12651.0,2417.0,243.0,13177.0,14025.0,4880.0,5727.0,68.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,29,GREECE,3518.0,164.0,0.0,164.0,185.0,3867.0,30.0,679.0,5338.0,5582.0,1700.0,1944.0,215.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,30,IRELAND,76788.0,23154.0,4477.0,18677.0,5227.0,105169.0,23681.0,10808.0,9323.0,9593.0,4096.0,4367.0,278.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,31,ISRAEL,12560.0,4156.0,266.0,3890.0,1695.0,18411.0,982.0,768.0,1974.0,2064.0,838.0,927.0,353.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,32,NEW ZEALAND,4755.0,2014.0,6.0,2008.0,463.0,7232.0,710.0,80.0,116.0,123.0,96.0,104.0,1.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,33,NORWAY,18685.0,56.0,2.0,54.0,976.0,19717.0,4601.0,176.0,9362.0,9828.0,3255.0,3723.0,21.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,34,PORTUGAL,3332.0,45.0,0.0,45.0,1444.0,4821.0,870.0,36.0,4261.0,4570.0,2157.0,2466.0,28.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,35,SLOVAKIA,1645.0,130.0,0.0,130.0,170.0,1945.0,73.0,70.0,145.0,147.0,113.0,116.0,3.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,36,SPAIN,31324.0,1104.0,189.0,915.0,4424.0,36852.0,9862.0,1342.0,59257.0,62259.0,20763.0,23764.0,643.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,37,OTHER NON G-10 DEV.,32747.0,1.0,0.0,1.0,2604.0,35352.0,964.0,32.0,437.0,444.0,216.0,224.0,0.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,subtotal,38,Total,235414.0,113399.0,9139.0,104260.0,31897.0,380710.0,65545.0,16842.0,140565.0,147927.0,53624.0,60988.0,1875.0
2023Q1,2023,Q1,Table 1,1,LFI,Non G-10 Developed Countries,empty,39,,,,,,,,,,,,,,
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,region_header,40,Eastern Europe,,,,,,,,,,,,,
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,41,BULGARIA,168.0,522.0,29.0,493.0,11.0,701.0,28.0,223.0,6.0,4.0,6.0,4.0,0.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,42,CZECH REPUBLIC,7375.0,4176.0,319.0,3857.0,271.0,11822.0,2357.0,351.0,443.0,385.0,294.0,235.0,4.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,43,HUNGARY,4939.0,1996.0,163.0,1833.0,185.0,7120.0,405.0,91.0,375.0,461.0,187.0,273.0,53.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,44,KOSOVO,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,45,POLAND,2437.0,11650.0,1553.0,10097.0,1049.0,15136.0,3109.0,504.0,500.0,734.0,364.0,599.0,122.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,46,ROMANIA,760.0,2239.0,314.0,1925.0,17.0,3016.0,52.0,137.0,241.0,272.0,114.0,145.0,0.0
2023Q1,2023,Q1,Table 1,1,LFI,Eastern Europe,country_data,47,RUSSIA,1622.0,9081.0,1950.0,7131.0,80.0,10783.0,858.0,120.0,666.0,726.0,466.0,527.0,6.0
