period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,32551.0,9309.0,41860.0,18756.0,-13009.0,2350.0,7685.0,2233.0,1553.0,0.0,822.0,1553.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,8154.0,32447.0,40601.0,45900.0,28077.0,25552.0,19737.0,3501.0,31932.0,513.0,9237.0,31284.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,483.0,5371.0,5854.0,60934.0,10338.0,15016.0,45046.0,11989.0,85275.0,14.0,45250.0,85267.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,20508.0,55308.0,75816.0,116668.0,47502.0,28329.0,41644.0,13021.0,62740.0,18.0,14186.0,62494.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,240.0,3339.0,3579.0,39429.0,2266.0,2543.0,24983.0,9675.0,6012.0,18.0,1494.0,6009.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,4979.0,72845.0,77824.0,89176.0,207518.0,9456.0,102090.0,28958.0,166939.0,0.0,65636.0,166929.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,22395.0,15035.0,37430.0,89809.0,-15786.0,2573.0,10721.0,1444.0,13451.0,9.0,853.0,13368.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,28000.0,7330.0,35330.0,62655.0,-29787.0,9957.0,19189.0,2472.0,6127.0,0.0,1844.0,6058.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,639.0,951.0,1590.0,11654.0,-619.0,4539.0,7036.0,1438.0,7044.0,0.0,2795.0,6900.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,8334.0,1952.0,10286.0,41384.0,14480.0,2253.0,8670.0,269.0,15650.0,0.0,418.0,15625.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,999385.0,274301.0,1273686.0,320904.0,217983.0,31664.0,72883.0,14247.0,141853.0,0.0,51230.0,139783.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,subtotal,19,Total,1125668.0,478188.0,1603856.0,897269.0,468963.0,134232.0,359684.0,89247.0,538576.0,572.0,193765.0,535270.0
2017Q4,2017,Q4,Table 3,3,All Banks,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,6751.0,57291.0,64042.0,77748.0,10648.0,17764.0,26710.0,3588.0,6892.0,3.0,3468.0,6865.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,4.0,115.0,119.0,7355.0,-102.0,3806.0,5633.0,2886.0,1326.0,0.0,613.0,1326.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,2296.0,-1.0,0.0,1293.0,12.0,276.0,0.0,191.0,238.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,2276.0,1122.0,3398.0,9934.0,-3189.0,257.0,2939.0,83.0,5035.0,0.0,412.0,5031.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,482.0,973.0,1455.0,5774.0,-1185.0,3050.0,4647.0,1967.0,1368.0,0.0,766.0,1368.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,27,GREECE,68.0,1975.0,2043.0,4013.0,-1848.0,0.0,2382.0,124.0,6905.0,94.0,1738.0,6905.0
2017Q4,2017,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,28,IRELAND,10227.0,6130.0,16357.0,85329.0,21173.0,3809.0,16078.0,522.0,31904.0,8.0,3730.0,31741.0
