period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,2523.0,870.0,1182.0,4575.0,2946.0,736.0,8184.0,4695.0,641.0,13520.0,8059.0,47.0,2027.0,298.0,16.0,2341.0,1729.0,275.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,16535.0,4681.0,5045.0,26261.0,14397.0,189.0,3926.0,10691.0,2025.0,16642.0,3839.0,204.0,23804.0,5128.0,6197.0,35129.0,24018.0,628.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,30287.0,552.0,7709.0,38548.0,23958.0,1.0,30473.0,3609.0,2968.0,37050.0,29497.0,0.0,84570.0,714.0,2535.0,87819.0,84512.0,10.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,21434.0,507.0,6909.0,28850.0,18773.0,9.0,67172.0,108851.0,9951.0,185974.0,62951.0,4.0,27621.0,1472.0,5844.0,34937.0,27162.0,131.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,10070.0,101.0,1347.0,11518.0,10054.0,23.0,17648.0,241.0,15944.0,33833.0,17638.0,0.0,6761.0,693.0,998.0,8452.0,6531.0,93.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,56651.0,58640.0,4490.0,119781.0,38972.0,48909.0,16213.0,112333.0,2037.0,130583.0,16202.0,5123.0,9916.0,79247.0,5356.0,94519.0,7855.0,2250.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1764.0,62.0,178.0,2004.0,3759.0,22.0,2524.0,3928.0,62.0,6514.0,2457.0,0.0,31293.0,2266.0,5159.0,38718.0,33659.0,1603.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,10875.0,66.0,9429.0,20370.0,8833.0,1.0,5725.0,8159.0,861.0,14745.0,5396.0,0.0,17957.0,443.0,3341.0,21741.0,18263.0,8.0
2017Q4,2017,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,10192.0,22.0,757.0,10971.0,9986.0,0.0,2883.0,608.0,157.0,3648.0,2689.0,0.0,5546.0,13.0,333.0,5892.0,5544.0,10.0
