period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,18914.0,166.0,12947.0,969.0,20049.0,2064.0,6900.0,24886.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,80357.0,12823.0,42938.0,56438.0,149618.0,22587.0,22898.0,149943.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,185981.0,614.0,146288.0,16838.0,203433.0,10281.0,18941.0,212093.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,127058.0,358.0,81211.0,37639.0,165055.0,10001.0,22554.0,177580.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,46907.0,347.0,33450.0,9728.0,56982.0,4901.0,2678.0,54757.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,78590.0,48423.0,108553.0,180090.0,307103.0,6534.0,22157.0,322699.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,50096.0,728.0,27299.0,4723.0,55547.0,9079.0,3697.0,50138.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,87602.0,124.0,36943.0,7446.0,95172.0,17962.0,3991.0,81180.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,25467.0,26.0,18676.0,325.0,25818.0,2018.0,1839.0,25632.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,37784.0,6071.0,35537.0,16824.0,60679.0,4842.0,7850.0,63682.0
2015Q2,2015,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,100479.0,118996.0,156112.0,261557.0,481032.0,38284.0,41373.0,484096.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,21,AUSTRALIA,38832.0,4935.0,16810.0,59732.0,103499.0,6191.0,4064.0,101361.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRIA,12949.0,0.0,6568.0,57.0,13006.0,1796.0,652.0,11862.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,23,CYPRUS,2436.0,0.0,1798.0,75.0,2511.0,887.0,158.0,1782.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,24,DENMARK,11606.0,14.0,9967.0,70.0,11690.0,724.0,1949.0,12914.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,25,FINLAND,9755.0,1.0,6044.0,111.0,9867.0,313.0,964.0,10520.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,26,GREECE,1445.0,0.0,1089.0,36.0,1481.0,273.0,255.0,1463.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,27,IRELAND,61276.0,5248.0,44324.0,2152.0,68676.0,10641.0,4185.0,62221.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,28,ISRAEL,4277.0,167.0,2639.0,930.0,5374.0,473.0,693.0,5593.0
2015Q2,2015,Q2,Table 2,2,All Banks,Non G-10 Developed Countries,country_data,29,NEW ZEALAND,2518.0,19.0,1946.0,3570.0,6107.0,687.0,186.0,5598.0
