period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,10,BELGIUM,22811.0,2075.0,83.0,1992.0,5893.0,30779.0,3533.0,952.0,34613.0,33879.0,13007.0,12273.0,95.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,11,CANADA,84613.0,65330.0,11730.0,53600.0,19952.0,169895.0,98075.0,15321.0,57233.0,58590.0,26470.0,27534.0,224.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,12,FRANCE,194463.0,17630.0,613.0,17017.0,37786.0,249879.0,67022.0,6099.0,441194.0,439836.0,170588.0,169210.0,766.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,13,GERMANY,139249.0,38331.0,495.0,37836.0,59133.0,236713.0,32181.0,7126.0,388243.0,394180.0,150996.0,156508.0,555.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,14,ITALY,45059.0,9698.0,240.0,9458.0,29293.0,84050.0,12831.0,1787.0,352554.0,364616.0,86784.0,99296.0,362.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,15,JAPAN,97606.0,225093.0,47985.0,177108.0,30495.0,353194.0,78913.0,7538.0,162687.0,158620.0,78155.0,74087.0,105.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,16,LUXEMBOURG,44742.0,5396.0,510.0,4886.0,8175.0,58313.0,11608.0,2389.0,36970.0,37226.0,13637.0,13773.0,695.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,17,NETHERLANDS,73644.0,7536.0,108.0,7428.0,24448.0,105628.0,20217.0,4238.0,207227.0,208261.0,77848.0,78766.0,1470.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,18,SWEDEN,25423.0,209.0,13.0,196.0,2205.0,27837.0,7902.0,425.0,77688.0,78557.0,31844.0,32711.0,49.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,19,SWITZERLAND,40662.0,23020.0,1917.0,21103.0,15743.0,79425.0,13421.0,6422.0,135560.0,137308.0,58138.0,60022.0,2116.0
2015Q2,2015,Q2,Table 1,1,All Banks,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,110546.0,373550.0,110336.0,263214.0,194304.0,678400.0,154202.0,17802.0,582732.0,596720.0,235409.0,249450.0,1722.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRALIA,40196.0,61165.0,3662.0,57503.0,8848.0,110209.0,29737.0,2770.0,84780.0,84709.0,35532.0,35460.0,489.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,25,AUSTRIA,11806.0,56.0,0.0,56.0,1859.0,13721.0,1524.0,363.0,32216.0,32796.0,11985.0,12565.0,47.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,26,CYPRUS,1707.0,75.0,0.0,75.0,817.0,2599.0,66.0,73.0,1142.0,1117.0,495.0,470.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,27,DENMARK,12829.0,85.0,1.0,84.0,4505.0,17419.0,2660.0,159.0,19569.0,19340.0,8330.0,8095.0,10.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,28,FINLAND,10409.0,111.0,0.0,111.0,2718.0,13238.0,1582.0,218.0,44031.0,43827.0,17988.0,17761.0,15.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,29,GREECE,1439.0,24.0,0.0,24.0,1431.0,2894.0,97.0,388.0,10032.0,10321.0,4761.0,5043.0,31.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,30,IRELAND,58552.0,3669.0,1565.0,2104.0,9569.0,71790.0,9099.0,2578.0,32498.0,31603.0,14623.0,13730.0,120.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,31,ISRAEL,4395.0,1198.0,216.0,982.0,1045.0,6638.0,2161.0,367.0,8319.0,8478.0,3629.0,3376.0,84.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,32,NEW ZEALAND,2084.0,3514.0,19.0,3495.0,645.0,6243.0,2063.0,69.0,5634.0,5746.0,2435.0,2546.0,6.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,33,NORWAY,13357.0,228.0,25.0,203.0,1100.0,14685.0,2789.0,779.0,27597.0,27602.0,11582.0,11587.0,65.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,34,PORTUGAL,4194.0,238.0,21.0,217.0,342.0,4774.0,430.0,149.0,60045.0,59374.0,21148.0,20441.0,39.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,35,SLOVAKIA,301.0,333.0,18.0,315.0,79.0,713.0,59.0,78.0,3993.0,3916.0,1190.0,1112.0,4.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,36,SPAIN,39550.0,3169.0,236.0,2933.0,4671.0,47390.0,5353.0,1401.0,178617.0,178855.0,60862.0,61129.0,370.0
2015Q2,2015,Q2,Table 1,1,All Banks,Non G-10 Developed Countries,country_data,37,OTHER NON G-10 DEV.,1531.0,1.0,0.0,1.0,368.0,1900.0,257.0,36.0,2041.0,1900.0,922.0,780.0,10.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,41,BULGARIA,106.0,322.0,178.0,144.0,5.0,433.0,15.0,57.0,4538.0,4490.0,1935.0,1954.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,42,CZECH REPUBLIC,940.0,8540.0,454.0,8086.0,377.0,9857.0,1081.0,396.0,4363.0,4442.0,1485.0,1566.0,14.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,43,HUNGARY,2214.0,5174.0,975.0,4199.0,576.0,7964.0,1510.0,382.0,18762.0,18962.0,4342.0,4649.0,100.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,44,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,45,POLAND,3633.0,17502.0,4813.0,12689.0,256.0,21391.0,4616.0,382.0,13431.0,13578.0,4175.0,4402.0,45.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,46,ROMANIA,452.0,1981.0,687.0,1294.0,18.0,2451.0,207.0,127.0,4835.0,4812.0,2018.0,2062.0,14.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,47,RUSSIA,12155.0,4436.0,844.0,3592.0,947.0,17538.0,1899.0,401.0,91812.0,90451.0,24339.0,23185.0,436.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,48,TURKEY,20198.0,3301.0,765.0,2536.0,1135.0,24634.0,777.0,351.0,59919.0,58843.0,15803.0,14933.0,5219.0
2015Q2,2015,Q2,Table 1,1,All Banks,Eastern Europe,country_data,49,OTHER E. EUROPE,2374.0,307.0,11.0,296.0,189.0,2870.0,516.0,238.0,28092.0,28278.0,9867.0,9879.0,178.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,53,ANGUILLA,2764.0,0.0,0.0,0.0,53.0,2817.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,54,ARGENTINA,1518.0,4811.0,647.0,4164.0,25.0,6354.0,1972.0,137.0,66.0,14.0,66.0,14.0,285.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,55,BRAZIL,62235.0,31415.0,3349.0,28066.0,3492.0,97142.0,7705.0,2176.0,59296.0,59581.0,22258.0,22518.0,10192.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,56,CHILE,8605.0,2792.0,235.0,2557.0,1690.0,13087.0,717.0,133.0,6765.0,7357.0,2679.0,3269.0,2345.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,57,COLOMBIA,7062.0,3838.0,114.0,3724.0,616.0,11516.0,2040.0,832.0,15868.0,16637.0,4202.0,4724.0,1604.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,58,COSTA RICA,914.0,1012.0,386.0,626.0,38.0,1964.0,468.0,107.0,132.0,127.0,93.0,87.0,294.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,59,DOMINICAN REPUBLIC,1153.0,393.0,82.0,311.0,4.0,1550.0,61.0,156.0,207.0,201.0,157.0,151.0,439.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,60,ECUADOR,836.0,612.0,586.0,26.0,53.0,1501.0,139.0,175.0,10.0,0.0,10.0,0.0,176.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,61,EL SALVADOR,485.0,1708.0,1708.0,0.0,29.0,2222.0,386.0,159.0,189.0,203.0,73.0,87.0,290.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,62,FRENCH GUIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,63,GUATEMALA,1583.0,1106.0,318.0,788.0,45.0,2734.0,570.0,128.0,54.0,50.0,49.0,45.0,1001.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,64,HONDURAS,261.0,188.0,63.0,125.0,13.0,462.0,57.0,49.0,0.0,0.0,0.0,0.0,129.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,65,MEXICO,35502.0,81216.0,10365.0,70851.0,3396.0,120114.0,24714.0,2549.0,49032.0,51564.0,15098.0,17628.0,1717.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,66,MONTSERRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,67,PERU,3290.0,1856.0,1102.0,754.0,281.0,5427.0,1363.0,270.0,9892.0,10333.0,2696.0,3093.0,1131.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,68,URUGUAY,904.0,1144.0,657.0,487.0,164.0,2212.0,138.0,120.0,88.0,78.0,64.0,54.0,111.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,69,VENEZUELA,2563.0,871.0,1.0,870.0,1119.0,4553.0,345.0,61.0,12488.0,12600.0,3910.0,4019.0,48.0
2015Q2,2015,Q2,Table 1,1,All Banks,Latin America and Caribbean,country_data,70,OTHER LAT. AM. & CAR.,14612.0,2254.0,1109.0,1145.0,1377.0,18243.0,1542.0,704.0,965.0,989.0,459.0,483.0,421.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,74,CHINA-MAINLAND,66701.0,31152.0,5280.0,25872.0,11744.0,109597.0,5980.0,3254.0,56031.0,54979.0,23706.0,22651.0,10499.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,75,INDIA,49329.0,33258.0,4122.0,29136.0,1387.0,83974.0,9564.0,2192.0,11585.0,11157.0,6067.0,5626.0,10892.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,76,INDONESIA,7719.0,6680.0,3106.0,3574.0,284.0,14683.0,2014.0,329.0,18735.0,18774.0,5422.0,5455.0,1313.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,77,"KOREA, SOUTH",37700.0,49872.0,5207.0,44665.0,3676.0,91248.0,12095.0,5743.0,59125.0,60437.0,22746.0,22543.0,5106.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,78,KUWAIT,6650.0,321.0,71.0,250.0,160.0,7131.0,265.0,301.0,5.0,12.0,2.0,9.0,389.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,79,MALAYSIA,6011.0,10691.0,1388.0,9303.0,922.0,17624.0,6939.0,796.0,17010.0,16632.0,8117.0,7738.0,350.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,80,PAKISTAN,298.0,714.0,38.0,676.0,7.0,1019.0,172.0,23.0,127.0,122.0,90.0,85.0,180.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,81,PHILIPPINES,3007.0,4770.0,823.0,3947.0,294.0,8071.0,2121.0,240.0,16304.0,15676.0,5307.0,4677.0,432.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,82,QATAR,3088.0,34.0,0.0,34.0,825.0,3947.0,1212.0,56.0,6021.0,5881.0,2722.0,2654.0,218.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,83,SAUDI ARABIA,16706.0,2201.0,98.0,2103.0,1435.0,20342.0,1814.0,404.0,1021.0,877.0,643.0,498.0,609.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,84,TAIWAN,19949.0,22087.0,3937.0,18150.0,849.0,42885.0,13616.0,415.0,799.0,948.0,545.0,695.0,348.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,85,THAILAND,2990.0,7490.0,145.0,7345.0,790.0,11270.0,4442.0,526.0,5823.0,5446.0,2298.0,1921.0,452.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,86,UNITED ARAB EMIRATES,8441.0,5164.0,2286.0,2878.0,2208.0,15813.0,3257.0,1011.0,12368.0,14381.0,6513.0,8186.0,1202.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,87,WEST BANK AND GAZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Asia and Pacific,country_data,88,OTHER ASIA AND PACIFIC,5685.0,3958.0,1676.0,2282.0,389.0,10032.0,2385.0,355.0,8908.0,8450.0,3882.0,3497.0,1395.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,92,ALGERIA,155.0,1078.0,224.0,854.0,1.0,1234.0,347.0,178.0,45.0,0.0,45.0,0.0,233.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,93,EGYPT,222.0,1581.0,88.0,1493.0,16.0,1819.0,195.0,89.0,1509.0,1495.0,656.0,642.0,19.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,94,GHANA,446.0,0.0,0.0,0.0,1.0,447.0,254.0,2.0,0.0,0.0,0.0,0.0,174.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,95,KENYA,484.0,775.0,182.0,593.0,11.0,1270.0,349.0,222.0,0.0,0.0,0.0,0.0,176.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,96,MOROCCO,431.0,321.0,0.0,321.0,24.0,776.0,83.0,39.0,462.0,466.0,235.0,239.0,466.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,97,NIGERIA,1978.0,1837.0,166.0,1671.0,101.0,3916.0,1380.0,248.0,3.0,68.0,3.0,68.0,1794.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,98,SAINT HELENA,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,99,SOUTH AFRICA,9241.0,5722.0,968.0,4754.0,1316.0,16279.0,1634.0,224.0,29328.0,29862.0,9501.0,10147.0,189.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,100,SOUTH SUDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,Africa,country_data,101,OTHER AFRICA,1982.0,1396.0,365.0,1031.0,279.0,3657.0,431.0,257.0,4409.0,4332.0,1552.0,1369.0,275.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,105,BAHAMAS,5479.0,1098.0,401.0,697.0,498.0,7075.0,497.0,220.0,7.0,1.0,7.0,1.0,18.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,106,BAHRAIN,459.0,477.0,52.0,425.0,49.0,985.0,144.0,153.0,224.0,200.0,170.0,145.0,125.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,107,BERMUDA,20853.0,140.0,138.0,2.0,1927.0,22920.0,5571.0,4575.0,7040.0,7899.0,3025.0,3910.0,254.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,108,CAYMAN ISLANDS,286465.0,1192.0,1184.0,8.0,15304.0,302961.0,24959.0,2157.0,29240.0,26530.0,17209.0,16661.0,205.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,109,HONG KONG,21736.0,34704.0,10210.0,24494.0,3898.0,60338.0,15604.0,668.0,15431.0,15181.0,7396.0,7153.0,1268.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,110,LEBANON,967.0,187.0,157.0,30.0,39.0,1193.0,204.0,151.0,880.0,557.0,526.0,203.0,547.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,111,MAURITIUS,900.0,371.0,356.0,15.0,36.0,1307.0,91.0,20.0,0.0,0.0,0.0,0.0,135.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,112,PANAMA,2527.0,1286.0,1286.0,0.0,587.0,4400.0,1461.0,345.0,8389.0,8601.0,3311.0,3627.0,302.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,113,SINGAPORE,38459.0,32190.0,8059.0,24131.0,4328.0,74977.0,13932.0,1487.0,10968.0,10584.0,5323.0,4817.0,1324.0
2015Q2,2015,Q2,Table 1,1,All Banks,Banking Centers,country_data,114,OTHER BANKING CENTERS,12084.0,2238.0,1304.0,934.0,1925.0,16247.0,5948.0,659.0,6096.0,7349.0,1785.0,3038.0,265.0
2015Q2,2015,Q2,Table 1,1,All Banks,International & Regional Organizations,country_data,118,AFRICAN,460.0,0.0,0.0,0.0,28.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015Q2,2015,Q2,Table 1,1,All Banks,International & Regional Organizations,country_data,122,INTERNATIONAL,6293.0,0.0,0.0,0.0,1323.0,7616.0,198.0,28.0,0.0,0.0,0.0,0.0,379.0
2015Q2,2015,Q2,Table 1,1,All Banks,International & Regional Organizations,country_data,123,LATIN AMERICAN,1981.0,0.0,0.0,0.0,435.0,2416.0,64.0,5.0,0.0,0.0,0.0,0.0,180.0
2015Q2,2015,Q2,Table 1,1,All Banks,International & Regional Organizations,country_data,127,UNITED STATES,354022.0,10939553.0,17832.0,10921721.0,365394.0,11658969.0,4789343.0,491556.0,2393459.0,2446544.0,1048223.0,1100695.0,19213.0
