"date","hhi","cr5"
2022-05-01,1835.73045488154,88.9229166539285
2022-06-01,1854.92325496906,89.2792940849371
2022-07-01,1830.13588817177,89.1394969905357
2022-08-01,1819.08212500196,88.9634504889396
2022-09-01,1765.85335198793,88.058648588039
2022-10-01,1795.533701483,87.9425096964912
2022-11-01,1809.09945930978,89.1183741428668
2022-12-01,1846.74277727483,89.8563844955887
2023-01-01,1802.12771602982,88.8861169914093
2023-02-01,1790.19236918721,88.4094980086497
2023-03-01,1765.25530567292,87.1446576817048
2023-04-01,1780.83031366982,87.8464249541244
2023-05-01,1760.43321870722,87.5744345453583
2023-06-01,1761.31630162372,87.3728582054958
2023-07-01,1707.86758595902,86.4262316250712
2023-08-01,1703.88586092961,86.2262865294011
2023-09-01,1713.44684782601,86.3662023856934
2023-10-01,1731.72658370936,86.5091652730174
2023-11-01,1766.2093081187,86.6466772656345
2023-12-01,1798.98520524428,87.6574902932226
2024-01-01,1789.42650911506,87.1768112077404
2024-02-01,1750.32510594875,86.0497586423014
2024-03-01,1731.93218193506,85.5910856567429
2024-04-01,1718.30227429256,85.4220710475503
2024-05-01,1687.8640371045,85.0599117861579
2024-06-01,1709.41691721389,85.1073861808567
2024-07-01,1712.2341067632,85.0648969375917
2024-08-01,1687.96636878276,84.5471837335454
2024-09-01,1726.73683765093,84.3971713761962
2024-10-01,1731.86517387015,84.0703973512145
2024-11-01,1712.30075871328,83.5405415524995
2024-12-01,1713.14006180673,85.1199879750432
