"date","size_category","tf_usd_millions"
2017-04-01,"Medium",605.286186304241
2017-04-01,"Small",16.8103225098619
2017-04-01,"Micro",0.853582479659764
2017-05-01,"Corporate",2609.72339152108
2017-05-01,"Large",2100.70074314294
2017-05-01,"Medium",620.169252437386
2017-05-01,"Small",16.470589966402
2017-05-01,"Micro",1.82799667684789
2017-06-01,"Corporate",2451.9723771404
2017-06-01,"Large",2086.39839958499
2017-06-01,"Medium",638.83958215746
2017-06-01,"Small",13.5509429370715
2017-06-01,"Micro",2.48786153893449
2017-07-01,"Corporate",2386.16754729096
2017-07-01,"Large",2064.01531799445
2017-07-01,"Medium",619.8247721444
2017-07-01,"Small",13.9785031934588
2017-07-01,"Micro",1.54838884603517
2017-08-01,"Corporate",2336.74296720523
2017-08-01,"Large",2035.32486267884
2017-08-01,"Medium",623.594034765046
2017-08-01,"Small",16.9458594875432
2017-08-01,"Micro",2.02427665268871
2017-09-01,"Corporate",2580.15474588423
2017-09-01,"Large",2034.80665558515
2017-09-01,"Medium",666.865275899226
2017-09-01,"Small",18.2826178375731
2017-09-01,"Micro",3.50574635258823
2017-10-01,"Corporate",2611.76836120496
2017-10-01,"Large",1991.14770741561
2017-10-01,"Medium",659.964678787039
2017-10-01,"Small",18.8808799286132
2017-10-01,"Micro",2.74215209083356
2017-11-01,"Corporate",2869.92946797468
2017-11-01,"Large",2013.95645365545
2017-11-01,"Medium",666.994410413708
2017-11-01,"Small",20.0035958845323
2017-11-01,"Micro",3.60600975918494
2017-12-01,"Corporate",2659.80674774452
2017-12-01,"Large",2027.63195246837
2017-12-01,"Medium",599.029701724776
2017-12-01,"Small",20.4593507219994
2017-12-01,"Micro",1.85402296513422
2018-01-01,"Corporate",2852.79820012438
2018-01-01,"Large",2068.8808874658
2018-01-01,"Medium",571.628588252487
2018-01-01,"Small",19.2079851461443
2018-01-01,"Micro",1.25999990360696
2018-02-01,"Corporate",3160.43721375241
2018-02-01,"Large",2020.79353316578
2018-02-01,"Medium",549.407316765256
2018-02-01,"Small",16.8097167959052
2018-02-01,"Micro",1.7337154871732
2018-03-01,"Corporate",3294.82067750209
2018-03-01,"Large",2090.18998361676
2018-03-01,"Medium",536.191996518291
2018-03-01,"Small",14.9639110150853
2018-03-01,"Micro",2.02015516215965
2018-04-01,"Corporate",3371.66760846743
2018-04-01,"Large",2148.06187138857
2018-04-01,"Medium",546.025260884281
2018-04-01,"Small",15.4407325405372
2018-04-01,"Micro",1.81420329836005
2018-05-01,"Corporate",3763.814672416
2018-05-01,"Large",2244.79986163409
2018-05-01,"Medium",578.88946338424
2018-05-01,"Small",16.5443620219915
2018-05-01,"Micro",1.68221667073916
2018-06-01,"Corporate",3802.26512056695
2018-06-01,"Large",2315.62887994929
2018-06-01,"Medium",590.283100332957
2018-06-01,"Small",18.0448163423649
2018-06-01,"Micro",1.94122170938082
2018-07-01,"Corporate",3721.24147149883
2018-07-01,"Large",2387.36556223159
2018-07-01,"Medium",536.905028623354
2018-07-01,"Small",18.0808158434894
2018-07-01,"Micro",2.38620736736003
2018-08-01,"Corporate",3424.7192694794
2018-08-01,"Large",2422.62011280131
2018-08-01,"Medium",556.883219217125
2018-08-01,"Small",19.4000668415148
2018-08-01,"Micro",2.71601926563779
2018-09-01,"Corporate",3643.07713308485
2018-09-01,"Large",2443.74900843636
2018-09-01,"Medium",566.54867520606
2018-09-01,"Small",20.7662513424242
2018-09-01,"Micro",1.46529546666667
2018-10-01,"Corporate",3501.58160971496
2018-10-01,"Large",2389.36308364905
2018-10-01,"Medium",586.006003741093
2018-10-01,"Small",18.2069557393112
2018-10-01,"Micro",2.61267144893112
2018-11-01,"Corporate",3195.54306475943
2018-11-01,"Large",2429.18679131694
2018-11-01,"Medium",583.622979950349
2018-11-01,"Small",18.4571368926587
2018-11-01,"Micro",3.52720176734838
2018-12-01,"Corporate",3124.13682141651
2018-12-01,"Large",2390.782314565
2018-12-01,"Medium",579.678436212566
2018-12-01,"Small",19.9647619508872
2018-12-01,"Micro",3.35068256168725
2019-01-01,"Corporate",3026.25445618547
2019-01-01,"Large",2396.60557403962
2019-01-01,"Medium",565.736822337935
2019-01-01,"Small",18.8379099219688
2019-01-01,"Micro",2.66486164165666
2019-02-01,"Corporate",2872.70198143597
2019-02-01,"Large",2447.21447300905
2019-02-01,"Medium",570.941957602082
2019-02-01,"Small",15.7729439325605
2019-02-01,"Micro",2.70837836365287
2019-03-01,"Corporate",2722.73967159594
2019-03-01,"Large",2394.38217809836
2019-03-01,"Medium",584.121373797549
2019-03-01,"Small",15.8053770050899
2019-03-01,"Micro",3.71344781796826
2019-04-01,"Corporate",2758.71902511937
2019-04-01,"Large",2446.84645041402
2019-04-01,"Medium",600.753747579328
2019-04-01,"Small",16.706892574796
2019-04-01,"Micro",3.49132914777878
2019-05-01,"Corporate",2789.6514357784
2019-05-01,"Large",2451.19904191379
2019-05-01,"Medium",592.991744645238
2019-05-01,"Small",16.8190555325137
2019-05-01,"Micro",3.73676931121316
2019-06-01,"Corporate",2916.52640122492
2019-06-01,"Large",2466.878567231
2019-06-01,"Medium",586.829531568389
2019-06-01,"Small",16.8124286656535
2019-06-01,"Micro",3.71379945288753
2019-07-01,"Corporate",2703.02382180099
2019-07-01,"Large",2472.78783281174
2019-07-01,"Medium",575.150311448767
2019-07-01,"Small",19.996531361769
2019-07-01,"Micro",4.11986534255679
2019-08-01,"Corporate",2774.71443252995
2019-08-01,"Large",2445.61528062447
2019-08-01,"Medium",599.723259633325
2019-08-01,"Small",21.0771726199935
2019-08-01,"Micro",3.54855912421647
2019-09-01,"Corporate",2678.61989196584
2019-09-01,"Large",2425.62797734539
2019-09-01,"Medium",598.185486555566
2019-09-01,"Small",21.9220287858641
2019-09-01,"Micro",2.88033079514227
2019-10-01,"Corporate",2657.29314003463
2019-10-01,"Large",2346.1101
2019-10-01,"Medium",586.920907335204
2019-10-01,"Small",23.8505954024361
2019-10-01,"Micro",3.56561284929544
2019-11-01,"Corporate",2628.83193061945
2019-11-01,"Large",2340.35243553444
2019-11-01,"Medium",585.752493467263
2019-11-01,"Small",22.714843131949
2019-11-01,"Micro",3.54686993058415
2019-12-01,"Corporate",2340.11036648461
2019-12-01,"Large",2314.80130912191
2019-12-01,"Medium",569.481669665057
2019-12-01,"Small",22.955473074834
2019-12-01,"Micro",3.46161912794206
2020-01-01,"Corporate",2289.05973066244
2020-01-01,"Large",2328.45894867985
2020-01-01,"Medium",564.310988979991
2020-01-01,"Small",20.687730150367
2020-01-01,"Micro",3.25053138171916
2020-02-01,"Corporate",2319.63405079195
2020-02-01,"Large",2263.15417717209
2020-02-01,"Medium",549.399572507082
2020-02-01,"Small",18.6438741054396
2020-02-01,"Micro",1.79692718943291
2020-03-01,"Corporate",2665.31493400512
2020-03-01,"Large",2391.86597327691
2020-03-01,"Medium",531.168586939452
2020-03-01,"Small",15.1769816814983
2020-03-01,"Micro",2.08899183388588
2020-04-01,"Corporate",2591.13745469383
2020-04-01,"Large",2477.07615603619
2020-04-01,"Medium",564.936323914136
2020-04-01,"Small",15.6021761006475
2020-04-01,"Micro",1.43969309009196
2020-05-01,"Corporate",2599.32502709341
2020-05-01,"Large",2446.36937741682
2020-05-01,"Medium",526.240096200688
2020-05-01,"Small",16.2203924683876
2020-05-01,"Micro",1.48989368335179
2020-06-01,"Corporate",2601.88792232818
2020-06-01,"Large",2299.7786432344
2020-06-01,"Medium",486.482242881729
2020-06-01,"Small",12.9276630769665
2020-06-01,"Micro",0.530540610540571
2020-07-01,"Corporate",2626.91818678465
2020-07-01,"Large",2140.34769975648
2020-07-01,"Medium",433.182816055501
2020-07-01,"Small",10.8957278493558
2020-07-01,"Micro",0.380857241965171
2020-08-01,"Corporate",2346.80096961622
2020-08-01,"Large",1983.05536239461
2020-08-01,"Medium",347.587245328934
2020-08-01,"Small",8.76008526069425
2020-08-01,"Micro",0.434231339706173
2020-09-01,"Corporate",1965.11495675991
2020-09-01,"Large",1810.06870059168
2020-09-01,"Medium",322.409061057251
2020-09-01,"Small",6.34925287369093
2020-09-01,"Micro",0.497787513542042
2020-10-01,"Corporate",1758.07561927504
2020-10-01,"Large",1739.02725492252
2020-10-01,"Medium",305.771847897068
2020-10-01,"Small",7.29564068622025
2020-10-01,"Micro",0.856491743220808
2020-11-01,"Corporate",1564.50159017743
2020-11-01,"Large",1718.65331397006
2020-11-01,"Medium",301.198274349875
2020-11-01,"Small",3.21346174937621
2020-11-01,"Micro",0.907906869975048
2020-12-01,"Corporate",1620.31380009935
2020-12-01,"Large",1625.11928832653
2020-12-01,"Medium",290.20549453858
2020-12-01,"Small",2.07609327740369
2020-12-01,"Micro",0.23982780660117
2021-01-01,"Corporate",1882.1610866881
2021-01-01,"Large",1672.76558767172
2021-01-01,"Medium",291.930604962083
2021-01-01,"Small",2.10530680844049
2021-01-01,"Micro",0.23996044620288
2021-02-01,"Corporate",1985.63677144383
2021-02-01,"Large",1705.76868707371
2021-02-01,"Medium",299.279405390747
2021-02-01,"Small",1.95320032322568
2021-02-01,"Micro",0.453788599446682
2021-03-01,"Corporate",2052.3178236639
2021-03-01,"Large",1721.7571199111
2021-03-01,"Medium",320.400743431279
2021-03-01,"Small",1.9269013760247
2021-03-01,"Micro",0.463975311402108
2021-04-01,"Corporate",2191.1010290817
2021-04-01,"Large",1727.26086512518
2021-04-01,"Medium",329.170717186799
2021-04-01,"Small",1.97590667686707
2021-04-01,"Micro",0.413595916321524
2021-05-01,"Corporate",2466.2072728486
2021-05-01,"Large",1813.23751626838
2021-05-01,"Medium",347.227540975215
2021-05-01,"Small",1.71947305492439
2021-05-01,"Micro",1.04468646347515e-08
2021-06-01,"Corporate",2496.59621184776
2021-06-01,"Large",1930.81945099228
2021-06-01,"Medium",338.348801427536
2021-06-01,"Small",1.53982216695166
2021-06-01,"Micro",1.74918390590186
2021-07-01,"Corporate",2660.58374214807
2021-07-01,"Large",2030.50462536968
2021-07-01,"Medium",347.578258086061
2021-07-01,"Small",1.99693203371451
2021-07-01,"Micro",0.248915625
2021-08-01,"Corporate",2656.77583894611
2021-08-01,"Large",2025.58395954693
2021-08-01,"Medium",349.312118917729
2021-08-01,"Small",2.41996372532231
2021-08-01,"Micro",0.241447924260586
2021-09-01,"Corporate",2517.82952715647
2021-09-01,"Large",2053.5631145368
2021-09-01,"Medium",342.981821557392
