period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,3132.0,5.0,535.0,3672.0,3264.0,2.0,9340.0,2149.0,361.0,11850.0,8590.0,0.0,4180.0,194.0,30.0,4404.0,4171.0,91.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,16996.0,6696.0,2770.0,26462.0,12843.0,819.0,6049.0,13031.0,1014.0,20094.0,5989.0,22.0,18247.0,14248.0,2353.0,34848.0,18223.0,644.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,19314.0,961.0,9199.0,29474.0,18645.0,52.0,26412.0,10140.0,3284.0,39836.0,25202.0,0.0,100506.0,4692.0,3594.0,108792.0,100397.0,203.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,12364.0,825.0,6820.0,20009.0,11262.0,238.0,69658.0,147369.0,8574.0,225601.0,60274.0,1.0,27802.0,8135.0,7270.0,43207.0,36569.0,57.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,6588.0,187.0,1430.0,8205.0,6409.0,69.0,29784.0,637.0,16218.0,46639.0,29620.0,0.0,7224.0,1941.0,1215.0,10380.0,7198.0,802.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,51565.0,32016.0,1368.0,84949.0,41872.0,27293.0,46802.0,141276.0,2593.0,190671.0,46759.0,0.0,7575.0,97916.0,3098.0,108589.0,6666.0,488.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1237.0,287.0,99.0,1623.0,2785.0,72.0,874.0,7691.0,19.0,8584.0,873.0,3.0,38853.0,4115.0,5086.0,48054.0,40812.0,1490.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,7537.0,35.0,5915.0,13487.0,5968.0,17.0,7418.0,9873.0,549.0,17840.0,7042.0,6.0,14194.0,112.0,1166.0,15472.0,14494.0,4.0
2020Q4,2020,Q4,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,6343.0,2.0,151.0,6496.0,8759.0,0.0,1618.0,134.0,12.0,1764.0,1469.0,1.0,4194.0,5.0,522.0,4721.0,4218.0,0.0
