period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,2924.0,2119.0,5043.0,1080.0,19005.0,363.0,52.0,4.0,0.0,0.0,0.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,9,CANADA,1870.0,4527.0,6397.0,7055.0,3090.0,16714.0,1603.0,190.0,12682.0,635.0,2618.0,12466.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,10,FRANCE,0.0,197.0,197.0,764.0,934.0,5148.0,500.0,147.0,3594.0,11.0,3505.0,3583.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,11,GERMANY,817.0,5867.0,6684.0,6007.0,10627.0,9768.0,759.0,2.0,27632.0,0.0,862.0,27632.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,12,ITALY,0.0,704.0,704.0,2893.0,606.0,1990.0,110.0,3.0,0.0,0.0,0.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,13,JAPAN,19.0,3972.0,3991.0,4412.0,23290.0,8998.0,7199.0,103.0,11304.0,0.0,126.0,11292.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,8269.0,5001.0,13270.0,13511.0,-4328.0,257.0,509.0,27.0,7088.0,0.0,27.0,7061.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1573.0,2268.0,3841.0,6782.0,-1903.0,4451.0,395.0,40.0,27.0,0.0,14.0,13.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,1.0,41.0,42.0,1381.0,49.0,2472.0,126.0,32.0,2.0,0.0,0.0,2.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,67.0,37.0,104.0,1326.0,333.0,556.0,296.0,97.0,1154.0,0.0,29.0,1153.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,77858.0,45484.0,123342.0,53030.0,-17275.0,10695.0,1263.0,234.0,17279.0,80.0,1069.0,17269.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,subtotal,19,Total,93398.0,70217.0,163615.0,98241.0,34428.0,61412.0,12812.0,879.0,80762.0,726.0,8250.0,80471.0
2020Q4,2020,Q4,Table 3,3,All Others,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,5856.0,6719.0,12575.0,10841.0,-1697.0,5133.0,154.0,32.0,16.0,0.0,6.0,14.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,23,AUSTRIA,0.0,52.0,52.0,299.0,19.0,1019.0,0.0,0.0,9.0,0.0,0.0,9.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,25,DENMARK,2.0,4.0,6.0,1505.0,5.0,269.0,31.0,10.0,0.0,0.0,0.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,4.0,4.0,654.0,32.0,1097.0,6.0,4.0,31.0,0.0,0.0,31.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,27,GREECE,0.0,0.0,0.0,132.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,28,IRELAND,6238.0,5051.0,11289.0,23747.0,-4459.0,732.0,230.0,10.0,2507.0,876.0,184.0,2324.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,29,ISRAEL,0.0,3.0,3.0,389.0,-3.0,424.0,206.0,1.0,1.0,1.0,1.0,0.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,2.0,34.0,36.0,1140.0,227.0,121.0,23.0,0.0,1.0,0.0,0.0,1.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,165.0,165.0,1518.0,-85.0,2153.0,29.0,9.0,100.0,0.0,16.0,100.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,32,PORTUGAL,0.0,0.0,0.0,139.0,0.0,71.0,6.0,0.0,9.0,0.0,0.0,9.0
2020Q4,2020,Q4,Table 3,3,All Others,Non G-10 Developed Countries,country_data,33,SLOVAKIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
