period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,7,BELGIUM,19301.0,17.0,15785.0,1045.0,20363.0,696.0,977.0,20640.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,8,CANADA,92683.0,7327.0,87044.0,55786.0,155796.0,7548.0,11548.0,159797.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,9,FRANCE,208952.0,2466.0,196794.0,62297.0,273715.0,5533.0,9714.0,277895.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,10,GERMANY,94894.0,2195.0,74139.0,207138.0,304227.0,8743.0,16477.0,311963.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,11,ITALY,47969.0,794.0,42544.0,6718.0,55481.0,751.0,1628.0,56356.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,12,JAPAN,102056.0,31808.0,109834.0,288734.0,422598.0,4778.0,20383.0,438208.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,13,LUXEMBOURG,87805.0,2424.0,61197.0,11561.0,101790.0,15569.0,3932.0,90151.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,14,NETHERLANDS,51563.0,96.0,37687.0,9741.0,61400.0,9038.0,8406.0,60769.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,15,SWEDEN,23460.0,0.0,21128.0,1071.0,24531.0,2028.0,1110.0,23612.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,16,SWITZERLAND,27528.0,6501.0,29264.0,26500.0,60529.0,4276.0,7659.0,63912.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,66884.0,77427.0,106038.0,284788.0,429099.0,24678.0,23657.0,428074.0
2021Q4,2021,Q4,Table 2,2,LFI,G-10 and Luxembourg,subtotal,18,Total,823095.0,131055.0,781454.0,955379.0,1909529.0,83638.0,105491.0,1931377.0
