period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,10,BELGIUM,1926.0,8864.0,411.0,8453.0,18.0,10808.0,828.0,2.0,10.0,7.0,5.0,0.0,47.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,11,CANADA,53486.0,22228.0,3245.0,18983.0,933.0,76647.0,34964.0,4803.0,659.0,1086.0,77.0,466.0,37.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,12,FRANCE,30765.0,1514.0,30.0,1484.0,806.0,33085.0,649.0,490.0,73.0,197.0,3.0,112.0,238.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,13,GERMANY,47393.0,20784.0,120.0,20664.0,329.0,68506.0,2162.0,290.0,62.0,107.0,8.0,41.0,4.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,14,ITALY,2206.0,1615.0,1.0,1614.0,0.0,3821.0,958.0,65.0,15.0,19.0,0.0,0.0,20.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,15,JAPAN,24748.0,17415.0,5083.0,12332.0,123.0,42286.0,8808.0,140.0,60.0,55.0,60.0,54.0,168.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,16,LUXEMBOURG,14935.0,6111.0,220.0,5891.0,469.0,21515.0,2880.0,60.0,8.0,12.0,0.0,0.0,20.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,17,NETHERLANDS,7641.0,4562.0,30.0,4532.0,167.0,12370.0,2676.0,144.0,60.0,67.0,9.0,5.0,11.0
2021Q4,2021,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,18,SWEDEN,5203.0,166.0,0.0,166.0,0.0,5369.0,1779.0,71.0,5.0,7.0,0.0,0.0,6.0
