period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,15271.0,282.0,9792.0,5483.0,21036.0,1752.0,4226.0,23507.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,74734.0,9197.0,46439.0,50800.0,134731.0,16270.0,18684.0,137296.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,162399.0,208.0,124033.0,5682.0,168289.0,9175.0,17640.0,176643.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,122693.0,264.0,79569.0,43944.0,166901.0,13058.0,26912.0,180874.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,54404.0,315.0,41866.0,5750.0,60469.0,4184.0,2128.0,58417.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,59791.0,62770.0,100556.0,183575.0,306136.0,5710.0,19237.0,319879.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,48375.0,1470.0,26484.0,9352.0,59197.0,10631.0,3377.0,51511.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,74011.0,864.0,31242.0,3551.0,78426.0,18418.0,5894.0,65628.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,24254.0,10.0,18204.0,838.0,25102.0,1221.0,2210.0,26090.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,31353.0,5788.0,30999.0,16710.0,53851.0,4243.0,8385.0,57991.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,90383.0,106548.0,125260.0,260916.0,457847.0,34904.0,43882.0,466818.0
2016Q2,2016,Q2,Table 2,2,All Banks,G-10 and Luxembourg,subtotal,18,Total,757668.0,187716.0,634444.0,586601.0,1531985.0,119566.0,152575.0,1564654.0
