period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,9,BELGIUM,3683.0,68.0,3751.0,32.0,129.0,161.0,241.0,4153.0,3347.0,104.0,3451.0,4.0,3.0,7.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,10,CANADA,26461.0,3250.0,29711.0,22865.0,7642.0,30507.0,3168.0,63386.0,22003.0,2991.0,24994.0,6691.0,45.0,6736.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,11,FRANCE,24905.0,225.0,25130.0,8734.0,1405.0,10139.0,1887.0,37156.0,22884.0,290.0,23174.0,611.0,10.0,621.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,12,GERMANY,33171.0,827.0,33998.0,3868.0,846.0,4714.0,6027.0,44739.0,28305.0,1239.0,29544.0,67.0,86.0,153.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,13,ITALY,8515.0,281.0,8796.0,4460.0,1639.0,6099.0,1280.0,16175.0,7451.0,261.0,7712.0,262.0,37.0,299.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,14,JAPAN,24569.0,421.0,24990.0,45324.0,2287.0,47611.0,1624.0,74225.0,20133.0,337.0,20470.0,2204.0,0.0,2204.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,15,LUXEMBOURG,16405.0,94.0,16499.0,2865.0,1.0,2866.0,1290.0,20655.0,25210.0,21.0,25231.0,513.0,1.0,514.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,16,NETHERLANDS,26007.0,123.0,26130.0,197.0,242.0,439.0,1896.0,28465.0,29806.0,163.0,29969.0,45.0,0.0,45.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,17,SWEDEN,8658.0,407.0,9065.0,33.0,110.0,143.0,182.0,9390.0,8604.0,403.0,9007.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,18,SWITZERLAND,17227.0,601.0,17828.0,507.0,1669.0,2176.0,1745.0,21749.0,16549.0,593.0,17142.0,534.0,1202.0,1736.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,29457.0,5723.0,35180.0,56024.0,11149.0,67173.0,9264.0,111617.0,27184.0,5349.0,32533.0,15634.0,974.0,16608.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRALIA,6597.0,321.0,6918.0,15322.0,9749.0,25071.0,1110.0,33099.0,5993.0,330.0,6323.0,2278.0,0.0,2278.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRIA,1574.0,24.0,1598.0,40.0,38.0,78.0,592.0,2268.0,1960.0,69.0,2029.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,25,CYPRUS,921.0,111.0,1032.0,0.0,0.0,0.0,8.0,1040.0,982.0,83.0,1065.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,26,DENMARK,4035.0,79.0,4114.0,7.0,0.0,7.0,682.0,4803.0,3902.0,18.0,3920.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,27,FINLAND,4204.0,43.0,4247.0,9.0,50.0,59.0,127.0,4433.0,4030.0,10.0,4040.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,28,GREECE,703.0,75.0,778.0,141.0,0.0,141.0,47.0,966.0,696.0,75.0,771.0,0.0,0.0,0.0
2021Q4,2021,Q4,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,29,IRELAND,16581.0,118.0,16699.0,3312.0,3.0,3315.0,1216.0,21230.0,16817.0,126.0,16943.0,1838.0,0.0,1838.0
