period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,1121.0,645.0,0.0,1766.0,1141.0,346.0,249.0,7816.0,12.0,8077.0,71.0,0.0,61.0,12.0,0.0,73.0,101.0,0.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,18215.0,6276.0,305.0,24796.0,16900.0,856.0,11976.0,1786.0,16.0,13778.0,11976.0,772.0,13117.0,1000.0,155.0,14272.0,13419.0,73.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,12317.0,15.0,383.0,12715.0,10492.0,0.0,2797.0,560.0,1.0,3358.0,1973.0,0.0,2352.0,12.0,403.0,2767.0,2196.0,0.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,31088.0,59.0,363.0,31510.0,7138.0,12.0,8578.0,21348.0,2.0,29928.0,7178.0,0.0,1166.0,1602.0,2.0,2770.0,883.0,1383.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,516.0,86.0,0.0,602.0,238.0,0.0,1404.0,239.0,0.0,1643.0,1404.0,0.0,33.0,1.0,0.0,34.0,33.0,0.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,19650.0,4935.0,52.0,24637.0,9855.0,3754.0,5903.0,8213.0,1.0,14117.0,5903.0,0.0,4984.0,228.0,48.0,5260.0,4343.0,3.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,219.0,135.0,1.0,355.0,310.0,47.0,116.0,6480.0,0.0,6596.0,107.0,0.0,5833.0,228.0,101.0,6162.0,4338.0,123.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1673.0,31.0,31.0,1735.0,1531.0,3.0,1590.0,4154.0,5.0,5749.0,1282.0,19.0,938.0,127.0,2.0,1067.0,695.0,14.0
2022Q1,2022,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,2100.0,15.0,0.0,2115.0,1233.0,0.0,1713.0,10.0,0.0,1723.0,1833.0,0.0,609.0,2.0,0.0,611.0,615.0,2.0
