period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,3696.0,2866.0,6562.0,20119.0,11822.0,2338.0,7135.0,1239.0,641.0,0.0,5.0,641.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,7782.0,28906.0,36688.0,48298.0,37193.0,18103.0,21183.0,1783.0,45286.0,1343.0,17678.0,44529.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,1384.0,16895.0,18279.0,57097.0,18759.0,13296.0,33935.0,6701.0,61923.0,142.0,34471.0,61919.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,18499.0,33210.0,51709.0,96182.0,85838.0,26457.0,31679.0,5549.0,47325.0,132.0,10159.0,47031.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,5366.0,6157.0,11523.0,45145.0,-1806.0,2998.0,34084.0,6508.0,5278.0,171.0,2179.0,5275.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,5869.0,65901.0,71770.0,90325.0,211672.0,12497.0,82695.0,22655.0,133967.0,0.0,73302.0,133959.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,70203.0,27098.0,97301.0,88168.0,-76741.0,2017.0,10643.0,3700.0,18220.0,1.0,2027.0,17711.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,34430.0,10532.0,44962.0,54319.0,-32785.0,7892.0,17087.0,1309.0,2923.0,10.0,784.0,2842.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,12.0,475.0,487.0,13810.0,391.0,3163.0,6406.0,362.0,1768.0,6.0,1330.0,1667.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,7381.0,2273.0,9654.0,34752.0,24824.0,2436.0,8401.0,288.0,19999.0,0.0,11665.0,19945.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,949690.0,224963.0,1174653.0,277993.0,267895.0,25742.0,73813.0,11020.0,89331.0,1155.0,43298.0,85626.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,subtotal,19,Total,1104312.0,419276.0,1523588.0,826208.0,547062.0,116939.0,327061.0,61114.0,426661.0,2960.0,196898.0,421145.0
2020Q1,2020,Q1,Table 3,3,All Banks,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,8188.0,45422.0,53610.0,63248.0,30768.0,12887.0,28305.0,1043.0,8486.0,26.0,5865.0,8420.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,130.0,173.0,303.0,5537.0,-199.0,3237.0,3435.0,799.0,1822.0,1.0,1717.0,1822.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,2292.0,-2.0,0.0,897.0,11.0,354.0,10.0,168.0,322.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,10.0,215.0,225.0,10027.0,320.0,194.0,2947.0,89.0,2641.0,0.0,366.0,2621.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,147.0,147.0,4894.0,63.0,2601.0,2928.0,240.0,2823.0,254.0,124.0,2820.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,27,GREECE,22.0,1136.0,1158.0,4399.0,-897.0,0.0,1465.0,122.0,4007.0,11.0,2720.0,4007.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,28,IRELAND,24378.0,15768.0,40146.0,104483.0,37305.0,6807.0,21876.0,473.0,26882.0,26.0,3999.0,26648.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,29,ISRAEL,1002.0,1557.0,2559.0,4555.0,-1056.0,488.0,3188.0,143.0,292.0,0.0,292.0,68.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,28.0,909.0,937.0,3832.0,997.0,412.0,793.0,31.0,156.0,1.0,86.0,156.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,446.0,446.0,7262.0,-233.0,1779.0,3164.0,199.0,3479.0,0.0,647.0,3476.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,32,PORTUGAL,17.0,175.0,192.0,2219.0,-150.0,65.0,2181.0,460.0,37.0,0.0,15.0,37.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,33,SLOVAKIA,151.0,383.0,534.0,577.0,-318.0,0.0,115.0,5.0,74.0,1.0,61.0,74.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,34,SPAIN,385.0,2471.0,2856.0,22763.0,207.0,3587.0,17943.0,2658.0,2094.0,0.0,1269.0,2052.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,0.0,1.0,1.0,5705.0,6.0,13.0,339.0,2.0,1120.0,0.0,524.0,1120.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,subtotal,36,Total,34311.0,68803.0,103114.0,241793.0,66811.0,32070.0,89576.0,6275.0,54267.0,330.0,17853.0,53643.0
2020Q1,2020,Q1,Table 3,3,All Banks,Non G-10 Developed Countries,empty,37,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,region_header,38,Eastern Europe,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,39,BULGARIA,278.0,266.0,544.0,1448.0,-216.0,51.0,22.0,6.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,40,CZECH REPUBLIC,911.0,1338.0,2249.0,2671.0,1331.0,0.0,547.0,84.0,4287.0,8.0,4240.0,4287.0
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,41,HUNGARY,702.0,1047.0,1749.0,3251.0,316.0,766.0,883.0,124.0,124.0,0.0,120.0,124.0
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,43,POLAND,2915.0,8497.0,11412.0,12182.0,2246.0,3835.0,2594.0,356.0,464.0,0.0,464.0,464.0
2020Q1,2020,Q1,Table 3,3,All Banks,Eastern Europe,country_data,44,ROMANIA,349.0,1553.0,1902.0,1789.0,417.0,1341.0,586.0,64.0,130.0,0.0,99.0,130.0
