period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,10,BELGIUM,17847.0,9132.0,96.0,9036.0,1704.0,28683.0,4029.0,400.0,13867.0,15347.0,6507.0,7988.0,44.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,11,CANADA,62704.0,47070.0,9033.0,38037.0,15312.0,125086.0,43462.0,10612.0,22854.0,21700.0,12377.0,11223.0,233.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,12,FRANCE,116108.0,19057.0,426.0,18631.0,13481.0,148646.0,166918.0,3124.0,188933.0,197861.0,81427.0,92098.0,801.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,13,GERMANY,115309.0,98200.0,923.0,97277.0,25467.0,238976.0,40507.0,2909.0,150164.0,156365.0,65689.0,71925.0,1518.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,14,ITALY,49703.0,5635.0,1125.0,4510.0,17307.0,72645.0,6931.0,720.0,163610.0,172010.0,37986.0,46389.0,231.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,15,JAPAN,93015.0,277118.0,43788.0,233330.0,7349.0,377482.0,59556.0,5224.0,98800.0,100708.0,38039.0,40033.0,174.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,16,LUXEMBOURG,47323.0,13246.0,2711.0,10535.0,3763.0,64332.0,22916.0,2282.0,27031.0,27647.0,13384.0,13996.0,486.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,17,NETHERLANDS,46934.0,10582.0,107.0,10475.0,8188.0,65704.0,29303.0,3409.0,102888.0,109566.0,45883.0,52547.0,727.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,18,SWEDEN,16982.0,643.0,0.0,643.0,453.0,18078.0,5218.0,241.0,24592.0,25614.0,12788.0,13812.0,58.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,19,SWITZERLAND,23826.0,28832.0,6750.0,22082.0,5425.0,58083.0,15482.0,3169.0,54201.0,55221.0,25037.0,26114.0,671.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,66491.0,294425.0,60545.0,233880.0,49016.0,409932.0,95419.0,11814.0,242520.0,250016.0,109471.0,116973.0,1452.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,subtotal,21,Total,656242.0,803940.0,125504.0,678436.0,147465.0,1607647.0,489741.0,43904.0,1089460.0,1132055.0,448588.0,493098.0,6395.0
2020Q1,2020,Q1,Table 1,1,LFI,G-10 and Luxembourg,empty,22,,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,region_header,23,Non G-10 Developed Countries,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,24,AUSTRALIA,23783.0,62872.0,2483.0,60389.0,4639.0,91294.0,22159.0,1898.0,35062.0,34463.0,17879.0,17283.0,364.0
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,25,AUSTRIA,9182.0,3.0,2.0,1.0,318.0,9503.0,2032.0,62.0,5475.0,6483.0,2431.0,3439.0,7.0
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,26,CYPRUS,2140.0,0.0,0.0,0.0,26.0,2166.0,294.0,34.0,28.0,18.0,27.0,16.0,5.0
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,27,DENMARK,7694.0,470.0,3.0,467.0,1926.0,10090.0,3527.0,122.0,13488.0,14256.0,6802.0,7572.0,243.0
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,28,FINLAND,10563.0,21.0,0.0,21.0,798.0,11382.0,2337.0,253.0,11027.0,11899.0,5433.0,6307.0,86.0
2020Q1,2020,Q1,Table 1,1,LFI,Non G-10 Developed Countries,country_data,29,GREECE,5809.0,222.0,0.0,222.0,1890.0,7921.0,28.0,388.0,4678.0,5539.0,2354.0,3215.0,1.0
