period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,3696.0,2835.0,6531.0,20068.0,11655.0,2285.0,7116.0,1237.0,613.0,0.0,5.0,613.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,9,CANADA,6336.0,24757.0,31093.0,35052.0,23936.0,9189.0,19067.0,1583.0,31638.0,0.0,14541.0,31638.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,10,FRANCE,1384.0,16741.0,18125.0,56876.0,17047.0,11650.0,33691.0,6629.0,58483.0,142.0,33027.0,58483.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,11,GERMANY,18466.0,32464.0,50930.0,95191.0,84498.0,22435.0,31466.0,5526.0,16670.0,132.0,9482.0,16670.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,12,ITALY,5366.0,5962.0,11328.0,44454.0,-3326.0,2976.0,33996.0,6488.0,5275.0,171.0,2176.0,5275.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,13,JAPAN,5852.0,61130.0,66982.0,85364.0,211291.0,7729.0,76642.0,22583.0,126894.0,0.0,72997.0,126894.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,66648.0,24412.0,91060.0,84346.0,-61881.0,1874.0,10394.0,3658.0,10245.0,1.0,1517.0,10245.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,34370.0,10407.0,44777.0,52199.0,-34075.0,5773.0,16815.0,1270.0,2809.0,10.0,703.0,2809.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,12.0,415.0,427.0,12698.0,255.0,1398.0,6385.0,355.0,1626.0,6.0,1189.0,1626.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,7380.0,2243.0,9623.0,34427.0,24517.0,1895.0,7631.0,226.0,3036.0,0.0,746.0,3036.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,916157.0,202787.0,1118944.0,253955.0,265769.0,18878.0,72317.0,10775.0,52277.0,1060.0,36354.0,52277.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,subtotal,19,Total,1065667.0,384153.0,1449820.0,774630.0,539686.0,86082.0,315520.0,60330.0,309566.0,1522.0,172737.0,309566.0
2020Q1,2020,Q1,Table 3,3,LFI,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,22,AUSTRALIA,3936.0,41099.0,45035.0,55083.0,29692.0,9481.0,28115.0,1020.0,8396.0,26.0,5793.0,8396.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,23,AUSTRIA,130.0,114.0,244.0,5477.0,-223.0,2642.0,3433.0,799.0,1822.0,1.0,1717.0,1822.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,2273.0,-2.0,0.0,897.0,11.0,322.0,10.0,136.0,322.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,25,DENMARK,10.0,214.0,224.0,9846.0,305.0,8.0,2935.0,86.0,2608.0,0.0,346.0,2608.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,145.0,145.0,4495.0,-15.0,1878.0,2917.0,239.0,2784.0,254.0,121.0,2784.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,27,GREECE,22.0,1136.0,1158.0,4398.0,-898.0,0.0,1449.0,120.0,4007.0,11.0,2720.0,4007.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,28,IRELAND,15260.0,13174.0,28434.0,93955.0,43369.0,6721.0,21389.0,460.0,25446.0,23.0,3759.0,25446.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,29,ISRAEL,1002.0,1557.0,2559.0,4416.0,-1056.0,158.0,3084.0,139.0,68.0,0.0,68.0,68.0
2020Q1,2020,Q1,Table 3,3,LFI,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,23.0,885.0,908.0,3006.0,727.0,280.0,790.0,31.0,155.0,1.0,86.0,155.0
